,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
OtherNon-OperatInc (Expnse),,,-32.0,-33.0,-173.0,-66.0,Income Statement
"Other, Net",,,-32.0,-33.0,-173.0,-66.0,Income Statement
Income Before Tax,,,891.0,-609.0,-1241.0,-644.0,Income Statement
Income Tax - Total,,,50.0,-180.0,-147.0,-99.0,Income Statement
Income After Tax,,,840.0,-430.0,-1094.0,-545.0,Income Statement
Net Inc Before Extra Items,,,840.0,-430.0,-1094.0,-545.0,Income Statement
Total Net Income,,,840.0,-430.0,-1094.0,-545.0,Income Statement
Total Adjust to Net Income,,,108.0,,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,949.0,-430.0,-1094.0,-545.0,Income Statement
Income Available to Common Incl. Extra. Items,,,949.0,-430.0,-1094.0,-545.0,Income Statement
Basic/Primary Weighted Average Shares,,,214.0,217.0,221.0,224.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,4.43,-1.98,-4.95,-2.43,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,4.43,-1.98,-4.95,-2.43,Income Statement
Diluted Weighted Average Shares,,,253.0,217.0,221.0,224.0,Income Statement
Diluted EPS Excl. Extra. Items,,,3.75,-1.98,-4.95,-2.43,Income Statement
Diluted EPS Incl. Extra. Items,,,3.75,-1.98,-4.95,-2.43,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,21.0,22.0,24.0,22.0,Income Statement
"Depreciat/Amort, Suppl",,,5.0,6.0,16.0,12.0,Income Statement
Total Special Items,,,96.0,211.0,440.0,0.0,Income Statement
Normalzd Income Before Tax,,,987.0,-398.0,-800.0,-644.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,5.0,74.0,154.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,56.0,-106.0,7.0,-99.0,Income Statement
Normalized Income After Tax,,,931.0,-293.0,-807.0,-545.0,Income Statement
Normalzd Inc Avail to Common,,,1039.0,-293.0,-807.0,-545.0,Income Statement
Basic Normalized EPS,,,4.85,-1.35,-3.65,-2.43,Income Statement
Diluted Normalized EPS,,,4.11,-1.35,-3.65,-2.43,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,3624.0,-430.0,-1523.0,-2068.0,Cash Flow
Depreciation/Depletion,,,64.0,32.0,74.0,114.0,Cash Flow
Deferred Taxes,,,-558.0,-183.0,-338.0,-444.0,Cash Flow
Unusual Items,,,295.0,236.0,849.0,932.0,Cash Flow
Other Non-Cash Items,,,472.0,328.0,711.0,1083.0,Cash Flow
Non-Cash Items,,,767.0,564.0,1560.0,2015.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,69.0,-2.0,10.0,18.0,Cash Flow
"Cash Interest Pd, Suppl",,,,0.0,44.0,44.0,Cash Flow
Accounts Receivable,,,-8.0,45.0,44.0,32.0,Cash Flow
Other Assets,,,-160.0,-143.0,-285.0,-398.0,Cash Flow
Accounts Payable,,,6719.0,-767.0,-3421.0,-3953.0,Cash Flow
Accrued Expenses,,,-21.0,-3.0,-4.0,-8.0,Cash Flow
Changes in Working Capital,,,6833.0,-813.0,-3637.0,-4434.0,Cash Flow
Total Cash from Operations,,,10730.0,-830.0,-3864.0,-4817.0,Cash Flow
Purchase of Fixed Assets,,,-3012.0,-872.0,-1209.0,-1343.0,Cash Flow
Purchase/Acq of Intangibles,,,-61.0,,0.0,0.0,Cash Flow
Capital Expenditures,,,-3073.0,-872.0,-1209.0,-1343.0,Cash Flow
Acquisition of Business,,,-71.0,-186.0,-186.0,-186.0,Cash Flow
Sale of Fixed Assets,,,2574.0,401.0,761.0,894.0,Cash Flow
Sale/Maturity of Investment,,,130.0,102.0,261.0,292.0,Cash Flow
Purchase of Investments,,,-663.0,-126.0,-214.0,-247.0,Cash Flow
Other Investing Cash Flow,,,-22.0,-9.0,-32.0,-48.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,1948.0,181.0,590.0,706.0,Cash Flow
Total Cash from Investing,,,-1125.0,-692.0,-619.0,-638.0,Cash Flow
Financing Cash Flow Items,,,-243.0,-133.0,-197.0,-249.0,Cash Flow
"Common Stock, Net",,,217.0,17.0,32.0,41.0,Cash Flow
Warrants Converted,,,0.0,,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,217.0,17.0,32.0,41.0,Cash Flow
Short Term Debt Issued,,,20.0,149.0,149.0,149.0,Cash Flow
Short Term Debt Reduction,,,,-20.0,-170.0,-170.0,Cash Flow
"Short Term Debt, Net",,,20.0,129.0,-21.0,-21.0,Cash Flow
Long Term Debt Issued,,,3380.0,,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,-90.0,,0.0,0.0,Cash Flow
"Long Term Debt, Net",,,3290.0,,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,3310.0,129.0,-21.0,-21.0,Cash Flow
Total Cash From Financing,,,3284.0,13.0,-186.0,-229.0,Cash Flow
Foreign Exchange Effects,,,-65.0,-6.0,-120.0,-376.0,Cash Flow
Net Change in Cash,,,12825.0,-1514.0,-4788.0,-6060.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,4856.0,17681.0,17681.0,17681.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,17681.0,16167.0,12892.0,11621.0,Cash Flow
"Depreciation, Supplemental",,,64.0,32.0,74.0,114.0,Cash Flow
Free Cash Flow,,,7657.0,-1702.0,-5073.0,-6160.0,
FCF Growth,,,,-1.2222802664228811,1.9806110458284372,0.2142716341415336,
