,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Financing Cash Flow Items,,,-3255.0,,0.0,-841.0,Cash Flow
"Common Stock, Net",,,163741.0,,,,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,506.0,454.0,471.0,837.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,164247.0,454.0,471.0,837.0,Cash Flow
Total Cash From Financing,,,160992.0,454.0,471.0,-4.0,Cash Flow
Net Change in Cash,,,-8040.0,-2967.0,11546.0,-3933.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,19266.0,11226.0,11226.0,11226.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,11226.0,8259.0,22772.0,7293.0,Cash Flow
"Depreciation, Supplemental",,,6.0,1.0,2.0,3.0,Cash Flow
Free Cash Flow,,,-39763.0,,,,
FCF Growth,,,,0.0,0.0,0.0,
