,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Shrs Out-Pref Stk Iss. 3,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsry Shrs-Pref. Iss. 2,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsry Shrs-Pref. Iss. 3,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,3855.0,3113.0,2948.0,3208.0,Income Statement
"Cost of Revenue, Total",,,,,,1461.0,1797.0,1617.0,1371.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,598.0,595.0,518.0,566.0,Income Statement
Unusual Expense (Income),,,,,,2.0,-10.0,9.0,267.0,Income Statement
"Other Operat Expse, Total",,,,,,734.0,718.0,743.0,602.0,Income Statement
Total Operating Expense,,,,,,2795.0,3100.0,2887.0,2806.0,Income Statement
Total Operating Income,,,,,,1060.0,13.0,61.0,402.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,-60.0,-47.0,-50.0,-51.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,-535.0,821.0,2229.0,68.0,Income Statement
Income Before Tax,,,,,,465.0,787.0,2240.0,419.0,Income Statement
Income Tax - Total,,,,,,77.0,148.0,467.0,92.0,Income Statement
Income After Tax,,,,,,388.0,639.0,1773.0,327.0,Income Statement
Minority Interest,,,,,,-134.0,-66.0,-45.0,-54.0,Income Statement
Net Inc Before Extra Items,,,,,,254.0,573.0,1728.0,273.0,Income Statement
Total Net Income,,,,,,254.0,573.0,1728.0,273.0,Income Statement
Total Adjust to Net Income,,,,,,-26.0,-14.0,-26.0,-14.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,228.0,559.0,1702.0,259.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,228.0,559.0,1702.0,259.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,400.0,389.0,379.0,375.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,0.57,1.44,4.49,0.69,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,0.57,1.44,4.49,0.69,Income Statement
Diluted Weighted Average Shares,,,,,,400.0,392.0,381.0,377.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,0.57,1.43,4.47,0.69,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,0.57,1.43,4.47,0.69,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.18,0.18,0.2,0.2,Income Statement
Gross Divid - Common Stock,,,,,,72.0,70.0,75.0,75.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,60.0,47.0,50.0,51.0,Income Statement
Total Special Items,,,,,,49.0,49.0,116.0,269.0,Income Statement
Normalzd Income Before Tax,,,,,,514.0,836.0,2356.0,688.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,7.0,3.0,3.0,7.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,84.0,151.0,470.0,99.0,Income Statement
Normalized Income After Tax,,,,,,430.0,685.0,1886.0,589.0,Income Statement
Normalzd Inc Avail to Common,,,,,,270.0,605.0,1815.0,521.0,Income Statement
Basic Normalized EPS,,,,,,0.68,1.56,4.79,1.39,Income Statement
Diluted Normalized EPS,,,,,,0.68,1.54,4.77,1.38,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-24.0,639.0,2412.0,2739.0,Cash Flow
Amortization,,,,,,497.0,180.0,371.0,587.0,Cash Flow
Unusual Items,,,,,,3623.0,-403.0,-2296.0,-1989.0,Cash Flow
Equity in Net Earnings/Loss,,,,,,-553.0,-71.0,-106.0,-128.0,Cash Flow
Other Non-Cash Items,,,,,,-2192.0,-487.0,-967.0,-1343.0,Cash Flow
Non-Cash Items,,,,,,878.0,-961.0,-3369.0,-3460.0,Cash Flow
Accounts Receivable,,,,,,-1077.0,-376.0,-637.0,-846.0,Cash Flow
Other Assets,,,,,,-625.0,-398.0,-672.0,-476.0,Cash Flow
Changes in Working Capital,,,,,,-2107.0,-588.0,-238.0,-611.0,Cash Flow
Total Cash from Operations,,,,,,-756.0,-730.0,-824.0,-745.0,Cash Flow
Capital Expenditures,,,,,,-120.0,,-19.0,-102.0,Cash Flow
Sale of Business,,,,,,215.0,,0.0,40.0,Cash Flow
Sale of Fixed Assets,,,,,,,1.0,,,Cash Flow
Sale/Maturity of Investment,,,,,,9421.0,750.0,1553.0,2306.0,Cash Flow
"Investment, Net",,,,,,25944.0,9450.0,12412.0,14220.0,Cash Flow
Purchase of Investments,,,,,,-47944.0,-10488.0,-15908.0,-20903.0,Cash Flow
Other Investing Cash Flow,,,,,,-205.0,116.0,214.0,167.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-12569.0,-171.0,-1729.0,-4170.0,Cash Flow
Total Cash from Investing,,,,,,-12689.0,-171.0,-1748.0,-4272.0,Cash Flow
Financing Cash Flow Items,,,,,,14664.0,1717.0,3197.0,5004.0,Cash Flow
Cash Divids Paid - Common,,,,,,-296.0,-70.0,-145.0,-220.0,Cash Flow
Cash Divs Paid - Preferred,,,,,,-79.0,-14.0,-40.0,-54.0,Cash Flow
Total Cash Dividends Paid,,,,,,-375.0,-84.0,-185.0,-274.0,Cash Flow
"Common Stock, Net",,,,,,-1899.0,-293.0,-606.0,-807.0,Cash Flow
"Preferred Stock, Net",,,,,,293.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,-1606.0,-293.0,-606.0,-807.0,Cash Flow
"Short Term Debt, Net",,,,,,108.0,97.0,139.0,135.0,Cash Flow
"Long Term Debt, Net",,,,,,-280.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,-172.0,97.0,139.0,135.0,Cash Flow
Total Cash From Financing,,,,,,12511.0,1437.0,2545.0,4058.0,Cash Flow
Foreign Exchange Effects,,,,,,-18.0,-11.0,-52.0,-90.0,Cash Flow
Net Change in Cash,,,,,,-952.0,525.0,-79.0,-1049.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,6179.0,5188.0,5188.0,5188.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,5227.0,5713.0,5109.0,4139.0,Cash Flow
Free Cash Flow,,,,,,-876.0,,-843.0,-847.0,
FCF Growth,,,,,,,0.0,-0.03767123287671237,0.004744958481613271,
