,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
Shr Outs.-Com. Primary Iss.,,,242.0,241.0,245.0,246.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,21.0,21.0,21.0,21.0,Balance Sheet
Ttl Comm. Shares Outs.,,,263.0,262.0,266.0,267.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Income Statement
Total Revenue,,,94063.0,37146.0,40127.0,48450.0,Income Statement
"Cost of Revenue, Total",,,59757.0,23230.0,23628.0,24977.0,Income Statement
Selling/Gen/Admin Expense,,,57767.0,27523.0,29189.0,28655.0,Income Statement
Labor & Related Expense,,,7863.0,16436.0,10274.0,10721.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,65630.0,43959.0,39463.0,39376.0,Income Statement
Research & Development,,,39521.0,26063.0,24750.0,26737.0,Income Statement
Impair-Assets Held for Use,,,,1100.0,,,Income Statement
Other Unusual Expnse (In),,,0.0,1690.0,,,Income Statement
Unusual Expense (Income),,,0.0,2790.0,,,Income Statement
Total Operating Expense,,,164908.0,96042.0,87841.0,91090.0,Income Statement
Total Operating Income,,,-70845.0,-58896.0,-47714.0,-42640.0,Income Statement
"Inter Expse,Net Non-Operat",,,-7750.0,-1022.0,0.0,0.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,-11429.0,17155.0,3276.0,2112.0,Income Statement
OtherNon-OperatInc (Expnse),,,-313.0,-1914.0,392.0,1153.0,Income Statement
"Other, Net",,,-313.0,-1914.0,392.0,1153.0,Income Statement
Income Before Tax,,,-90337.0,-44677.0,-44046.0,-39375.0,Income Statement
Income Tax - Total,,,822.0,1288.0,314.0,154.0,Income Statement
Income After Tax,,,-91159.0,-45965.0,-44360.0,-39529.0,Income Statement
Net Inc Before Extra Items,,,-91159.0,-45965.0,-44360.0,-39529.0,Income Statement
Total Net Income,,,-91159.0,-45965.0,-44360.0,-39529.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-91159.0,-45965.0,-44360.0,-39529.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-91159.0,-45965.0,-44360.0,-39529.0,Income Statement
Basic/Primary Weighted Average Shares,,,262700.0,246738.0,264089.0,266212.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.35,-0.19,-0.17,-0.15,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.35,-0.19,-0.17,-0.15,Income Statement
Diluted Weighted Average Shares,,,262700.0,246738.0,264089.0,266212.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.35,-0.19,-0.17,-0.15,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.35,-0.19,-0.17,-0.15,Income Statement
Div/Share-ComStockPrimIssue,,,0.0,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,7750.0,1022.0,0.0,0.0,Income Statement
"Depreciat/Amort, Suppl",,,28100.0,9700.0,10425.0,10200.0,Income Statement
Total Special Items,,,0.0,2790.0,,,Income Statement
Normalzd Income Before Tax,,,-90337.0,-41887.0,-44046.0,-39375.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,977.0,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,822.0,2265.0,314.0,154.0,Income Statement
Normalized Income After Tax,,,-91159.0,-44152.0,-44360.0,-39529.0,Income Statement
Normalzd Inc Avail to Common,,,-91159.0,-44152.0,-44360.0,-39529.0,Income Statement
Basic Normalized EPS,,,-0.35,-0.18,-0.17,-0.15,Income Statement
Diluted Normalized EPS,,,-0.35,-0.18,-0.17,-0.15,Income Statement
Date,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Cash Flow
Net Income,,,-91159.0,-137124.0,-44360.0,-83889.0,Cash Flow
Depreciation/Depletion,,,33865.0,45043.0,11625.0,23213.0,Cash Flow
Deferred Taxes,,,406.0,-1393.0,28.0,-58.0,Cash Flow
Unusual Items,,,11429.0,-2912.0,-3276.0,-5388.0,Cash Flow
Other Non-Cash Items,,,15087.0,44636.0,20298.0,40946.0,Cash Flow
Non-Cash Items,,,26516.0,41724.0,17022.0,35558.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,672.0,884.0,,,Cash Flow
"Cash Interest Pd, Suppl",,,5422.0,6753.0,,,Cash Flow
Accounts Receivable,,,32336.0,3263.0,19982.0,18595.0,Cash Flow
Prepaid Expenses,,,-12860.0,-8680.0,-403.0,-4432.0,Cash Flow
Accounts Payable,,,2061.0,16072.0,-3712.0,-1866.0,Cash Flow
Changes in Working Capital,,,9356.0,9539.0,9151.0,-3628.0,Cash Flow
Total Cash from Operations,,,-21016.0,-42211.0,-6534.0,-28804.0,Cash Flow
Capital Expenditures,,,-8729.0,-14931.0,-3506.0,-7780.0,Cash Flow
Acquisition of Business,,,,-9620.0,,,Cash Flow
Purchase of Investments,,,,,,-195113.0,Cash Flow
Other Investing Cash Flow,,,-454.0,-598.0,-146.0,-293.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-454.0,-10218.0,-146.0,-195406.0,Cash Flow
Total Cash from Investing,,,-9183.0,-25149.0,-3652.0,-203186.0,Cash Flow
Financing Cash Flow Items,,,-5281.0,527566.0,-411.0,-2368.0,Cash Flow
"Common Stock, Net",,,,0.0,,,Cash Flow
Options Exercised,,,24794.0,28568.0,4963.0,6418.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,24794.0,28568.0,4963.0,6418.0,Cash Flow
"Long Term Debt, Net",,,,-66950.0,,,Cash Flow
Total Debt Reduction,,,0.0,0.0,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,0.0,-66950.0,,,Cash Flow
Total Cash From Financing,,,19513.0,489184.0,4552.0,4050.0,Cash Flow
Foreign Exchange Effects,,,-807.0,-1550.0,-649.0,-1118.0,Cash Flow
Net Change in Cash,,,-11493.0,420274.0,-6283.0,-229058.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,76540.0,76540.0,496814.0,496814.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,65047.0,496814.0,490531.0,267756.0,Cash Flow
"Depreciation, Supplemental",,,33865.0,45043.0,11625.0,23213.0,Cash Flow
Free Cash Flow,,,-29745.0,-57142.0,-10040.0,-36584.0,
FCF Growth,,,,0.921062363422424,-0.824297364460467,2.643824701195219,
