,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Interest Expense, Suppl",,,,4433.0,2664.0,4434.0,3136.0,Income Statement
"Depreciat/Amort, Suppl",,,,,1855.0,1892.0,1857.0,Income Statement
Total Special Items,,,,779.0,6175.0,3096.0,2767.0,Income Statement
Normalzd Income Before Tax,,,,144601.0,173016.0,178088.0,116530.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,95.0,740.0,-1264.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,17673.0,20721.0,17007.0,14110.0,Income Statement
Normalized Income After Tax,,,,126928.0,152295.0,161081.0,102420.0,Income Statement
Normalzd Inc Avail to Common,,,,56125.0,72297.0,75600.0,47236.0,Income Statement
Basic Normalized EPS,,,,0.43,0.55,0.57,0.36,Income Statement
Diluted Normalized EPS,,,,0.43,0.52,0.55,0.36,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,469250.0,146860.0,303581.0,403234.0,Cash Flow
Depreciation/Depletion,,,,6413.0,1855.0,3747.0,5604.0,Cash Flow
Amortization,,,,18339.0,5527.0,11779.0,18033.0,Cash Flow
Deferred Taxes,,,,46904.0,13217.0,26073.0,35307.0,Cash Flow
Unusual Items,,,,-11249.0,208.0,-7592.0,-7592.0,Cash Flow
Purchased R&D,,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,,15544.0,2875.0,8361.0,11377.0,Cash Flow
Non-Cash Items,,,,4295.0,3083.0,769.0,3785.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,22473.0,914.0,13856.0,19581.0,Cash Flow
"Cash Interest Pd, Suppl",,,,27234.0,1373.0,6132.0,11416.0,Cash Flow
Accounts Receivable,,,,-70391.0,-2217.0,-2332.0,3502.0,Cash Flow
Inventories,,,,-21574.0,1201.0,-7502.0,-9814.0,Cash Flow
Prepaid Expenses,,,,-9513.0,2517.0,-10052.0,-36375.0,Cash Flow
Accounts Payable,,,,676.0,1950.0,6310.0,1890.0,Cash Flow
Accrued Expenses,,,,-3457.0,-4062.0,-1773.0,14114.0,Cash Flow
Changes in Working Capital,,,,-176631.0,-8238.0,-19366.0,-29321.0,Cash Flow
Total Cash from Operations,,,,368570.0,162304.0,326583.0,436642.0,Cash Flow
Capital Expenditures,,,,-14850.0,-241584.0,-243245.0,-249712.0,Cash Flow
Sale of Business,,,,119957.0,,,620.0,Cash Flow
Sale of Fixed Assets,,,,548.0,0.0,0.0,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,120505.0,0.0,0.0,620.0,Cash Flow
Total Cash from Investing,,,,105655.0,-241584.0,-243245.0,-249092.0,Cash Flow
Financing Cash Flow Items,,,,-154758.0,-39889.0,-82477.0,-119289.0,Cash Flow
Sale/Issuance of Common,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,0.0,,,,Cash Flow
"Common Stock, Net",,,,0.0,,,,Cash Flow
Options Exercised,,,,1709.0,726.0,1263.0,1993.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,1709.0,726.0,1263.0,1993.0,Cash Flow
Long Term Debt Issued,,,,0.0,8455.0,8455.0,8455.0,Cash Flow
Long Term Debt Reduction,,,,-6000.0,-9815.0,-11175.0,-12535.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-6000.0,-1360.0,-2720.0,-4080.0,Cash Flow
Total Cash From Financing,,,,-159049.0,-40523.0,-83934.0,-121376.0,Cash Flow
Foreign Exchange Effects,,,,-88.0,0.0,0.0,0.0,Cash Flow
Net Change in Cash,,,,315088.0,-119803.0,-596.0,66174.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,236184.0,551272.0,551272.0,551272.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,551272.0,431469.0,550676.0,617446.0,Cash Flow
"Depreciation, Supplemental",,,,6413.0,1855.0,3747.0,5604.0,Cash Flow
Free Cash Flow,,,,353720.0,-79280.0,83338.0,186930.0,
FCF Growth,,,,,-1.2241320818726678,-2.051185671039354,1.2430343900741558,
