,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Changes in Working Capital,,,,,16983.0,-13796.0,-10275.0,-12092.0,Cash Flow
Total Cash from Operations,,,,,-132758.0,-39669.0,-59841.0,-85866.0,Cash Flow
Purchase of Fixed Assets,,,,,-24.0,0.0,-17.0,-36.0,Cash Flow
Purchase/Acq of Intangibles,,,,,-19000.0,,,,Cash Flow
Capital Expenditures,,,,,-19024.0,0.0,-17.0,-36.0,Cash Flow
Sale/Maturity of Investment,,,,,157600.0,36500.0,75300.0,113300.0,Cash Flow
Purchase of Investments,,,,,-198029.0,0.0,-14812.0,-132322.0,Cash Flow
Other Investing Cash Flow,,,,,108000.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,67571.0,36500.0,60488.0,-19022.0,Cash Flow
Total Cash from Investing,,,,,48547.0,36500.0,60471.0,-19058.0,Cash Flow
Financing Cash Flow Items,,,,,64454.0,-757.0,-1856.0,-3526.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,9012.0,18861.0,25206.0,112942.0,Cash Flow
Total Cash From Financing,,,,,73466.0,18104.0,23350.0,109416.0,Cash Flow
Foreign Exchange Effects,,,,,-1.0,-3.0,-52.0,-73.0,Cash Flow
Net Change in Cash,,,,,-10746.0,14932.0,23928.0,4419.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,142086.0,131340.0,131340.0,131340.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,131340.0,146272.0,155268.0,135759.0,Cash Flow
"Depreciation, Supplemental",,,,,595.0,342.0,941.0,2037.0,Cash Flow
Free Cash Flow,,,,,-151782.0,-39669.0,-59858.0,-85902.0,
FCF Growth,,,,,,-0.7386448986045776,0.5089364491164385,0.43509639480102913,
