,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
IncTxsExcl ImpctofSpec Itms,,,,-1459.0,2838.0,113.0,87.0,Income Statement
Normalized Income After Tax,,,,-21996.0,35284.0,11777.0,1818.0,Income Statement
Normalzd Inc Avail to Common,,,,-21996.0,35284.0,11777.0,1818.0,Income Statement
Basic Normalized EPS,,,,-0.11,0.23,0.08,0.01,Income Statement
Diluted Normalized EPS,,,,-0.11,0.23,0.08,0.01,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-375.0,33.0,40.0,41.0,Cash Flow
Depreciation/Depletion,,,,8.0,2.0,3.0,5.0,Cash Flow
Amortization,,,,13.0,4.0,7.0,11.0,Cash Flow
Deferred Taxes,,,,-4.0,,0.0,0.0,Cash Flow
Unusual Items,,,,324.0,-51.0,-66.0,-67.0,Cash Flow
Other Non-Cash Items,,,,24.0,8.0,19.0,30.0,Cash Flow
Non-Cash Items,,,,348.0,-43.0,-48.0,-37.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,4.0,-3.0,-2.0,Cash Flow
Accounts Receivable,,,,-31.0,-11.0,-30.0,-36.0,Cash Flow
Inventories,,,,-9.0,-12.0,-39.0,-69.0,Cash Flow
Prepaid Expenses,,,,-5.0,-2.0,-9.0,-11.0,Cash Flow
Other Assets,,,,-6.0,-2.0,-3.0,-5.0,Cash Flow
Accounts Payable,,,,11.0,-3.0,8.0,7.0,Cash Flow
Accrued Expenses,,,,23.0,-9.0,-2.0,-7.0,Cash Flow
Changes in Working Capital,,,,-19.0,-34.0,-73.0,-121.0,Cash Flow
Total Cash from Operations,,,,-28.0,-38.0,-70.0,-101.0,Cash Flow
Purchase of Fixed Assets,,,,-11.0,-3.0,-6.0,-10.0,Cash Flow
Purchase/Acq of Intangibles,,,,-4.0,0.0,-1.0,-5.0,Cash Flow
Capital Expenditures,,,,-16.0,-3.0,-7.0,-15.0,Cash Flow
Acquisition of Business,,,,-23.0,,0.0,0.0,Cash Flow
Other Investing Cash Flow,,,,1.0,,-1.0,-1.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-22.0,,-1.0,-1.0,Cash Flow
Total Cash from Investing,,,,-38.0,-3.0,-8.0,-16.0,Cash Flow
Financing Cash Flow Items,,,,996.0,-1.0,-3.0,-23.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-80.0,Cash Flow
Short Term Debt Issued,,,,5.0,0.0,0.0,0.0,Cash Flow
Short Term Debt Reduction,,,,-5.0,,0.0,0.0,Cash Flow
"Short Term Debt, Net",,,,0.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Issued,,,,188.0,,,,Cash Flow
Long Term Debt Reduction,,,,-225.0,0.0,0.0,0.0,Cash Flow
"Long Term Debt, Net",,,,-37.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-37.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,959.0,-1.0,-3.0,-103.0,Cash Flow
Foreign Exchange Effects,,,,-1.0,0.0,0.0,2.0,Cash Flow
Net Change in Cash,,,,892.0,-43.0,-81.0,-218.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,9.0,902.0,902.0,902.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,902.0,859.0,821.0,684.0,Cash Flow
"Depreciation, Supplemental",,,,8.0,2.0,3.0,5.0,Cash Flow
Free Cash Flow,,,,-44.0,-41.0,-77.0,-116.0,
FCF Growth,,,,,-0.06818181818181823,0.8780487804878048,0.5064935064935066,
