,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Cash Dividends Paid,,,,-417.0,-129.0,-257.0,-384.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,-527.0,-734.0,-1014.0,-1261.0,Cash Flow
"Short Term Debt, Net",,,,13.0,-33.0,-22.0,-125.0,Cash Flow
Long Term Debt Issued,,,,140.0,14.0,21.0,421.0,Cash Flow
Long Term Debt Reduction,,,,-704.0,-1123.0,-1127.0,-1185.0,Cash Flow
"Long Term Debt, Net",,,,-564.0,-1109.0,-1106.0,-764.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-551.0,-1142.0,-1128.0,-889.0,Cash Flow
Total Cash From Financing,,,,-1562.0,-2020.0,-2434.0,-2584.0,Cash Flow
Foreign Exchange Effects,,,,-16.0,-1.0,-41.0,-115.0,Cash Flow
Net Change in Cash,,,,-33.0,597.0,0.0,-34.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,3059.0,3025.0,3025.0,3025.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,3026.0,3622.0,3025.0,2991.0,Cash Flow
"Depreciation, Supplemental",,,,338.0,79.0,155.0,257.0,Cash Flow
Free Cash Flow,,,,1893.0,-258.0,-292.0,407.0,
FCF Growth,,,,,-1.1362916006339145,0.13178294573643412,-2.393835616438356,
