,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Net Inc Before Extra Items,,,-160990.0,71904.0,-64634.0,-58259.0,Income Statement
Total Net Income,,,-160990.0,71904.0,-64634.0,-58259.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-160990.0,71904.0,-64634.0,-58259.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-160990.0,71904.0,-64634.0,-58259.0,Income Statement
Basic/Primary Weighted Average Shares,,,245929.0,275199.0,283405.0,286458.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.65,0.26,-0.23,-0.2,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.65,0.26,-0.23,-0.2,Income Statement
Diluted Weighted Average Shares,,,245929.0,312432.0,283405.0,286458.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.65,0.23,-0.23,-0.2,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.65,0.23,-0.23,-0.2,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,0.0,0.0,0.0,0.0,Income Statement
"Depreciat/Amort, Suppl",,,1703.0,2200.0,2800.0,3300.0,Income Statement
Normalzd Income Before Tax,,,-161280.0,72508.0,-64345.0,-58276.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-290.0,604.0,289.0,-17.0,Income Statement
Normalized Income After Tax,,,-160990.0,71904.0,-64634.0,-58259.0,Income Statement
Normalzd Inc Avail to Common,,,-160990.0,71904.0,-64634.0,-58259.0,Income Statement
Basic Normalized EPS,,,-0.65,0.26,-0.23,-0.2,Income Statement
Diluted Normalized EPS,,,-0.65,0.23,-0.23,-0.2,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-338.0,72.0,7.0,-51.0,Cash Flow
Depreciation/Depletion,,,6.0,2.0,6.0,9.0,Cash Flow
Deferred Taxes,,,0.0,0.0,0.0,0.0,Cash Flow
Unusual Items,,,,,0.0,,Cash Flow
Other Non-Cash Items,,,292.0,-101.0,-73.0,-42.0,Cash Flow
Non-Cash Items,,,292.0,-101.0,-73.0,-42.0,Cash Flow
"Cash Interest Pd, Suppl",,,1.0,0.0,0.0,0.0,Cash Flow
Accounts Receivable,,,-7.0,-4.0,-3.0,-7.0,Cash Flow
Inventories,,,-2.0,0.0,-1.0,-6.0,Cash Flow
Prepaid Expenses,,,-8.0,-2.0,-3.0,-5.0,Cash Flow
Accounts Payable,,,9.0,1.0,2.0,-4.0,Cash Flow
Accrued Expenses,,,2.0,3.0,4.0,4.0,Cash Flow
Changes in Working Capital,,,2.0,1.0,1.0,-16.0,Cash Flow
Total Cash from Operations,,,-39.0,-25.0,-58.0,-99.0,Cash Flow
Purchase of Fixed Assets,,,-1.0,0.0,-1.0,-1.0,Cash Flow
Software Development Costs,,,-7.0,-4.0,-7.0,-10.0,Cash Flow
Capital Expenditures,,,-8.0,-4.0,-8.0,-11.0,Cash Flow
Acquisition of Business,,,,-30.0,-30.0,-52.0,Cash Flow
Sale/Maturity of Investment,,,,46.0,160.0,194.0,Cash Flow
"Investment, Net",,,-1.0,0.0,0.0,0.0,Cash Flow
Purchase of Investments,,,-533.0,-30.0,-88.0,-88.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-534.0,-14.0,42.0,54.0,Cash Flow
Total Cash from Investing,,,-542.0,-18.0,34.0,43.0,Cash Flow
Financing Cash Flow Items,,,-10.0,-33.0,-34.0,-34.0,Cash Flow
"Common Stock, Net",,,613.0,,,0.0,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,2.0,2.0,5.0,5.0,Cash Flow
Warrants Converted,,,77.0,28.0,28.0,28.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,692.0,30.0,33.0,33.0,Cash Flow
"Short Term Debt, Net",,,0.0,,,,Cash Flow
"Long Term Debt, Net",,,-13.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-13.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,668.0,-3.0,-2.0,-1.0,Cash Flow
Foreign Exchange Effects,,,0.0,0.0,0.0,-1.0,Cash Flow
Net Change in Cash,,,88.0,-47.0,-26.0,-58.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,52.0,140.0,140.0,140.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,140.0,93.0,114.0,82.0,Cash Flow
"Depreciation, Supplemental",,,6.0,2.0,6.0,9.0,Cash Flow
Free Cash Flow,,,-47.0,-29.0,-66.0,-110.0,
FCF Growth,,,,-0.3829787234042553,1.2758620689655173,0.6666666666666667,
