,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Depreciation/Depletion,,,8405.0,2767.0,5553.0,8542.0,Cash Flow
Unusual Items,,,827.0,,2806.0,2806.0,Cash Flow
Other Non-Cash Items,,,18939.0,7776.0,15658.0,26338.0,Cash Flow
Non-Cash Items,,,19766.0,7776.0,18464.0,29144.0,Cash Flow
"Cash Interest Pd, Suppl",,,680.0,14.0,28.0,42.0,Cash Flow
Accounts Receivable,,,114.0,,,,Cash Flow
Other Assets,,,-5490.0,-7551.0,-9351.0,-5574.0,Cash Flow
Accounts Payable,,,1745.0,1344.0,358.0,1072.0,Cash Flow
Accrued Expenses,,,13325.0,-15755.0,-14768.0,-13971.0,Cash Flow
Changes in Working Capital,,,-306.0,122824.0,113287.0,105522.0,Cash Flow
Total Cash from Operations,,,-158614.0,77388.0,15765.0,-38776.0,Cash Flow
Capital Expenditures,,,-39798.0,-4342.0,-20817.0,-29080.0,Cash Flow
Acquisition of Business,,,0.0,,,,Cash Flow
Sale/Maturity of Investment,,,69191.0,147646.0,169061.0,230608.0,Cash Flow
Purchase of Investments,,,-301137.0,,,0.0,Cash Flow
"Intangible, Net",,,0.0,,,-300.0,Cash Flow
Other Investing Cash Flow,,,0.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-231946.0,147646.0,169061.0,230308.0,Cash Flow
Total Cash from Investing,,,-271744.0,143304.0,148244.0,201228.0,Cash Flow
"Common Stock, Net",,,462901.0,,0.0,0.0,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,8437.0,2106.0,4796.0,7156.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,471338.0,2106.0,4796.0,7156.0,Cash Flow
Long Term Debt Issued,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,-12798.0,-22.0,-44.0,-67.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-12798.0,-22.0,-44.0,-67.0,Cash Flow
Total Cash From Financing,,,458540.0,2084.0,4752.0,7089.0,Cash Flow
Net Change in Cash,,,28182.0,222776.0,168761.0,169541.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,267167.0,295349.0,295349.0,295349.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,295349.0,518125.0,464110.0,464890.0,Cash Flow
"Depreciation, Supplemental",,,8405.0,2767.0,5553.0,8542.0,Cash Flow
Free Cash Flow,,,-198412.0,73046.0,-5052.0,-67856.0,
FCF Growth,,,,-1.3681531358990384,-1.0691618979820934,12.43151227236738,
