,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Financing Cash Flow Items,,,,199857.0,-816.0,-837.0,-863.0,Cash Flow
"Short Term Debt, Net",,,,11000.0,,,0.0,Cash Flow
Total Debt Reduction,,,,-51607.0,,,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-40607.0,,,0.0,Cash Flow
Total Cash From Financing,,,,159250.0,-816.0,-837.0,-863.0,Cash Flow
Foreign Exchange Effects,,,,1.0,-5.0,-13.0,7.0,Cash Flow
Net Change in Cash,,,,115197.0,-3016.0,-23755.0,-38665.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,30682.0,145879.0,145879.0,145879.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,145879.0,142863.0,122124.0,107214.0,Cash Flow
"Depreciation, Supplemental",,,,5320.0,1422.0,2861.0,4368.0,Cash Flow
Free Cash Flow,,,,,,,,
FCF Growth,,,,,,,,
