,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Other, Net",,,,408.0,13712.0,808.0,1379.0,Income Statement
Income Before Tax,,,,44767.0,60191.0,51592.0,47342.0,Income Statement
Income Tax - Total,,,,2717.0,3231.0,-4674.0,9664.0,Income Statement
Income After Tax,,,,42050.0,56960.0,56266.0,37678.0,Income Statement
Equity In Affiliates,,,,-646.0,-572.0,-593.0,-681.0,Income Statement
Net Inc Before Extra Items,,,,41404.0,56388.0,55673.0,36997.0,Income Statement
Total Net Income,,,,41404.0,56388.0,55673.0,36997.0,Income Statement
Total Adjust to Net Income,,,,-3.0,-9.0,-11.0,-11.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,41401.0,56379.0,55662.0,36986.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,41401.0,56379.0,55662.0,36986.0,Income Statement
Basic/Primary Weighted Average Shares,,,,307485.0,307970.0,308245.0,310116.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.13,0.18,0.18,0.12,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.13,0.18,0.18,0.12,Income Statement
Dilution Adjustment,,,,,1695.0,1705.0,832.0,Income Statement
Diluted Weighted Average Shares,,,,314469.0,331330.0,332275.0,325170.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.13,0.18,0.17,0.12,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.13,0.18,0.17,0.12,Income Statement
Div/Share-ComStockPrimIssue,,,,0.03,0.03,0.03,0.03,Income Statement
Gross Divid - Common Stock,,,,8461.0,8353.0,8678.0,8592.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,3953.0,7124.0,7704.0,8491.0,Income Statement
"Depreciat/Amort, Suppl",,,,4841.0,4284.0,4847.0,4339.0,Income Statement
Total Special Items,,,,8190.0,13997.0,7050.0,2232.0,Income Statement
Normalzd Income Before Tax,,,,52957.0,74188.0,58642.0,49574.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,497.0,751.0,2468.0,456.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,3214.0,3982.0,-2207.0,10120.0,Income Statement
Normalized Income After Tax,,,,49743.0,70206.0,60849.0,39454.0,Income Statement
Normalzd Inc Avail to Common,,,,49094.0,69625.0,60245.0,38762.0,Income Statement
Basic Normalized EPS,,,,0.16,0.23,0.2,0.12,Income Statement
Diluted Normalized EPS,,,,0.16,0.22,0.19,0.12,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,93.0,56.0,112.0,149.0,Cash Flow
Depreciation/Depletion,,,,53.0,17.0,36.0,54.0,Cash Flow
Deferred Taxes,,,,-20.0,9.0,-17.0,-14.0,Cash Flow
Unusual Items,,,,-9.0,-14.0,-21.0,-29.0,Cash Flow
Equity in Net Earnings/Loss,,,,4.0,1.0,1.0,-1.0,Cash Flow
Other Non-Cash Items,,,,149.0,14.0,28.0,55.0,Cash Flow
Non-Cash Items,,,,144.0,1.0,8.0,24.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,40.0,6.0,11.0,23.0,Cash Flow
"Cash Interest Pd, Suppl",,,,5.0,5.0,11.0,18.0,Cash Flow
Accounts Receivable,,,,-36.0,9.0,16.0,13.0,Cash Flow
Prepaid Expenses,,,,14.0,6.0,3.0,8.0,Cash Flow
Payable/Accrued,,,,50.0,27.0,26.0,29.0,Cash Flow
Changes in Working Capital,,,,18.0,18.0,29.0,25.0,Cash Flow
Total Cash from Operations,,,,288.0,102.0,169.0,238.0,Cash Flow
Capital Expenditures,,,,-18.0,-4.0,-7.0,-13.0,Cash Flow
Acquisition of Business,,,,-1035.0,-696.0,-714.0,-720.0,Cash Flow
Sale of Fixed Assets,,,,,2.0,2.0,2.0,Cash Flow
Other Investing Cash Flow,,,,-4.0,-3.0,-6.0,-10.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-1039.0,-696.0,-717.0,-727.0,Cash Flow
Total Cash from Investing,,,,-1057.0,-701.0,-724.0,-740.0,Cash Flow
Financing Cash Flow Items,,,,-126.0,-31.0,-36.0,-32.0,Cash Flow
Total Cash Dividends Paid,,,,-33.0,-9.0,-17.0,-26.0,Cash Flow
Sale/Issuance of Common,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,0.0,,-13.0,-28.0,Cash Flow
"Common Stock, Net",,,,0.0,,-13.0,-28.0,Cash Flow
Options Exercised,,,,-42.0,3.0,6.0,7.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,-42.0,3.0,-7.0,-21.0,Cash Flow
Long Term Debt Issued,,,,2178.0,564.0,658.0,753.0,Cash Flow
Long Term Debt Reduction,,,,-992.0,-125.0,-267.0,-413.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,1184.0,436.0,386.0,334.0,Cash Flow
Total Cash From Financing,,,,983.0,400.0,326.0,255.0,Cash Flow
Foreign Exchange Effects,,,,-7.0,-1.0,-6.0,-9.0,Cash Flow
Net Change in Cash,,,,207.0,-200.0,-236.0,-256.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,122.0,329.0,329.0,329.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,329.0,130.0,93.0,73.0,Cash Flow
"Depreciation, Supplemental",,,,53.0,17.0,36.0,54.0,Cash Flow
Free Cash Flow,,,,270.0,98.0,162.0,225.0,
FCF Growth,,,,,-0.6370370370370371,0.653061224489796,0.38888888888888884,
