,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,1593.0,1622.0,1530.0,1381.0,Income Statement
"Depreciat/Amort, Suppl",,,,,8089.0,9850.0,10736.0,10700.0,Income Statement
Total Special Items,,,,,,,-54391.0,4200.0,Income Statement
Normalzd Income Before Tax,,,,,-57496.0,-64224.0,-70669.0,-59102.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,-19037.0,1470.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,25.0,40.0,-18878.0,1588.0,Income Statement
Normalized Income After Tax,,,,,-57521.0,-64264.0,-51791.0,-60690.0,Income Statement
Normalzd Inc Avail to Common,,,,,-57521.0,-64264.0,-51791.0,-60690.0,Income Statement
Basic Normalized EPS,,,,,-0.49,-0.54,-0.43,-0.5,Income Statement
Diluted Normalized EPS,,,,,-0.49,-0.54,-0.43,-0.5,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-223.0,-64.0,-81.0,-144.0,Cash Flow
Depreciation/Depletion,,,,,29.0,10.0,21.0,31.0,Cash Flow
Amortization,,,,,21.0,5.0,11.0,16.0,Cash Flow
Unusual Items,,,,,0.0,0.0,-54.0,-54.0,Cash Flow
Other Non-Cash Items,,,,,178.0,50.0,95.0,147.0,Cash Flow
Non-Cash Items,,,,,177.0,51.0,42.0,93.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,0.0,9.0,0.0,0.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,2.0,1.0,1.0,2.0,Cash Flow
Accounts Receivable,,,,,-15.0,-9.0,-4.0,-10.0,Cash Flow
Prepaid Expenses,,,,,-5.0,-2.0,-5.0,-6.0,Cash Flow
Other Assets,,,,,-10.0,-2.0,-6.0,-20.0,Cash Flow
Accounts Payable,,,,,0.0,-2.0,1.0,-3.0,Cash Flow
Accrued Expenses,,,,,-22.0,-2.0,-12.0,-16.0,Cash Flow
Changes in Working Capital,,,,,-43.0,-15.0,-22.0,-54.0,Cash Flow
Total Cash from Operations,,,,,-38.0,-13.0,-30.0,-58.0,Cash Flow
Purchase of Fixed Assets,,,,,-35.0,-2.0,-38.0,-43.0,Cash Flow
Purchase/Acq of Intangibles,,,,,-2.0,,0.0,0.0,Cash Flow
Software Development Costs,,,,,-13.0,-4.0,-9.0,-14.0,Cash Flow
Capital Expenditures,,,,,-50.0,-6.0,-47.0,-57.0,Cash Flow
Acquisition of Business,,,,,-1.0,-1.0,-26.0,-28.0,Cash Flow
Sale of Fixed Assets,,,,,1.0,,0.0,0.0,Cash Flow
Sale/Maturity of Investment,,,,,185.0,243.0,530.0,603.0,Cash Flow
Purchase of Investments,,,,,-928.0,-148.0,-355.0,-355.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-744.0,94.0,148.0,220.0,Cash Flow
Total Cash from Investing,,,,,-795.0,88.0,102.0,163.0,Cash Flow
Financing Cash Flow Items,,,,,-1.0,7.0,4.0,0.0,Cash Flow
"Common Stock, Net",,,,,0.0,,,,Cash Flow
Options Exercised,,,,,21.0,5.0,9.0,11.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,21.0,5.0,9.0,11.0,Cash Flow
Long Term Debt Issued,,,,,931.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,,,-14.0,-7.0,-11.0,-18.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,917.0,-7.0,-188.0,-195.0,Cash Flow
Total Cash From Financing,,,,,937.0,5.0,-176.0,-184.0,Cash Flow
Foreign Exchange Effects,,,,,0.0,0.0,0.0,0.0,Cash Flow
Net Change in Cash,,,,,103.0,80.0,-104.0,-79.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,64.0,167.0,167.0,167.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,167.0,247.0,63.0,88.0,Cash Flow
"Depreciation, Supplemental",,,,,29.0,10.0,21.0,31.0,Cash Flow
Free Cash Flow,,,,,-88.0,-19.0,-77.0,-115.0,
FCF Growth,,,,,,-0.7840909090909091,3.052631578947368,0.49350649350649345,
