,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Other Comprehensive Income,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Equity, Total",,,0.0,0.0,0.0,0.0,Balance Sheet
Total Equity,,,179.0,183.0,64.0,71.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,613.0,619.0,617.0,614.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,37.0,37.0,40.0,41.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,27.0,26.0,24.0,22.0,Balance Sheet
Ttl Comm. Shares Outs.,,,64.0,63.0,63.0,64.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-25 00:00:00,2022-03-26 00:00:00,2022-06-25 00:00:00,2022-09-24 00:00:00,Income Statement
Total Revenue,,,45108.0,45426.0,53358.0,55044.0,Income Statement
"Cost of Revenue, Total",,,12545.0,11991.0,14864.0,16313.0,Income Statement
Selling/Gen/Admin Expense,,,16039.0,15474.0,15227.0,13662.0,Income Statement
Advertising Expense,,,5223.0,6556.0,8049.0,8398.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,21262.0,22030.0,23276.0,22060.0,Income Statement
Depreciation/Amortization,,,5074.0,5060.0,5055.0,5059.0,Income Statement
Impair-Assets Held for Use,,,0.0,,,,Income Statement
Other Unusual Expnse (In),,,-230.0,,,,Income Statement
Unusual Expense (Income),,,105.0,,,,Income Statement
Loss(Gain)/Sale Asts (Oper),,,335.0,,,,Income Statement
"Other, Net",,,,-785.0,-33.0,516.0,Income Statement
"Other Operat Expse, Total",,,0.0,,,,Income Statement
Total Operating Expense,,,38986.0,39081.0,43195.0,43432.0,Income Statement
Total Operating Income,,,6122.0,6345.0,10163.0,11612.0,Income Statement
"Inter Expse,Net Non-Operat",,,-1600.0,-1507.0,-8080.0,-6804.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-785.0,-33.0,516.0,Income Statement
Income Before Tax,,,4522.0,4053.0,2050.0,5324.0,Income Statement
Income Tax - Total,,,114.0,27.0,19.0,37.0,Income Statement
Income After Tax,,,4408.0,4026.0,2031.0,5287.0,Income Statement
Minority Interest,,,2945.0,-2141.0,-1063.0,-1765.0,Income Statement
Net Inc Before Extra Items,,,7353.0,1885.0,968.0,3522.0,Income Statement
Total Net Income,,,7353.0,1885.0,968.0,3522.0,Income Statement
Total Adjust to Net Income,,,-10327.0,,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-2974.0,1885.0,968.0,3522.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-2974.0,1885.0,968.0,3522.0,Income Statement
Basic/Primary Weighted Average Shares,,,63303.0,63472.0,37912.0,39849.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.05,0.03,0.03,0.09,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.05,0.03,0.03,0.09,Income Statement
Diluted Weighted Average Shares,,,63303.0,63472.0,38155.0,62849.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.05,0.03,0.03,0.06,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.05,0.03,0.03,0.06,Income Statement
Div/Share-ComStockPrimIssue,,,0.0,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,122227.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,1600.0,1507.0,8080.0,6804.0,Income Statement
"Depreciat/Amort, Suppl",,,5074.0,5060.0,5055.0,5059.0,Income Statement
Total Special Items,,,105.0,417.0,0.0,-157.0,Income Statement
Normalzd Income Before Tax,,,4627.0,4470.0,2050.0,5167.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,3.0,3.0,0.0,-1.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,117.0,30.0,19.0,36.0,Income Statement
Normalized Income After Tax,,,4510.0,4440.0,2031.0,5131.0,Income Statement
Normalzd Inc Avail to Common,,,-2872.0,2299.0,968.0,3366.0,Income Statement
Basic Normalized EPS,,,-0.05,0.04,0.03,0.08,Income Statement
Diluted Normalized EPS,,,-0.05,0.04,0.03,0.05,Income Statement
Date,,,2021-12-25 00:00:00,2022-03-26 00:00:00,2022-06-25 00:00:00,2022-09-24 00:00:00,Cash Flow
Net Income,,,3967.0,4026.0,6057.0,11344.0,Cash Flow
Depreciation/Depletion,,,20333.0,5060.0,10115.0,15173.0,Cash Flow
Unusual Items,,,6648.0,-196.0,1761.0,1766.0,Cash Flow
Other Non-Cash Items,,,13307.0,4201.0,7257.0,10249.0,Cash Flow
Non-Cash Items,,,19955.0,4005.0,9018.0,12015.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,10.0,7.0,26.0,96.0,Cash Flow
"Cash Interest Pd, Suppl",,,11763.0,1481.0,3042.0,12886.0,Cash Flow
Accounts Receivable,,,-2185.0,-1273.0,-3674.0,-137.0,Cash Flow
Inventories,,,-9460.0,-1546.0,-3431.0,-3638.0,Cash Flow
Prepaid Expenses,,,-1916.0,-76.0,212.0,1101.0,Cash Flow
Payable/Accrued,,,8707.0,-4508.0,-964.0,-7623.0,Cash Flow
Changes in Working Capital,,,-2909.0,-7618.0,-7582.0,-10583.0,Cash Flow
Total Cash from Operations,,,41346.0,5473.0,17608.0,27949.0,Cash Flow
Purchase of Fixed Assets,,,-559.0,-303.0,-82.0,-143.0,Cash Flow
Purchase/Acq of Intangibles,,,-7644.0,0.0,0.0,0.0,Cash Flow
Total Cash from Investing,,,-8203.0,-303.0,-82.0,-143.0,Cash Flow
Financing Cash Flow Items,,,-9010.0,-3142.0,-18126.0,-21171.0,Cash Flow
Total Cash Dividends Paid,,,,,-204973.0,-205114.0,Cash Flow
Sale/Issuance of Common,,,212941.0,0.0,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,-139310.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,73631.0,0.0,0.0,0.0,Cash Flow
Short Term Debt Issued,,,0.0,,,,Cash Flow
"Short Term Debt, Net",,,-30000.0,,,0.0,Cash Flow
Long Term Debt Issued,,,179370.0,,384328.0,384328.0,Cash Flow
Long Term Debt Reduction,,,-240553.0,-1125.0,-180000.0,-181000.0,Cash Flow
"Long Term Debt, Net",,,-61183.0,-1125.0,204328.0,203328.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-91183.0,-1125.0,204328.0,203328.0,Cash Flow
Total Cash From Financing,,,-26562.0,-4267.0,-18771.0,-22957.0,Cash Flow
Net Change in Cash,,,6581.0,903.0,-1245.0,4849.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,36720.0,43301.0,43301.0,43301.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,43301.0,44204.0,42056.0,48150.0,Cash Flow
"Depreciation, Supplemental",,,20333.0,5060.0,10115.0,15173.0,Cash Flow
Free Cash Flow,,,,,,,
FCF Growth,,,,,,,
