,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
Accounts Receivable,,,,,,-3704.0,-48575.0,31489.0,20357.0,Cash Flow
Prepaid Expenses,,,,,,-13085.0,-19884.0,-13103.0,-3804.0,Cash Flow
Other Assets,,,,,,678.0,467.0,32.0,-131.0,Cash Flow
Accounts Payable,,,,,,-1079.0,-1331.0,5688.0,2002.0,Cash Flow
Accrued Expenses,,,,,,507.0,8313.0,-22062.0,-9678.0,Cash Flow
Changes in Working Capital,,,,,,-23107.0,-28713.0,-2090.0,2405.0,Cash Flow
Total Cash from Operations,,,,,,-3360.0,-3512.0,-5053.0,5168.0,Cash Flow
Purchase of Fixed Assets,,,,,,-9169.0,-10563.0,-1691.0,-3007.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,-5509.0,-6737.0,-2323.0,-4121.0,Cash Flow
Capital Expenditures,,,,,,-14678.0,-17300.0,-4014.0,-7128.0,Cash Flow
Sale of Business,,,,,,0.0,0.0,,,Cash Flow
Sale of Fixed Assets,,,,,,,0.0,94.0,94.0,Cash Flow
Sale/Maturity of Investment,,,,,,0.0,0.0,,,Cash Flow
"Investment, Net",,,,,,,,,69548.0,Cash Flow
Purchase of Investments,,,,,,-1000.0,-1000.0,-207274.0,-297844.0,Cash Flow
Other Investing Cash Flow,,,,,,,,622.0,622.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-1000.0,-1000.0,-206558.0,-227580.0,Cash Flow
Total Cash from Investing,,,,,,-15678.0,-18300.0,-210572.0,-234708.0,Cash Flow
Financing Cash Flow Items,,,,,,-4914.0,-6171.0,-1366.0,-2513.0,Cash Flow
"Common Stock, Net",,,,,,,0.0,,,Cash Flow
Options Exercised,,,,,,22142.0,36512.0,8174.0,11485.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,22142.0,36512.0,8174.0,11485.0,Cash Flow
"Long Term Debt, Net",,,,,,0.0,,,,Cash Flow
Total Debt Reduction,,,,,,,0.0,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,0.0,0.0,,,Cash Flow
Total Cash From Financing,,,,,,17228.0,30341.0,6808.0,8972.0,Cash Flow
Foreign Exchange Effects,,,,,,-134.0,-1197.0,-821.0,-1225.0,Cash Flow
Net Change in Cash,,,,,,-1944.0,7332.0,-209638.0,-221793.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,442348.0,442348.0,449680.0,449680.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,440404.0,449680.0,240042.0,227887.0,Cash Flow
"Depreciation, Supplemental",,,,,,7664.0,21765.0,6078.0,12239.0,Cash Flow
Free Cash Flow,,,,,,-18038.0,-20812.0,-9067.0,-1960.0,
FCF Growth,,,,,,,0.15378645082603404,-0.564337881991159,-0.7838314767839418,
