,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Research & Development,,,,47841.0,55023.0,72539.0,71385.0,Income Statement
Total Operating Expense,,,,64490.0,72530.0,93006.0,95065.0,Income Statement
Total Operating Income,,,,-64490.0,-72530.0,-93006.0,-95065.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-1286.0,Income Statement
"Inter Income, Non-Operating",,,,119.0,,,3992.0,Income Statement
"Invest Income, Non-Operat",,,,,,930.0,-3800.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,119.0,,930.0,192.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,295.0,667.0,,Income Statement
"Other, Net",,,,5316.0,3941.0,938.0,-3779.0,Income Statement
Income Before Tax,,,,-59055.0,-68294.0,-90471.0,-99938.0,Income Statement
Income Tax - Total,,,,0.0,0.0,0.0,0.0,Income Statement
Income After Tax,,,,-59055.0,-68294.0,-90471.0,-99938.0,Income Statement
Net Inc Before Extra Items,,,,-59055.0,-68294.0,-90471.0,-99938.0,Income Statement
Total Net Income,,,,-59055.0,-68294.0,-90471.0,-99938.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-59055.0,-68294.0,-90471.0,-99938.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-59055.0,-68294.0,-90471.0,-99938.0,Income Statement
Basic/Primary Weighted Average Shares,,,,147392.0,147985.0,148296.0,152305.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.4,-0.46,-0.61,-0.66,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.4,-0.46,-0.61,-0.66,Income Statement
Diluted Weighted Average Shares,,,,147392.0,147985.0,148296.0,152305.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.4,-0.46,-0.61,-0.66,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.4,-0.46,-0.61,-0.66,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,1286.0,Income Statement
"Depreciat/Amort, Suppl",,,,2500.0,1118.0,1223.0,1267.0,Income Statement
Normalzd Income Before Tax,,,,-59055.0,-68294.0,-90471.0,-99938.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,0.0,0.0,0.0,0.0,Income Statement
Normalized Income After Tax,,,,-59055.0,-68294.0,-90471.0,-99938.0,Income Statement
Normalzd Inc Avail to Common,,,,-59055.0,-68294.0,-90471.0,-99938.0,Income Statement
Basic Normalized EPS,,,,-0.4,-0.46,-0.61,-0.66,Income Statement
Diluted Normalized EPS,,,,-0.4,-0.46,-0.61,-0.66,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-225.0,-68.0,-159.0,-259.0,Cash Flow
Depreciation/Depletion,,,,3.0,1.0,2.0,4.0,Cash Flow
Non-Cash Items,,,,29.0,5.0,13.0,29.0,Cash Flow
Prepaid Expenses,,,,-5.0,2.0,3.0,4.0,Cash Flow
Other Assets,,,,-1.0,0.0,0.0,0.0,Cash Flow
Accounts Payable,,,,7.0,-2.0,0.0,4.0,Cash Flow
Accrued Expenses,,,,14.0,-5.0,14.0,13.0,Cash Flow
Changes in Working Capital,,,,16.0,-5.0,18.0,21.0,Cash Flow
Total Cash from Operations,,,,-179.0,-68.0,-125.0,-206.0,Cash Flow
Capital Expenditures,,,,-11.0,-2.0,-3.0,-4.0,Cash Flow
Sale/Maturity of Investment,,,,,24.0,171.0,355.0,Cash Flow
"Investment, Net",,,,-425.0,-60.0,-142.0,-713.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-425.0,-36.0,29.0,-359.0,Cash Flow
Total Cash from Investing,,,,-436.0,-39.0,26.0,-362.0,Cash Flow
Financing Cash Flow Items,,,,0.0,0.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,,384.0,,,238.0,Cash Flow
Options Exercised,,,,,3.0,5.0,11.0,Cash Flow
Warrants Converted,,,,9.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,393.0,3.0,5.0,249.0,Cash Flow
"Long Term Debt, Net",,,,,,,335.0,Cash Flow
Total Debt Issued,,,,31.0,,38.0,38.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,31.0,,38.0,372.0,Cash Flow
Total Cash From Financing,,,,424.0,3.0,42.0,621.0,Cash Flow
Net Change in Cash,,,,-191.0,-104.0,-57.0,53.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,388.0,197.0,197.0,197.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,197.0,94.0,140.0,250.0,Cash Flow
"Depreciation, Supplemental",,,,3.0,1.0,2.0,4.0,Cash Flow
Free Cash Flow,,,,-190.0,-70.0,-128.0,-210.0,
FCF Growth,,,,,-0.631578947368421,0.8285714285714285,0.640625,
