,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Labor & Related Expense,,,11135.0,10948.0,12331.0,12447.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,39593.0,41356.0,44745.0,47741.0,Income Statement
Research & Development,,,30019.0,29781.0,34217.0,41976.0,Income Statement
Depreciation/Amortization,,,209.0,209.0,482.0,208.0,Income Statement
Unusual Expense (Income),,,656.0,231.0,107.0,0.0,Income Statement
Total Operating Expense,,,90429.0,93067.0,103420.0,116227.0,Income Statement
Total Operating Income,,,-17415.0,-11847.0,-15034.0,-20162.0,Income Statement
"Other, Net",,,6.0,-279.0,130.0,1770.0,Income Statement
Income Before Tax,,,-17409.0,-12126.0,-14904.0,-18392.0,Income Statement
Income Tax - Total,,,108.0,28.0,141.0,53.0,Income Statement
Income After Tax,,,-17517.0,-12154.0,-15045.0,-18445.0,Income Statement
Net Inc Before Extra Items,,,-17517.0,-12154.0,-15045.0,-18445.0,Income Statement
Total Net Income,,,-17517.0,-12154.0,-15045.0,-18445.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-17517.0,-12154.0,-15045.0,-18445.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-17517.0,-12154.0,-15045.0,-18445.0,Income Statement
Basic/Primary Weighted Average Shares,,,37932.0,38590.0,39274.0,39753.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.46,-0.31,-0.38,-0.46,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.46,-0.31,-0.38,-0.46,Income Statement
Diluted Weighted Average Shares,,,37932.0,38590.0,39274.0,39753.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.46,-0.31,-0.38,-0.46,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.46,-0.31,-0.38,-0.46,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,548.0,565.0,688.0,1274.0,Income Statement
Total Special Items,,,656.0,231.0,107.0,0.0,Income Statement
Normalzd Income Before Tax,,,-16753.0,-11895.0,-14797.0,-18392.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,230.0,81.0,37.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,338.0,109.0,178.0,53.0,Income Statement
Normalized Income After Tax,,,-17091.0,-12004.0,-14975.0,-18445.0,Income Statement
Normalzd Inc Avail to Common,,,-17091.0,-12004.0,-14975.0,-18445.0,Income Statement
Basic Normalized EPS,,,-0.45,-0.31,-0.38,-0.46,Income Statement
Diluted Normalized EPS,,,-0.45,-0.31,-0.38,-0.46,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-60135.0,-12154.0,-27199.0,-45644.0,Cash Flow
Depreciation/Depletion,,,2726.0,774.0,1944.0,3426.0,Cash Flow
Non-Cash Items,,,40804.0,14586.0,32700.0,53188.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,132.0,3.0,608.0,608.0,Cash Flow
"Cash Interest Pd, Suppl",,,0.0,0.0,0.0,0.0,Cash Flow
Accounts Receivable,,,-12713.0,4590.0,4954.0,2966.0,Cash Flow
Prepaid Expenses,,,-4048.0,66.0,-738.0,-2154.0,Cash Flow
Other Assets,,,-10634.0,-3561.0,-4999.0,-6039.0,Cash Flow
Accounts Payable,,,5622.0,-5800.0,-6314.0,-3864.0,Cash Flow
Accrued Expenses,,,3708.0,1265.0,3505.0,4269.0,Cash Flow
Changes in Working Capital,,,25775.0,17421.0,25844.0,31078.0,Cash Flow
Total Cash from Operations,,,9170.0,20627.0,33289.0,42048.0,Cash Flow
Purchase of Fixed Assets,,,-3586.0,-1327.0,-3191.0,-5270.0,Cash Flow
Purchase/Acq of Intangibles,,,-2620.0,-1117.0,-2522.0,-3959.0,Cash Flow
Total Cash from Investing,,,-6206.0,-2444.0,-5713.0,-9229.0,Cash Flow
Financing Cash Flow Items,,,,0.0,0.0,,Cash Flow
Sale/Issuance of Common,,,426191.0,,,0.0,Cash Flow
Repurch/Retirement Common,,,-868.0,0.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,425323.0,0.0,0.0,0.0,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,5145.0,5226.0,9662.0,13226.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,430468.0,5226.0,9662.0,13226.0,Cash Flow
Total Cash From Financing,,,430468.0,5226.0,9662.0,13226.0,Cash Flow
Net Change in Cash,,,433432.0,23409.0,37238.0,46045.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,120490.0,553922.0,553922.0,553922.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,553922.0,577331.0,591160.0,599967.0,Cash Flow
"Depreciation, Supplemental",,,2726.0,774.0,1944.0,3426.0,Cash Flow
Free Cash Flow,,,,,,,
FCF Growth,,,,,,,
