,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Liabilities & Shareholders’ Equity,,,580.0,600.0,576.0,551.0,Balance Sheet
Ttl Comm. Shares Outs.,,,194.0,194.0,198.0,198.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,34668.0,37359.0,42409.0,47502.0,Income Statement
"Cost of Revenue, Total",,,37822.0,42103.0,41421.0,46319.0,Income Statement
Selling/Gen/Admin Expense,,,12938.0,13777.0,16896.0,15279.0,Income Statement
Labor & Related Expense,,,2136.0,2642.0,2890.0,2360.0,Income Statement
Advertising Expense,,,166.0,74.0,66.0,97.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,15240.0,16493.0,19852.0,17736.0,Income Statement
Research & Development,,,7515.0,6446.0,8030.0,7610.0,Income Statement
Impair-Assets Held for Use,,,,,,2441.0,Income Statement
Other Unusual Expnse (In),,,,620.0,119.0,61.0,Income Statement
Unusual Expense (Income),,,,620.0,119.0,2502.0,Income Statement
Total Operating Expense,,,60577.0,65662.0,69422.0,74167.0,Income Statement
Total Operating Income,,,-25909.0,-28303.0,-27013.0,-26665.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,-12.0,253.0,506.0,Income Statement
"Other, Net",,,-64.0,114.0,162.0,290.0,Income Statement
Income Before Tax,,,-25973.0,-28201.0,-26598.0,-25869.0,Income Statement
Income Tax - Total,,,-15.0,-4807.0,-1009.0,81.0,Income Statement
Income After Tax,,,-25958.0,-23394.0,-25589.0,-25950.0,Income Statement
Net Inc Before Extra Items,,,-25958.0,-23394.0,-25589.0,-25950.0,Income Statement
Total Net Income,,,-25958.0,-23394.0,-25589.0,-25950.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-25958.0,-23394.0,-25589.0,-25950.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-25958.0,-23394.0,-25589.0,-25950.0,Income Statement
Basic/Primary Weighted Average Shares,,,193055.0,193055.0,195693.0,196486.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.13,-0.12,-0.13,-0.13,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.13,-0.12,-0.13,-0.13,Income Statement
Diluted Weighted Average Shares,,,193055.0,193055.0,195693.0,196486.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.13,-0.12,-0.13,-0.13,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.13,-0.12,-0.13,-0.13,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,160.0,190.0,171.0,193.0,Income Statement
Total Special Items,,,-27.0,620.0,119.0,2846.0,Income Statement
Normalzd Income Before Tax,,,-26000.0,-27581.0,-26479.0,-23023.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,-9.0,217.0,42.0,996.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-24.0,-4590.0,-967.0,1077.0,Income Statement
Normalized Income After Tax,,,-25976.0,-22991.0,-25512.0,-24100.0,Income Statement
Normalzd Inc Avail to Common,,,-25976.0,-22991.0,-25512.0,-24100.0,Income Statement
Basic Normalized EPS,,,-0.13,-0.12,-0.13,-0.12,Income Statement
Diluted Normalized EPS,,,-0.13,-0.12,-0.13,-0.12,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-71961.0,-23394.0,-48983.0,-74933.0,Cash Flow
Depreciation/Depletion,,,463.0,409.0,1636.0,2876.0,Cash Flow
Deferred Taxes,,,,-4844.0,-5889.0,-5889.0,Cash Flow
Unusual Items,,,27.0,,,2785.0,Cash Flow
Other Non-Cash Items,,,17529.0,4415.0,10398.0,15691.0,Cash Flow
Non-Cash Items,,,17556.0,4415.0,10398.0,18476.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,14.0,36.0,49.0,110.0,Cash Flow
"Cash Interest Pd, Suppl",,,254.0,0.0,0.0,146.0,Cash Flow
Accounts Receivable,,,-23969.0,-15780.0,1493.0,-17582.0,Cash Flow
Inventories,,,-15778.0,-9199.0,-26197.0,-28379.0,Cash Flow
Prepaid Expenses,,,-11284.0,3793.0,4027.0,3009.0,Cash Flow
Other Assets,,,-9315.0,-5701.0,-6884.0,-10380.0,Cash Flow
Accounts Payable,,,3811.0,5435.0,8800.0,-331.0,Cash Flow
Accrued Expenses,,,1156.0,-907.0,-4172.0,-870.0,Cash Flow
Changes in Working Capital,,,-16434.0,-5373.0,6158.0,-22578.0,Cash Flow
Total Cash from Operations,,,-70376.0,-28787.0,-36680.0,-82048.0,Cash Flow
Capital Expenditures,,,-1471.0,-233.0,-470.0,-802.0,Cash Flow
Acquisition of Business,,,-5902.0,-117535.0,-128953.0,-128953.0,Cash Flow
Other Investing Cash Flow,,,-2000.0,,,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-7902.0,-117535.0,-128953.0,-128953.0,Cash Flow
Total Cash from Investing,,,-9373.0,-117768.0,-129423.0,-129755.0,Cash Flow
Financing Cash Flow Items,,,-56188.0,418.0,-2971.0,-2714.0,Cash Flow
"Common Stock, Net",,,500628.0,,,0.0,Cash Flow
"Preferred Stock, Net",,,35000.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,,62.0,62.0,186.0,Cash Flow
Warrants Converted,,,5.0,,3.0,3.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,535633.0,62.0,65.0,189.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-5519.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,473926.0,480.0,-2906.0,-2525.0,Cash Flow
Foreign Exchange Effects,,,-191.0,-153.0,-432.0,-859.0,Cash Flow
Net Change in Cash,,,393986.0,-146228.0,-169441.0,-215187.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,38618.0,432604.0,432604.0,432604.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,432604.0,286376.0,263163.0,217417.0,Cash Flow
"Depreciation, Supplemental",,,463.0,409.0,1636.0,2876.0,Cash Flow
Free Cash Flow,,,-71847.0,-29020.0,-37150.0,-82850.0,
FCF Growth,,,,-0.5960861274653082,0.2801516195727085,1.2301480484522207,
