,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Pref. Stock-Non Rdmbl, Net",,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,0.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,635.0,698.0,746.0,761.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,-105.0,-96.0,-87.0,-91.0,Balance Sheet
Treasury Stock - Common,,,,,-4.0,-4.0,-6.0,-6.0,Balance Sheet
Total Equity,,,,,526.0,599.0,653.0,664.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,821.0,856.0,861.0,865.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,,48.0,51.0,54.0,54.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,,11.0,9.0,7.0,6.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,60.0,61.0,60.0,60.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,0.0,0.0,1.0,1.0,Balance Sheet
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,47669.0,71428.0,90879.0,94206.0,Income Statement
Selling/Gen/Admin Expense,,,,,8422.0,10240.0,10907.0,18847.0,Income Statement
Advertising Expense,,,,,1851.0,2003.0,2246.0,2962.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,10273.0,12243.0,13153.0,21809.0,Income Statement
Depreciation/Amortization,,,,,9548.0,12313.0,13449.0,14964.0,Income Statement
Unusual Expense (Income),,,,,0.0,,,,Income Statement
Total Operating Expense,,,,,19821.0,24556.0,26602.0,36773.0,Income Statement
Total Operating Income,,,,,27848.0,46872.0,64277.0,57433.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,-596.0,-914.0,-1154.0,-1046.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,2.0,20.0,14.0,6.0,Income Statement
"Other, Net",,,,,2.0,20.0,14.0,6.0,Income Statement
Income Before Tax,,,,,27254.0,45978.0,63137.0,56393.0,Income Statement
Income Tax - Total,,,,,5536.0,6913.0,12957.0,11950.0,Income Statement
Income After Tax,,,,,21718.0,39065.0,50180.0,44443.0,Income Statement
Minority Interest,,,,,-5432.0,-8083.0,-7931.0,-5984.0,Income Statement
Net Inc Before Extra Items,,,,,16286.0,30982.0,42249.0,38459.0,Income Statement
Total Net Income,,,,,16286.0,30982.0,42249.0,38459.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,16286.0,30982.0,42249.0,38459.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,16286.0,30982.0,42249.0,38459.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,45656.0,48439.0,52547.0,53943.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,0.36,0.64,0.8,0.71,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,0.36,0.64,0.8,0.71,Income Statement
Diluted Weighted Average Shares,,,,,47360.0,49990.0,54398.0,55942.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,0.34,0.62,0.78,0.69,Income Statement
Diluted EPS Incl. Extra. Items,,,,,0.34,0.62,0.78,0.69,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.61,0.14,0.16,0.16,Income Statement
Gross Divid - Common Stock,,,,,41752.0,22280.0,32638.0,42894.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,596.0,914.0,1154.0,1046.0,Income Statement
"Depreciat/Amort, Suppl",,,,,9548.0,12313.0,13449.0,14964.0,Income Statement
Total Special Items,,,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,,,27254.0,45978.0,63137.0,56393.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,5536.0,6913.0,12957.0,11950.0,Income Statement
Normalized Income After Tax,,,,,21718.0,39065.0,50180.0,44443.0,Income Statement
Normalzd Inc Avail to Common,,,,,16286.0,30982.0,42249.0,38459.0,Income Statement
Basic Normalized EPS,,,,,0.36,0.64,0.8,0.71,Income Statement
Diluted Normalized EPS,,,,,0.34,0.62,0.78,0.69,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,68026.0,39065.0,89245.0,133688.0,Cash Flow
Depreciation/Depletion,,,,,36677.0,12313.0,25762.0,40726.0,Cash Flow
Deferred Taxes,,,,,5766.0,1042.0,2272.0,2499.0,Cash Flow
Unusual Items,,,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,,,10491.0,1842.0,3994.0,6142.0,Cash Flow
Non-Cash Items,,,,,10491.0,1842.0,3994.0,6142.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,8030.0,0.0,11564.0,23655.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,1318.0,803.0,1916.0,2789.0,Cash Flow
Accounts Receivable,,,,,-13382.0,-18651.0,-42682.0,-33052.0,Cash Flow
Other Assets,,,,,442.0,-156.0,-1818.0,-49.0,Cash Flow
Payable/Accrued,,,,,1288.0,6688.0,10175.0,12773.0,Cash Flow
Changes in Working Capital,,,,,-11761.0,-12119.0,-34325.0,-20328.0,Cash Flow
Total Cash from Operations,,,,,109199.0,42143.0,86948.0,162727.0,Cash Flow
Capital Expenditures,,,,,-103603.0,-24658.0,-61029.0,-73121.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,13620.0,7065.0,74370.0,74370.0,Cash Flow
Total Cash from Investing,,,,,-89983.0,-17593.0,13341.0,1249.0,Cash Flow
Financing Cash Flow Items,,,,,-19727.0,-15376.0,-21437.0,-27797.0,Cash Flow
Total Cash Dividends Paid,,,,,-60614.0,-23979.0,-55768.0,-97574.0,Cash Flow
Sale/Issuance of Common,,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,0.0,,,,Cash Flow
Short Term Debt Reduction,,,,,0.0,,,,Cash Flow
"Short Term Debt, Net",,,,,0.0,,,,Cash Flow
Long Term Debt Issued,,,,,77000.0,0.0,50000.0,50000.0,Cash Flow
Long Term Debt Reduction,,,,,-4000.0,,-70000.0,-70000.0,Cash Flow
"Long Term Debt, Net",,,,,73000.0,0.0,-20000.0,-20000.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,73000.0,0.0,-20000.0,-20000.0,Cash Flow
Total Cash From Financing,,,,,-7341.0,-39355.0,-97205.0,-145371.0,Cash Flow
Net Change in Cash,,,,,11875.0,-14805.0,3084.0,18605.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,9144.0,21019.0,21019.0,21019.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,21019.0,6214.0,24103.0,39624.0,Cash Flow
"Depreciation, Supplemental",,,,,36677.0,12313.0,25762.0,40726.0,Cash Flow
Free Cash Flow,,,,,5596.0,17485.0,25919.0,89606.0,
FCF Growth,,,,,,2.124553252323088,0.4823563054046325,2.4571549828311277,
