,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Other Equity, Total",,,,,,-160.0,-314.0,-490.0,Balance Sheet
Total Equity,,,,,145210.0,142754.0,141063.0,139685.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,264717.0,270487.0,275347.0,278522.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,,45844.0,46334.0,46718.0,47218.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,,8309.0,8073.0,7916.0,7601.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,54154.0,54407.0,54634.0,54819.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,2819.0,2833.0,2839.0,2845.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,,,207.0,207.0,207.0,207.0,Balance Sheet
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,53265.0,57429.0,61432.0,65307.0,Income Statement
"Cost of Revenue, Total",,,,,13290.0,13991.0,15140.0,15312.0,Income Statement
Selling/Gen/Admin Expense,,,,,32008.0,33763.0,36613.0,38924.0,Income Statement
Labor & Related Expense,,,,,5469.0,6219.0,8838.0,9178.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,37477.0,39982.0,45451.0,48102.0,Income Statement
Research & Development,,,,,12218.0,13065.0,15374.0,16278.0,Income Statement
Total Operating Expense,,,,,62985.0,67038.0,75965.0,79692.0,Income Statement
Total Operating Income,,,,,-9720.0,-9609.0,-14533.0,-14385.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,-73.0,-71.0,-28.0,-29.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,69.0,123.0,321.0,728.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,-101.0,-108.0,-290.0,-160.0,Income Statement
"Other, Net",,,,,-101.0,-108.0,-290.0,-160.0,Income Statement
Income Before Tax,,,,,-9825.0,-9665.0,-14530.0,-13846.0,Income Statement
Income Tax - Total,,,,,75.0,90.0,80.0,87.0,Income Statement
Income After Tax,,,,,-9900.0,-9755.0,-14610.0,-13933.0,Income Statement
Net Inc Before Extra Items,,,,,-9900.0,-9755.0,-14610.0,-13933.0,Income Statement
Total Net Income,,,,,-9900.0,-9755.0,-14610.0,-13933.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,-9900.0,-9755.0,-14610.0,-13933.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,-9900.0,-9755.0,-14610.0,-13933.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,54061.0,54278.0,54503.0,54717.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,-0.18,-0.18,-0.27,-0.25,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,-0.18,-0.18,-0.27,-0.25,Income Statement
Diluted Weighted Average Shares,,,,,54061.0,54278.0,54503.0,54717.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,-0.18,-0.18,-0.27,-0.25,Income Statement
Diluted EPS Incl. Extra. Items,,,,,-0.18,-0.18,-0.27,-0.25,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,,,,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,73.0,71.0,28.0,29.0,Income Statement
"Depreciat/Amort, Suppl",,,,,761.0,696.0,703.0,728.0,Income Statement
Normalzd Income Before Tax,,,,,-9825.0,-9665.0,-14530.0,-13846.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,75.0,90.0,80.0,87.0,Income Statement
Normalized Income After Tax,,,,,-9900.0,-9755.0,-14610.0,-13933.0,Income Statement
Normalzd Inc Avail to Common,,,,,-9900.0,-9755.0,-14610.0,-13933.0,Income Statement
Basic Normalized EPS,,,,,-0.18,-0.18,-0.27,-0.25,Income Statement
Diluted Normalized EPS,,,,,-0.18,-0.18,-0.27,-0.25,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-28702.0,-9755.0,-24365.0,-38298.0,Cash Flow
Depreciation/Depletion,,,,,2991.0,696.0,1399.0,2127.0,Cash Flow
Amortization,,,,,1043.0,261.0,521.0,782.0,Cash Flow
Non-Cash Items,,,,,36117.0,12845.0,30687.0,48608.0,Cash Flow
Accounts Receivable,,,,,-8920.0,2312.0,-4.0,-1807.0,Cash Flow
Prepaid Expenses,,,,,3465.0,-2868.0,-2275.0,-2208.0,Cash Flow
Other Assets,,,,,-23113.0,-6317.0,-12991.0,-19738.0,Cash Flow
Accrued Expenses,,,,,-2155.0,-651.0,-1320.0,-2251.0,Cash Flow
Payable/Accrued,,,,,8502.0,1541.0,4128.0,4808.0,Cash Flow
Changes in Working Capital,,,,,3368.0,1355.0,-1573.0,-5503.0,Cash Flow
Total Cash from Operations,,,,,14817.0,5402.0,6669.0,7716.0,Cash Flow
Capital Expenditures,,,,,-926.0,-313.0,-913.0,-1427.0,Cash Flow
Sale/Maturity of Investment,,,,,88360.0,33500.0,63070.0,118370.0,Cash Flow
"Investment, Net",,,,,,3000.0,,,Cash Flow
Purchase of Investments,,,,,-109552.0,-66085.0,-106832.0,-135742.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-21192.0,-29585.0,-43762.0,-17372.0,Cash Flow
Total Cash from Investing,,,,,-22118.0,-29898.0,-44675.0,-18799.0,Cash Flow
Financing Cash Flow Items,,,,,-137.0,-962.0,-1236.0,-1579.0,Cash Flow
"Common Stock, Net",,,,,0.0,,675.0,675.0,Cash Flow
Options Exercised,,,,,37.0,6.0,14.0,14.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,37.0,6.0,689.0,689.0,Cash Flow
Total Cash From Financing,,,,,-100.0,-956.0,-547.0,-890.0,Cash Flow
Net Change in Cash,,,,,-7401.0,-25452.0,-38553.0,-11973.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,114515.0,107114.0,107114.0,107114.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,107114.0,81662.0,68561.0,95141.0,Cash Flow
"Depreciation, Supplemental",,,,,2991.0,696.0,1399.0,2127.0,Cash Flow
Free Cash Flow,,,,,13891.0,5089.0,5756.0,6289.0,
FCF Growth,,,,,,-0.6336476855517961,0.1310670072705835,0.09259902710215417,
