,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Sell/Gen/AdminExpenses,Tot",,,,,,86788.0,88912.0,103259.0,104715.0,Income Statement
Research & Development,,,,,,33473.0,38161.0,35830.0,38898.0,Income Statement
Depreciation/Amortization,,,,,,0.0,,,,Income Statement
Unusual Expense (Income),,,,,,1352.0,,,,Income Statement
Total Operating Expense,,,,,,158664.0,164989.0,179946.0,184083.0,Income Statement
Total Operating Income,,,,,,-21808.0,-23652.0,-23048.0,-25442.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,-1125.0,-1125.0,-1120.0,-1117.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,440.0,68.0,375.0,1772.0,Income Statement
"Other, Net",,,,,,440.0,68.0,375.0,1772.0,Income Statement
Income Before Tax,,,,,,-22493.0,-24709.0,-23793.0,-24787.0,Income Statement
Income Tax - Total,,,,,,63.0,29.0,27.0,40.0,Income Statement
Income After Tax,,,,,,-22556.0,-24738.0,-23820.0,-24827.0,Income Statement
Net Inc Before Extra Items,,,,,,-22556.0,-24738.0,-23820.0,-24827.0,Income Statement
Total Net Income,,,,,,-22556.0,-24738.0,-23820.0,-24827.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,-22556.0,-24738.0,-23820.0,-24827.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,-22556.0,-24738.0,-23820.0,-24827.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,128703.0,129359.0,130061.0,130830.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,-0.18,-0.19,-0.18,-0.19,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,-0.18,-0.19,-0.18,-0.19,Income Statement
Diluted Weighted Average Shares,,,,,,128703.0,129359.0,130061.0,130830.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,-0.18,-0.19,-0.18,-0.19,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,-0.18,-0.19,-0.18,-0.19,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,1125.0,1125.0,1120.0,1117.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,2074.0,2009.0,2016.0,1982.0,Income Statement
Total Special Items,,,,,,1352.0,4287.0,0.0,0.0,Income Statement
Normalzd Income Before Tax,,,,,,-21141.0,-20422.0,-23793.0,-24787.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,473.0,1500.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,536.0,1529.0,27.0,40.0,Income Statement
Normalized Income After Tax,,,,,,-21677.0,-21951.0,-23820.0,-24827.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-21677.0,-21951.0,-23820.0,-24827.0,Income Statement
Basic Normalized EPS,,,,,,-0.17,-0.17,-0.18,-0.19,Income Statement
Diluted Normalized EPS,,,,,,-0.17,-0.17,-0.18,-0.19,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-56.0,-25.0,-49.0,-73.0,Cash Flow
Depreciation/Depletion,,,,,,10.0,2.0,4.0,6.0,Cash Flow
Unusual Items,,,,,,9.0,,,0.0,Cash Flow
Other Non-Cash Items,,,,,,65.0,21.0,48.0,80.0,Cash Flow
Non-Cash Items,,,,,,73.0,21.0,48.0,80.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,0.0,1.0,1.0,2.0,Cash Flow
Accounts Receivable,,,,,,-25.0,3.0,-11.0,-18.0,Cash Flow
Prepaid Expenses,,,,,,-7.0,-1.0,-1.0,0.0,Cash Flow
Accounts Payable,,,,,,-1.0,1.0,0.0,0.0,Cash Flow
Accrued Expenses,,,,,,9.0,-14.0,-6.0,-2.0,Cash Flow
Changes in Working Capital,,,,,,-16.0,-10.0,-16.0,-15.0,Cash Flow
Total Cash from Operations,,,,,,11.0,-11.0,-12.0,-2.0,Cash Flow
Purchase of Fixed Assets,,,,,,-1.0,0.0,-1.0,-1.0,Cash Flow
Software Development Costs,,,,,,-5.0,-1.0,-3.0,-5.0,Cash Flow
Capital Expenditures,,,,,,-6.0,-1.0,-3.0,-6.0,Cash Flow
Sale/Maturity of Investment,,,,,,103.0,107.0,192.0,372.0,Cash Flow
Purchase of Investments,,,,,,-525.0,-160.0,-231.0,-398.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-423.0,-54.0,-40.0,-26.0,Cash Flow
Total Cash from Investing,,,,,,-429.0,-55.0,-43.0,-32.0,Cash Flow
Financing Cash Flow Items,,,,,,11.0,36.0,28.0,9.0,Cash Flow
"Common Stock, Net",,,,,,5.0,,2.0,2.0,Cash Flow
Options Exercised,,,,,,7.0,0.0,1.0,1.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,12.0,0.0,4.0,4.0,Cash Flow
Long Term Debt Issued,,,,,,575.0,,,0.0,Cash Flow
Long Term Debt Reduction,,,,,,-60.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,515.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,,,538.0,36.0,31.0,13.0,Cash Flow
Net Change in Cash,,,,,,120.0,-30.0,-24.0,-21.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,232.0,352.0,352.0,352.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,352.0,322.0,328.0,331.0,Cash Flow
"Depreciation, Supplemental",,,,,,10.0,2.0,4.0,6.0,Cash Flow
Free Cash Flow,,,,,,5.0,-12.0,-15.0,-8.0,
FCF Growth,,,,,,,-3.4,0.25,-0.4666666666666667,
