,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Liabilities & Shareholders’ Equity,,,1129.0,1048.0,971.0,898.0,Balance Sheet
Ttl Comm. Shares Outs.,,,185.0,187.0,188.0,190.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,0.0,0.0,0.0,0.0,Income Statement
Selling/Gen/Admin Expense,,,10717.0,12391.0,15789.0,12871.0,Income Statement
Labor & Related Expense,,,1962.0,2043.0,2503.0,2643.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,12679.0,14434.0,18292.0,15514.0,Income Statement
Research & Development,,,108505.0,72689.0,72540.0,76735.0,Income Statement
"Other Operat Expse, Total",,,-9905.0,-55438.0,-17928.0,-6062.0,Income Statement
Total Operating Expense,,,111279.0,31685.0,72904.0,86187.0,Income Statement
Total Operating Income,,,-111279.0,-31685.0,-72904.0,-86187.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,267.0,339.0,637.0,1173.0,Income Statement
OtherNon-OperatInc (Expnse),,,281.0,-102.0,-198.0,-106.0,Income Statement
"Other, Net",,,281.0,-102.0,-198.0,-106.0,Income Statement
Income Before Tax,,,-110731.0,-31448.0,-72465.0,-85120.0,Income Statement
Income After Tax,,,-110731.0,-31448.0,-72465.0,-85120.0,Income Statement
Net Inc Before Extra Items,,,-110731.0,-31448.0,-72465.0,-85120.0,Income Statement
Total Net Income,,,-110731.0,-31448.0,-72465.0,-85120.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-110731.0,-31448.0,-72465.0,-85120.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-110731.0,-31448.0,-72465.0,-85120.0,Income Statement
Basic/Primary Weighted Average Shares,,,184187.0,185955.0,187626.0,189303.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.6,-0.17,-0.39,-0.45,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.6,-0.17,-0.39,-0.45,Income Statement
Diluted Weighted Average Shares,,,184187.0,185955.0,187626.0,189303.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.6,-0.17,-0.39,-0.45,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.6,-0.17,-0.39,-0.45,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,3400.0,3614.0,3800.0,4016.0,Income Statement
Normalzd Income Before Tax,,,-110731.0,-31448.0,-72465.0,-85120.0,Income Statement
Normalized Income After Tax,,,-110731.0,-31448.0,-72465.0,-85120.0,Income Statement
Normalzd Inc Avail to Common,,,-110731.0,-31448.0,-72465.0,-85120.0,Income Statement
Basic Normalized EPS,,,-0.6,-0.17,-0.39,-0.45,Income Statement
Diluted Normalized EPS,,,-0.6,-0.17,-0.39,-0.45,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-356.0,-31.0,-104.0,-189.0,Cash Flow
Depreciation/Depletion,,,11.0,4.0,7.0,11.0,Cash Flow
Deferred Taxes,,,0.0,,,,Cash Flow
Unusual Items,,,26.0,-55.0,-69.0,-67.0,Cash Flow
Other Non-Cash Items,,,58.0,8.0,15.0,17.0,Cash Flow
Non-Cash Items,,,84.0,-47.0,-54.0,-50.0,Cash Flow
Prepaid Expenses,,,-1.0,-3.0,-1.0,1.0,Cash Flow
Other Assets,,,5.0,0.0,0.0,2.0,Cash Flow
Accounts Payable,,,0.0,2.0,1.0,2.0,Cash Flow
Accrued Expenses,,,6.0,-2.0,1.0,9.0,Cash Flow
Changes in Working Capital,,,10.0,-3.0,1.0,13.0,Cash Flow
Total Cash from Operations,,,-251.0,-78.0,-149.0,-214.0,Cash Flow
Capital Expenditures,,,-30.0,-8.0,-12.0,-16.0,Cash Flow
Acquisition of Business,,,0.0,,,,Cash Flow
Sale/Maturity of Investment,,,280.0,46.0,148.0,202.0,Cash Flow
Purchase of Investments,,,-491.0,-26.0,-46.0,-64.0,Cash Flow
Other Investing Cash Flow,,,-5.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-216.0,20.0,102.0,138.0,Cash Flow
Total Cash from Investing,,,-246.0,13.0,90.0,122.0,Cash Flow
"Common Stock, Net",,,626.0,0.0,0.0,1.0,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,5.0,1.0,2.0,3.0,Cash Flow
Total Cash From Financing,,,632.0,1.0,2.0,4.0,Cash Flow
Net Change in Cash,,,135.0,-65.0,-57.0,-88.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,127.0,262.0,262.0,262.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,262.0,197.0,205.0,174.0,Cash Flow
"Depreciation, Supplemental",,,11.0,4.0,7.0,11.0,Cash Flow
Free Cash Flow,,,-281.0,-86.0,-161.0,-230.0,
FCF Growth,,,,-0.693950177935943,0.872093023255814,0.4285714285714286,
