,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Diluted Weighted Average Shares,,,,,40635.0,40644.0,40890.0,46213.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,-0.58,-0.64,-0.83,-0.51,Income Statement
Diluted EPS Incl. Extra. Items,,,,,-0.58,-0.64,-0.83,-0.51,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,621.0,536.0,700.0,611.0,Income Statement
Total Special Items,,,,,,,,465.0,Income Statement
Normalzd Income Before Tax,,,,,-23484.0,-25928.0,-34070.0,-23273.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,,0.0,Income Statement
Normalized Income After Tax,,,,,-23484.0,-25928.0,-34070.0,-23273.0,Income Statement
Normalzd Inc Avail to Common,,,,,-23484.0,-25928.0,-34070.0,-23273.0,Income Statement
Basic Normalized EPS,,,,,-0.58,-0.64,-0.83,-0.5,Income Statement
Diluted Normalized EPS,,,,,-0.58,-0.64,-0.83,-0.5,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-80847.0,-25928.0,-59998.0,-83736.0,Cash Flow
Depreciation/Depletion,,,,,2515.0,536.0,1212.0,1823.0,Cash Flow
Non-Cash Items,,,,,11743.0,4200.0,7367.0,10832.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,0.0,,,,Cash Flow
Accounts Receivable,,,,,-1106.0,2835.0,2537.0,2834.0,Cash Flow
Prepaid Expenses,,,,,-134.0,96.0,25.0,-936.0,Cash Flow
Other Assets,,,,,36.0,-274.0,-1563.0,-1556.0,Cash Flow
Accounts Payable,,,,,973.0,509.0,471.0,-2079.0,Cash Flow
Accrued Expenses,,,,,1950.0,-2397.0,3448.0,-1007.0,Cash Flow
Changes in Working Capital,,,,,-11889.0,-914.0,1947.0,-6273.0,Cash Flow
Total Cash from Operations,,,,,-78478.0,-22106.0,-49472.0,-77354.0,Cash Flow
Capital Expenditures,,,,,-1713.0,-246.0,-1564.0,-1847.0,Cash Flow
Sale/Maturity of Investment,,,,,88278.0,24895.0,67784.0,118486.0,Cash Flow
Purchase of Investments,,,,,-216234.0,-4990.0,-15166.0,-67864.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-127956.0,19905.0,52618.0,50622.0,Cash Flow
Total Cash from Investing,,,,,-129669.0,19659.0,51054.0,48775.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,186525.0,348.0,3159.0,84105.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,-18.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,,186507.0,348.0,3159.0,84105.0,Cash Flow
Net Change in Cash,,,,,-21640.0,-2099.0,4741.0,55526.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,58144.0,36504.0,36504.0,36504.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,36504.0,34405.0,41245.0,92030.0,Cash Flow
"Depreciation, Supplemental",,,,,2515.0,536.0,1212.0,1823.0,Cash Flow
Free Cash Flow,,,,,-80191.0,-22352.0,-51036.0,-79201.0,
FCF Growth,,,,,,-0.7212654786696762,1.2832856120257694,0.5518653499490556,
