,2018,2019,2020,2021,2022,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Report
"Cost of Revenue, Total",,,,,,15288.0,15000.0,16565.0,16731.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,33696.0,33421.0,32218.0,39130.0,Income Statement
Depreciation/Amortization,,,,,,25907.0,26312.0,28589.0,29191.0,Income Statement
Impair-Assets Held for Use,,,,,,,2180.0,,,Income Statement
Other Unusual Expnse (In),,,,,,0.0,0.0,0.0,0.0,Income Statement
Unusual Expense (Income),,,,,,0.0,2180.0,0.0,0.0,Income Statement
"Other Operat Expse, Total",,,,,,-1550.0,5947.0,-2900.0,-1050.0,Income Statement
Total Operating Expense,,,,,,73341.0,82861.0,74472.0,84002.0,Income Statement
Total Operating Income,,,,,,-12216.0,-20661.0,-6908.0,-16567.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,-764.0,-916.0,-989.0,-1051.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,-19.0,0.0,0.0,,Income Statement
OtherNon-OperatInc (Expnse),,,,,,3430.0,-14192.0,24625.0,19311.0,Income Statement
"Other, Net",,,,,,3430.0,-14192.0,24625.0,19311.0,Income Statement
Income Before Tax,,,,,,-9569.0,-35769.0,16729.0,1693.0,Income Statement
Income Tax - Total,,,,,,-2261.0,-18371.0,3843.0,3045.0,Income Statement
Income After Tax,,,,,,-7308.0,-17397.0,12886.0,-1353.0,Income Statement
Minority Interest,,,,,,1042.0,1642.0,767.0,1362.0,Income Statement
Net Inc Before Extra Items,,,,,,-6266.0,-15755.0,13654.0,9.0,Income Statement
Total Net Income,,,,,,-6266.0,-15755.0,13654.0,9.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,-6266.0,-15755.0,13654.0,9.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,-6266.0,-15755.0,13654.0,9.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,88273.0,88487.0,88608.0,88904.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,-0.07,-0.18,0.15,0.0,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,-0.07,-0.18,0.15,0.0,Income Statement
Diluted Weighted Average Shares,,,,,,88273.0,88487.0,113015.0,113251.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,-0.07,-0.18,0.12,0.0,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,-0.07,-0.18,0.12,0.0,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,764.0,916.0,989.0,1051.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,400.0,412.0,518.0,550.0,Income Statement
Total Special Items,,,,,,6454.0,11796.0,6834.0,9461.0,Income Statement
Normalzd Income Before Tax,,,,,,-3115.0,-23973.0,23563.0,11154.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,2259.0,4129.0,1570.0,3311.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,-2.0,-14243.0,5412.0,6357.0,Income Statement
Normalized Income After Tax,,,,,,-3113.0,-9730.0,18151.0,4797.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-2071.0,-8088.0,18918.0,6159.0,Income Statement
Basic Normalized EPS,,,,,,-0.02,-0.09,0.21,0.07,Income Statement
Diluted Normalized EPS,,,,,,-0.02,-0.09,0.17,0.05,Income Statement
Date,,,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Cash Flow
Net Income,,,,,,-38639.0,-56037.0,12886.0,11534.0,Cash Flow
Depreciation/Depletion,,,,,,63379.0,89692.0,28589.0,57780.0,Cash Flow
Deferred Taxes,,,,,,-12320.0,-30728.0,3843.0,6888.0,Cash Flow
Unusual Items,,,,,,15077.0,37410.0,-27519.0,-47870.0,Cash Flow
Other Non-Cash Items,,,,,,16590.0,23347.0,3796.0,1532.0,Cash Flow
Non-Cash Items,,,,,,31667.0,60758.0,-23723.0,-46338.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,903.0,1143.0,286.0,628.0,Cash Flow
Accounts Receivable,,,,,,-5508.0,-6518.0,-1076.0,1838.0,Cash Flow
Prepaid Expenses,,,,,,-1539.0,-3801.0,-362.0,-1172.0,Cash Flow
Other Assets,,,,,,0.0,0.0,-973.0,-827.0,Cash Flow
Accounts Payable,,,,,,3981.0,6107.0,1486.0,1568.0,Cash Flow
Accrued Expenses,,,,,,-3285.0,-686.0,-6236.0,-4455.0,Cash Flow
Changes in Working Capital,,,,,,-12605.0,-10354.0,-7841.0,-2803.0,Cash Flow
Total Cash from Operations,,,,,,31482.0,53330.0,13754.0,27061.0,Cash Flow
Purchase of Fixed Assets,,,,,,-1928.0,-2863.0,-553.0,-1824.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,-14900.0,-20643.0,-7013.0,-14825.0,Cash Flow
Capital Expenditures,,,,,,-16829.0,-23506.0,-7566.0,-16649.0,Cash Flow
Acquisition of Business,,,,,,-277297.0,-371340.0,,,Cash Flow
Sale of Business,,,,,,11.0,11.0,0.0,,Cash Flow
Purchase of Investments,,,,,,-2500.0,-2500.0,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-279786.0,-373829.0,0.0,,Cash Flow
Total Cash from Investing,,,,,,-296615.0,-397335.0,-7566.0,-16649.0,Cash Flow
Financing Cash Flow Items,,,,,,-20759.0,-21562.0,0.0,-4237.0,Cash Flow
Sale/Issuance of Common,,,,,,142098.0,,,,Cash Flow
Repurch/Retirement Common,,,,,,-2976.0,-4042.0,-1698.0,-2985.0,Cash Flow
"Common Stock, Net",,,,,,139122.0,-4042.0,-1698.0,-2985.0,Cash Flow
Sale/Issue of Common/Prefrd,,,,,,,142098.0,0.0,,Cash Flow
Warrants Converted,,,,,,0.0,0.0,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,139122.0,138056.0,-1698.0,-2985.0,Cash Flow
"Short Term Debt, Net",,,,,,0.0,0.0,,,Cash Flow
Long Term Debt Issued,,,,,,440000.0,460000.0,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,,,,-262654.0,-262654.0,0.0,0.0,Cash Flow
"Long Term Debt, Net",,,,,,177346.0,197346.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,177346.0,197346.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,,,295710.0,313840.0,-1698.0,-7222.0,Cash Flow
Net Change in Cash,,,,,,30577.0,-30165.0,4490.0,3189.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,106505.0,106505.0,76340.0,76340.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,137082.0,76340.0,80830.0,79529.0,Cash Flow
"Depreciation, Supplemental",,,,,,63379.0,89692.0,28589.0,57780.0,Cash Flow
Free Cash Flow,,,,,,14653.0,29824.0,6188.0,10412.0,
FCF Growth,,,,,,,1.0353511226370027,-0.7925160944206009,0.6826115061409179,
