,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
Income After Tax,,,,8552.0,9410.0,-21420.0,634.0,Income Statement
Minority Interest,,,,40.0,74.0,-31.0,343.0,Income Statement
Net Inc Before Extra Items,,,,8592.0,9484.0,-21451.0,977.0,Income Statement
Total Net Income,,,,8592.0,9484.0,-21451.0,977.0,Income Statement
Total Adjust to Net Income,,,,0.0,0.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,8592.0,9484.0,-21451.0,977.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,8592.0,9484.0,-21451.0,977.0,Income Statement
Basic/Primary Weighted Average Shares,,,,60462.0,61410.0,60674.0,58819.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.14,0.15,-0.35,0.02,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.14,0.15,-0.35,0.02,Income Statement
Diluted Weighted Average Shares,,,,60462.0,61410.0,60674.0,58819.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.14,0.15,-0.35,0.02,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.14,0.15,-0.35,0.02,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,3493.0,3729.0,3085.0,3381.0,Income Statement
"Depreciat/Amort, Suppl",,,,4657.0,6422.0,4900.0,3215.0,Income Statement
Total Special Items,,,,149.0,341.0,16035.0,-591.0,Income Statement
Normalzd Income Before Tax,,,,11962.0,13294.0,-12321.0,701.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,41.0,93.0,5612.0,-301.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,3302.0,3636.0,-1324.0,357.0,Income Statement
Normalized Income After Tax,,,,8660.0,9658.0,-10997.0,344.0,Income Statement
Normalzd Inc Avail to Common,,,,8700.0,9732.0,-11028.0,687.0,Income Statement
Basic Normalized EPS,,,,0.14,0.16,-0.18,0.01,Income Statement
Diluted Normalized EPS,,,,0.14,0.16,-0.18,0.01,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,11331.0,20741.0,-679.0,634.0,Cash Flow
Depreciation/Depletion,,,,9670.0,17365.0,23930.0,3215.0,Cash Flow
Amortization,,,,,,,1978.0,Cash Flow
Deferred Taxes,,,,-6030.0,888.0,981.0,-27.0,Cash Flow
Unusual Items,,,,-3953.0,-17362.0,-10602.0,-9445.0,Cash Flow
Other Non-Cash Items,,,,86.0,2237.0,7968.0,1966.0,Cash Flow
Non-Cash Items,,,,-3867.0,-15125.0,-2634.0,-7479.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,189.0,22.0,23.0,0.0,Cash Flow
"Cash Interest Pd, Suppl",,,,6146.0,9415.0,13199.0,3187.0,Cash Flow
Accounts Receivable,,,,-15947.0,-20885.0,-6559.0,843.0,Cash Flow
Inventories,,,,2656.0,4244.0,18075.0,-8138.0,Cash Flow
Prepaid Expenses,,,,-7528.0,-2232.0,-4656.0,3916.0,Cash Flow
Other Assets,,,,-2491.0,-6215.0,-2464.0,-1766.0,Cash Flow
Accounts Payable,,,,-2167.0,-8106.0,-7795.0,2087.0,Cash Flow
Accrued Expenses,,,,8899.0,5421.0,-2217.0,6820.0,Cash Flow
Changes in Working Capital,,,,-16578.0,-27772.0,-5616.0,3762.0,Cash Flow
Total Cash from Operations,,,,-5474.0,-3903.0,15982.0,2083.0,Cash Flow
Capital Expenditures,,,,-11278.0,-15723.0,-24835.0,-3454.0,Cash Flow
Acquisition of Business,,,,-61768.0,-74268.0,-73680.0,,Cash Flow
Sale of Fixed Assets,,,,6.0,105.0,153.0,0.0,Cash Flow
Other Investing Cash Flow,,,,-149.0,-225.0,-143.0,-95.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-61911.0,-74388.0,-73670.0,-95.0,Cash Flow
Total Cash from Investing,,,,-73189.0,-90111.0,-98505.0,-3549.0,Cash Flow
Financing Cash Flow Items,,,,3784.0,2674.0,1339.0,3937.0,Cash Flow
"Common Stock, Net",,,,,-2833.0,-26034.0,,Cash Flow
"Preferred Stock, Net",,,,,,0.0,,Cash Flow
Options Exercised,,,,,,0.0,,Cash Flow
Warrants Converted,,,,,,-270.0,-172.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,-2833.0,-26304.0,-172.0,Cash Flow
Short Term Debt Issued,,,,74765.0,126591.0,201570.0,30317.0,Cash Flow
Short Term Debt Reduction,,,,-36964.0,-67210.0,-144706.0,-34466.0,Cash Flow
"Short Term Debt, Net",,,,37801.0,59381.0,56864.0,-4149.0,Cash Flow
Long Term Debt Issued,,,,0.0,0.0,0.0,,Cash Flow
Long Term Debt Reduction,,,,-4856.0,-13178.0,-22763.0,-3820.0,Cash Flow
"Long Term Debt, Net",,,,-4856.0,-13178.0,-22763.0,-3820.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,32945.0,46203.0,34101.0,-7969.0,Cash Flow
Total Cash From Financing,,,,36729.0,46044.0,9136.0,-4204.0,Cash Flow
Net Change in Cash,,,,-41934.0,-47970.0,-73387.0,-5670.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,123679.0,123679.0,123679.0,50292.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,81745.0,75709.0,50292.0,44622.0,Cash Flow
"Depreciation, Supplemental",,,,9670.0,17365.0,23930.0,3215.0,Cash Flow
Free Cash Flow,,,,-16752.0,-19626.0,-8853.0,-1371.0,
FCF Growth,,,,,0.17156160458452718,-0.5489147049831855,-0.8451372416130125,
