,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Diluted EPS Excl. Extra. Items,,,-12.06,-1.77,-1.89,-1.88,Income Statement
Diluted EPS Incl. Extra. Items,,,-12.06,-1.77,-1.89,-1.88,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,22.0,22.0,24.0,24.0,Income Statement
"Depreciat/Amort, Suppl",,,113.0,118.0,161.0,174.0,Income Statement
Total Special Items,,,-17.0,188.0,113.0,395.0,Income Statement
Normalzd Income Before Tax,,,-2478.0,-1405.0,-1596.0,-1328.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,0.0,40.0,138.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,0.0,0.0,43.0,139.0,Income Statement
Normalized Income After Tax,,,-2478.0,-1405.0,-1639.0,-1467.0,Income Statement
Normalzd Inc Avail to Common,,,-2478.0,-1405.0,-1639.0,-1467.0,Income Statement
Basic Normalized EPS,,,-12.15,-1.56,-1.8,-1.6,Income Statement
Diluted Normalized EPS,,,-12.15,-1.56,-1.8,-1.6,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-4688.0,-1593.0,-3305.0,-5029.0,Cash Flow
Depreciation/Depletion,,,197.0,118.0,279.0,453.0,Cash Flow
Unusual Items,,,536.0,188.0,301.0,696.0,Cash Flow
Other Non-Cash Items,,,1249.0,364.0,622.0,939.0,Cash Flow
Non-Cash Items,,,1785.0,552.0,923.0,1635.0,Cash Flow
"Cash Interest Pd, Suppl",,,2.0,,,,Cash Flow
Accounts Receivable,,,-20.0,4.0,-37.0,-82.0,Cash Flow
Inventories,,,-369.0,-367.0,-620.0,-1203.0,Cash Flow
Other Assets,,,-89.0,5.0,-1.0,-13.0,Cash Flow
Payable/Accrued,,,461.0,201.0,421.0,479.0,Cash Flow
Changes in Working Capital,,,84.0,-111.0,-135.0,-665.0,Cash Flow
Total Cash from Operations,,,-2622.0,-1034.0,-2238.0,-3606.0,Cash Flow
Total Cash from Investing,,,-1794.0,-418.0,-777.0,-1075.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,16188.0,1.0,58.0,65.0,Cash Flow
Long Term Debt Issued,,,3726.0,,,0.0,Cash Flow
Long Term Debt Reduction,,,-86.0,-1.0,-2.0,-3.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,3640.0,-1.0,-2.0,-3.0,Cash Flow
Total Cash From Financing,,,19828.0,0.0,56.0,62.0,Cash Flow
Foreign Exchange Effects,,,,,-1.0,-4.0,Cash Flow
Net Change in Cash,,,15412.0,-1452.0,-2960.0,-4623.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,3011.0,18423.0,18423.0,18423.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,18423.0,16971.0,15463.0,13800.0,Cash Flow
"Depreciation, Supplemental",,,197.0,118.0,279.0,453.0,Cash Flow
Free Cash Flow,,,,,,,
FCF Growth,,,,,,,
