,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Additional Paid-In Capital,,,891.0,899.0,930.0,963.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-18.0,-26.0,-31.0,-34.0,Balance Sheet
Unrealized Gain (Loss),,,,,,0.0,Balance Sheet
Cum. Trans. Adjustment,,,0.0,1.0,2.0,0.0,Balance Sheet
Other Comprehensive Income,,,,,,4.0,Balance Sheet
"Other Equity, Total",,,0.0,1.0,2.0,4.0,Balance Sheet
Total Equity,,,873.0,874.0,900.0,933.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,2116.0,2142.0,2123.0,2120.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,97.0,98.0,100.0,105.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,58.0,58.0,55.0,51.0,Balance Sheet
Ttl Comm. Shares Outs.,,,155.0,155.0,155.0,156.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,46313.0,50124.0,54548.0,57382.0,Income Statement
"Cost of Revenue, Total",,,10898.0,11328.0,11778.0,9724.0,Income Statement
Selling/Gen/Admin Expense,,,24329.0,26396.0,26043.0,28176.0,Income Statement
Labor & Related Expense,,,4692.0,5351.0,6934.0,6726.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,29021.0,31747.0,32977.0,34902.0,Income Statement
Research & Development,,,5748.0,6850.0,8706.0,9205.0,Income Statement
Depreciation,,,558.0,500.0,800.0,500.0,Income Statement
Amortiz of Intangibles,,,9307.0,9374.0,9394.0,9537.0,Income Statement
Depreciation/Amortization,,,9865.0,9874.0,10194.0,10037.0,Income Statement
Unusual Expense (Income),,,2955.0,1310.0,2107.0,2945.0,Income Statement
Total Operating Expense,,,58487.0,61109.0,65762.0,66813.0,Income Statement
Total Operating Income,,,-12174.0,-10985.0,-11214.0,-9431.0,Income Statement
"Inter Expse,Net Non-Operat",,,-1915.0,-1884.0,-2580.0,-2466.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,0.0,,,,Income Statement
OtherNon-OperatInc (Expnse),,,,-101.0,4002.0,5528.0,Income Statement
"Other, Net",,,,-101.0,4002.0,5528.0,Income Statement
Income Before Tax,,,-14089.0,-12970.0,-9792.0,-6369.0,Income Statement
Income Tax - Total,,,675.0,87.0,-213.0,-15.0,Income Statement
Income After Tax,,,-14764.0,-13057.0,-9579.0,-6354.0,Income Statement
Minority Interest,,,5065.0,4433.0,4429.0,3665.0,Income Statement
Net Inc Before Extra Items,,,-9699.0,-8624.0,-5150.0,-2689.0,Income Statement
Total Net Income,,,-9699.0,-8624.0,-5150.0,-2689.0,Income Statement
Total Adjust to Net Income,,,0.0,0.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-9699.0,-8624.0,-5150.0,-2689.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-9699.0,-8624.0,-5150.0,-2689.0,Income Statement
Basic/Primary Weighted Average Shares,,,102875.0,97159.0,99204.0,102905.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.09,-0.09,-0.05,-0.03,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.09,-0.09,-0.05,-0.03,Income Statement
Diluted Weighted Average Shares,,,102875.0,97159.0,99204.0,102905.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.09,-0.09,-0.05,-0.03,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.09,-0.09,-0.05,-0.03,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,1915.0,1884.0,2580.0,2466.0,Income Statement
"Depreciat/Amort, Suppl",,,558.0,525.0,727.0,500.0,Income Statement
Total Special Items,,,4422.0,2906.0,2702.0,3492.0,Income Statement
Normalzd Income Before Tax,,,-9667.0,-10064.0,-7090.0,-2877.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,1548.0,1017.0,946.0,1222.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,2223.0,1104.0,733.0,1207.0,Income Statement
Normalized Income After Tax,,,-11890.0,-11168.0,-7823.0,-4084.0,Income Statement
Normalzd Inc Avail to Common,,,-6825.0,-6735.0,-3394.0,-419.0,Income Statement
Basic Normalized EPS,,,-0.07,-0.07,-0.03,0.0,Income Statement
Diluted Normalized EPS,,,-0.07,-0.07,-0.03,0.0,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-61257.0,-13057.0,-22636.0,-28990.0,Cash Flow
Depreciation/Depletion,,,1751.0,525.0,1252.0,1721.0,Cash Flow
Amortization,,,58196.0,14727.0,29774.0,42497.0,Cash Flow
Deferred Taxes,,,682.0,69.0,-164.0,-206.0,Cash Flow
Unusual Items,,,9843.0,,,0.0,Cash Flow
Other Non-Cash Items,,,20844.0,9180.0,18105.0,25307.0,Cash Flow
Non-Cash Items,,,30687.0,9180.0,18105.0,25307.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,13.0,,0.0,0.0,Cash Flow
"Cash Interest Pd, Suppl",,,29569.0,1771.0,4350.0,7248.0,Cash Flow
Accounts Receivable,,,-10726.0,8526.0,15270.0,12454.0,Cash Flow
Prepaid Expenses,,,-3729.0,692.0,1319.0,2554.0,Cash Flow
Other Assets,,,-14441.0,-3299.0,-6846.0,-10070.0,Cash Flow
Payable/Accrued,,,1088.0,-3579.0,-2238.0,3956.0,Cash Flow
Changes in Working Capital,,,-4847.0,2189.0,2783.0,-530.0,Cash Flow
Total Cash from Operations,,,25212.0,13633.0,29114.0,39799.0,Cash Flow
Capital Expenditures,,,-6731.0,-794.0,-1577.0,-3455.0,Cash Flow
Acquisition of Business,,,-40000.0,-56499.0,-56499.0,-56296.0,Cash Flow
Sale/Maturity of Investment,,,,,44000.0,96000.0,Cash Flow
Purchase of Investments,,,,-109559.0,-162957.0,-217266.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-40000.0,-166058.0,-175456.0,-177562.0,Cash Flow
Total Cash from Investing,,,-46731.0,-166852.0,-177033.0,-181017.0,Cash Flow
Financing Cash Flow Items,,,-24848.0,-2657.0,-7686.0,-12083.0,Cash Flow
Sale/Issuance of Common,,,840452.0,,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,-231772.0,,,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,608680.0,,0.0,0.0,Cash Flow
Short Term Debt Issued,,,0.0,,,,Cash Flow
Short Term Debt Reduction,,,0.0,,,,Cash Flow
"Short Term Debt, Net",,,0.0,,,,Cash Flow
Long Term Debt Issued,,,275000.0,,,0.0,Cash Flow
Long Term Debt Reduction,,,-474460.0,-1719.0,-3438.0,-5156.0,Cash Flow
"Long Term Debt, Net",,,-199460.0,-1719.0,-3438.0,-5156.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-199460.0,-1719.0,-3438.0,-5156.0,Cash Flow
Total Cash From Financing,,,384372.0,-4376.0,-11124.0,-17239.0,Cash Flow
Foreign Exchange Effects,,,-129.0,-108.0,-253.0,-213.0,Cash Flow
Net Change in Cash,,,362724.0,-157703.0,-159296.0,-158670.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,24774.0,387498.0,387498.0,387498.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,387498.0,229795.0,228202.0,228828.0,Cash Flow
"Depreciation, Supplemental",,,1751.0,525.0,1252.0,1721.0,Cash Flow
Free Cash Flow,,,18481.0,12839.0,27537.0,36344.0,
FCF Growth,,,,-0.3052865104702126,1.1447932081937844,0.31982423648182445,
