,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Additional Paid-In Capital,,,,,,4746.0,4789.0,4789.0,4789.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,-3220.0,-3089.0,-3214.0,-2294.0,Balance Sheet
Treasury Stock - Common,,,,,,-260.0,-262.0,-262.0,-262.0,Balance Sheet
ESOP Debt Guarantee,,,,,,869.0,945.0,1077.0,,Balance Sheet
Cum. Trans. Adjustment,,,,,,17.0,50.0,126.0,,Balance Sheet
Other Equity,,,,,,0.0,0.0,0.0,,Balance Sheet
Other Comprehensive Income,,,,,,-33.0,-286.0,-215.0,,Balance Sheet
"Other Equity, Total",,,,,,-16.0,-236.0,-89.0,,Balance Sheet
Total Equity,,,,,,2119.0,2147.0,2301.0,2233.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,7170.0,7039.0,7388.0,7632.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,192.0,192.0,192.0,192.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,3.0,3.0,3.0,3.0,Balance Sheet
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,2689.0,2661.0,2864.0,3036.0,Income Statement
"Cost of Revenue, Total",,,,,,1977.0,1990.0,2160.0,2286.0,Income Statement
Selling/Gen/Admin Expense,,,,,,444.0,396.0,513.0,592.0,Income Statement
Labor & Related Expense,,,,,,19.0,29.0,46.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,463.0,425.0,559.0,592.0,Income Statement
Research & Development,,,,,,247.0,242.0,327.0,386.0,Income Statement
Depreciation/Amortization,,,,,,6.0,8.0,9.0,,Income Statement
Unusual Expense (Income),,,,,,3.0,2.0,3.0,,Income Statement
Total Operating Expense,,,,,,2696.0,2667.0,3058.0,3264.0,Income Statement
Total Operating Income,,,,,,-7.0,-6.0,-194.0,-228.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,-10.0,-10.0,-10.0,,Income Statement
"Inter Income, Non-Operating",,,,,,3.0,3.0,7.0,,Income Statement
"Invest Income, Non-Operat",,,,,,27.0,162.0,111.0,84.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,30.0,165.0,118.0,84.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,-21.0,6.0,-4.0,,Income Statement
"Other, Net",,,,,,-21.0,6.0,-4.0,,Income Statement
Income Before Tax,,,,,,-8.0,155.0,-90.0,-144.0,Income Statement
Income Tax - Total,,,,,,31.0,24.0,35.0,22.0,Income Statement
Income After Tax,,,,,,-39.0,131.0,-125.0,-166.0,Income Statement
Net Inc Before Extra Items,,,,,,-39.0,131.0,-125.0,-166.0,Income Statement
Total Net Income,,,,,,-39.0,131.0,-125.0,-166.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,-39.0,131.0,-125.0,-166.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,-39.0,131.0,-125.0,-166.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,192.0,192.0,193.0,193.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,-0.2,0.68,-0.65,-0.86,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,-0.2,0.68,-0.65,-0.86,Income Statement
Dilution Adjustment,,,,,,,,0.0,,Income Statement
Diluted Weighted Average Shares,,,,,,192.0,197.0,193.0,193.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,-0.2,0.66,-0.65,-0.86,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,-0.2,0.66,-0.65,-0.86,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,10.0,10.0,10.0,,Income Statement
"Depreciat/Amort, Suppl",,,,,,25.0,27.0,29.0,30.0,Income Statement
Total Special Items,,,,,,3.0,2.0,3.0,,Income Statement
Normalzd Income Before Tax,,,,,,-5.0,157.0,-87.0,-144.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,1.0,0.0,1.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,32.0,24.0,36.0,22.0,Income Statement
Normalized Income After Tax,,,,,,-37.0,133.0,-123.0,-166.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-37.0,133.0,-123.0,-166.0,Income Statement
Basic Normalized EPS,,,,,,-0.19,0.69,-0.64,-0.86,Income Statement
Diluted Normalized EPS,,,,,,-0.19,0.67,-0.64,-0.86,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-34.0,131.0,6.0,-160.0,Cash Flow
Depreciation/Depletion,,,,,,94.0,27.0,56.0,86.0,Cash Flow
Amortization,,,,,,33.0,10.0,21.0,35.0,Cash Flow
Non-Cash Items,,,,,,357.0,-65.0,-18.0,31.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,6.0,13.0,21.0,25.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,50.0,13.0,26.0,40.0,Cash Flow
Accounts Receivable,,,,,,-245.0,59.0,-9.0,-15.0,Cash Flow
Accounts Payable,,,,,,137.0,-103.0,35.0,152.0,Cash Flow
Changes in Working Capital,,,,,,-89.0,-66.0,11.0,124.0,Cash Flow
Total Cash from Operations,,,,,,361.0,37.0,76.0,116.0,Cash Flow
Capital Expenditures,,,,,,-85.0,-10.0,-15.0,-20.0,Cash Flow
Acquisition of Business,,,,,,-115.0,-85.0,-199.0,-306.0,Cash Flow
Sale/Maturity of Investment,,,,,,519.0,78.0,219.0,297.0,Cash Flow
Purchase of Investments,,,,,,-497.0,-133.0,-211.0,-289.0,Cash Flow
Other Investing Cash Flow,,,,,,-9.0,-6.0,-7.0,-4.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-102.0,-146.0,-198.0,-302.0,Cash Flow
Total Cash from Investing,,,,,,-187.0,-156.0,-213.0,-322.0,Cash Flow
Financing Cash Flow Items,,,,,,-47.0,-9.0,-19.0,-29.0,Cash Flow
"Common Stock, Net",,,,,,-89.0,-2.0,-2.0,-2.0,Cash Flow
Options Exercised,,,,,,167.0,43.0,43.0,43.0,Cash Flow
Warrants Converted,,,,,,31.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,109.0,41.0,41.0,41.0,Cash Flow
Long Term Debt Issued,,,,,,1223.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,,,,-35.0,-10.0,-20.0,-31.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,1188.0,-10.0,-20.0,-31.0,Cash Flow
Total Cash From Financing,,,,,,1250.0,22.0,2.0,-19.0,Cash Flow
Foreign Exchange Effects,,,,,,169.0,74.0,177.0,332.0,Cash Flow
Net Change in Cash,,,,,,1593.0,-23.0,42.0,107.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,1151.0,2744.0,2744.0,2744.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,2744.0,2721.0,2786.0,2851.0,Cash Flow
"Depreciation, Supplemental",,,,,,94.0,27.0,56.0,86.0,Cash Flow
Free Cash Flow,,,,,,276.0,27.0,61.0,96.0,
FCF Growth,,,,,,,-0.9021739130434783,1.259259259259259,0.5737704918032787,
