,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Income Available to Common Incl. Extra. Items,,,-12125.0,-18123.0,-6191.0,10097.0,Income Statement
Basic/Primary Weighted Average Shares,,,108101.0,106980.0,102502.0,96559.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.11,-0.17,-0.06,0.1,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.11,-0.17,-0.06,0.1,Income Statement
Diluted Weighted Average Shares,,,108101.0,106980.0,102502.0,104931.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.11,-0.17,-0.06,0.1,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.11,-0.17,-0.06,0.1,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,1069.0,2059.0,2095.0,2127.0,Income Statement
"Depreciat/Amort, Suppl",,,23450.0,23471.0,23778.0,23965.0,Income Statement
Total Special Items,,,262.0,361.0,214.0,2700.0,Income Statement
Normalzd Income Before Tax,,,-10939.0,-14424.0,-7146.0,13239.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,92.0,126.0,75.0,113.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,1016.0,3464.0,-1094.0,555.0,Income Statement
Normalized Income After Tax,,,-11955.0,-17888.0,-6052.0,12684.0,Income Statement
Normalzd Inc Avail to Common,,,-11955.0,-17888.0,-6052.0,12684.0,Income Statement
Basic Normalized EPS,,,-0.11,-0.17,-0.06,0.13,Income Statement
Diluted Normalized EPS,,,-0.11,-0.17,-0.06,0.12,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-20.0,-18.0,-24.0,-14.0,Cash Flow
Depreciation/Depletion,,,88.0,24.0,48.0,74.0,Cash Flow
Deferred Taxes,,,,,,0.0,Cash Flow
Unusual Items,,,4.0,0.0,-1.0,-3.0,Cash Flow
Other Non-Cash Items,,,69.0,33.0,67.0,98.0,Cash Flow
Non-Cash Items,,,72.0,33.0,66.0,96.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,1.0,1.0,1.0,,Cash Flow
"Cash Interest Pd, Suppl",,,2.0,0.0,0.0,,Cash Flow
Accounts Receivable,,,-21.0,-7.0,-13.0,-20.0,Cash Flow
Prepaid Expenses,,,1.0,3.0,-4.0,-5.0,Cash Flow
Payable/Accrued,,,9.0,-11.0,0.0,-6.0,Cash Flow
Changes in Working Capital,,,-8.0,-8.0,-15.0,-26.0,Cash Flow
Total Cash from Operations,,,133.0,30.0,76.0,130.0,Cash Flow
Purchase of Fixed Assets,,,-103.0,-29.0,-58.0,-90.0,Cash Flow
Purchase/Acq of Intangibles,,,-6.0,,-5.0,-5.0,Cash Flow
Capital Expenditures,,,-109.0,-29.0,-63.0,-95.0,Cash Flow
Acquisition of Business,,,-5.0,,,-305.0,Cash Flow
Sale of Fixed Assets,,,0.0,0.0,1.0,1.0,Cash Flow
Sale/Maturity of Investment,,,,1.0,161.0,580.0,Cash Flow
Purchase of Investments,,,,-1093.0,-1259.0,-1381.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-5.0,-1092.0,-1096.0,-1105.0,Cash Flow
Total Cash from Investing,,,-114.0,-1121.0,-1159.0,-1200.0,Cash Flow
Financing Cash Flow Items,,,721.0,-13.0,-21.0,-26.0,Cash Flow
Sale/Issuance of Common,,,23.0,5.0,14.0,16.0,Cash Flow
Repurch/Retirement Common,,,-350.0,-150.0,-550.0,-600.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,-327.0,-145.0,-536.0,-584.0,Cash Flow
Long Term Debt Issued,,,1462.0,,,,Cash Flow
Long Term Debt Reduction,,,-263.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,1199.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,1593.0,-158.0,-558.0,-611.0,Cash Flow
Net Change in Cash,,,1613.0,-1249.0,-1641.0,-1680.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,103.0,1715.0,1715.0,1715.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,1715.0,467.0,74.0,35.0,Cash Flow
"Depreciation, Supplemental",,,88.0,24.0,48.0,74.0,Cash Flow
Free Cash Flow,,,24.0,1.0,13.0,35.0,
FCF Growth,,,,-0.9583333333333334,12.0,1.6923076923076925,
