,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Income Available to Common Incl. Extra. Items,,,,,12351.0,22219.0,25340.0,30109.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,73255.0,73572.0,73632.0,73842.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,0.17,0.3,0.34,0.41,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,0.17,0.3,0.34,0.41,Income Statement
Diluted Weighted Average Shares,,,,,73776.0,73675.0,73692.0,73845.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,0.17,0.3,0.34,0.41,Income Statement
Diluted EPS Incl. Extra. Items,,,,,0.17,0.3,0.34,0.41,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,953.0,1159.0,1488.0,1560.0,Income Statement
"Depreciat/Amort, Suppl",,,,,6050.0,5298.0,5540.0,5790.0,Income Statement
Total Special Items,,,,,3492.0,3256.0,4217.0,2674.0,Income Statement
Normalzd Income Before Tax,,,,,23718.0,32629.0,37550.0,40076.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,1360.0,793.0,1011.0,521.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,9235.0,7947.0,9004.0,7814.0,Income Statement
Normalized Income After Tax,,,,,14483.0,24682.0,28546.0,32262.0,Income Statement
Normalzd Inc Avail to Common,,,,,14483.0,24682.0,28546.0,32262.0,Income Statement
Basic Normalized EPS,,,,,0.2,0.34,0.39,0.44,Income Statement
Diluted Normalized EPS,,,,,0.2,0.34,0.39,0.44,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,25671.0,22219.0,47559.0,77668.0,Cash Flow
Depreciation/Depletion,,,,,37929.0,7469.0,15180.0,23141.0,Cash Flow
Deferred Taxes,,,,,-1562.0,,0.0,0.0,Cash Flow
Non-Cash Items,,,,,54337.0,3481.0,6710.0,10833.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,19796.0,532.0,16905.0,26176.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,2828.0,390.0,1376.0,2714.0,Cash Flow
Accounts Receivable,,,,,2642.0,6617.0,-4832.0,-10111.0,Cash Flow
Other Assets,,,,,2460.0,2541.0,3887.0,6732.0,Cash Flow
Payable/Accrued,,,,,7500.0,-16905.0,-13236.0,-12664.0,Cash Flow
Changes in Working Capital,,,,,12602.0,-7747.0,-14181.0,-16043.0,Cash Flow
Total Cash from Operations,,,,,128977.0,25422.0,55268.0,95599.0,Cash Flow
Purchase of Fixed Assets,,,,,-1507.0,-361.0,-1222.0,-1440.0,Cash Flow
Purchase/Acq of Intangibles,,,,,-33145.0,-8077.0,-17180.0,-26049.0,Cash Flow
Capital Expenditures,,,,,-34652.0,-8438.0,-18402.0,-27489.0,Cash Flow
Acquisition of Business,,,,,-124161.0,,,0.0,Cash Flow
Sale/Maturity of Investment,,,,,833.0,361.0,361.0,384.0,Cash Flow
Purchase of Investments,,,,,-3004.0,-1280.0,-1780.0,-2211.0,Cash Flow
Other Investing Cash Flow,,,,,,,,-8600.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-126332.0,-919.0,-1419.0,-10427.0,Cash Flow
Total Cash from Investing,,,,,-160984.0,-9357.0,-19821.0,-37916.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,95.0,,,0.0,Cash Flow
Long Term Debt Issued,,,,,75000.0,122508.0,122508.0,122508.0,Cash Flow
Long Term Debt Reduction,,,,,-35000.0,-116563.0,-118125.0,-119688.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,40000.0,5945.0,4383.0,2820.0,Cash Flow
Total Cash From Financing,,,,,40095.0,5945.0,4383.0,2820.0,Cash Flow
Net Change in Cash,,,,,8088.0,22010.0,39830.0,60503.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,81619.0,89707.0,89707.0,89707.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,89707.0,111717.0,129537.0,150210.0,Cash Flow
"Depreciation, Supplemental",,,,,37929.0,7469.0,15180.0,23141.0,Cash Flow
Free Cash Flow,,,,,94325.0,16984.0,36866.0,68110.0,
FCF Growth,,,,,,-0.8199416909620991,1.1706311822892133,0.8475017631421906,
