,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Inter Expse,Net Non-Operat",,,-24.0,-24.0,-26.0,-32.0,Income Statement
"Inter Income, Non-Operating",,,0.0,1.0,3.0,6.0,Income Statement
"Invest Income, Non-Operat",,,-5.0,-5.0,2.0,2.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,-5.0,-4.0,5.0,7.0,Income Statement
OtherNon-OperatInc (Expnse),,,0.0,0.0,-1.0,0.0,Income Statement
"Other, Net",,,0.0,0.0,-1.0,0.0,Income Statement
Income Before Tax,,,83.0,93.0,69.0,107.0,Income Statement
Income Tax - Total,,,-20.0,10.0,33.0,39.0,Income Statement
Income After Tax,,,102.0,83.0,36.0,68.0,Income Statement
Net Inc Before Extra Items,,,102.0,83.0,36.0,68.0,Income Statement
Total Net Income,,,102.0,83.0,36.0,68.0,Income Statement
Income Available to Common Excl. Extra. Items,,,102.0,83.0,36.0,68.0,Income Statement
Income Available to Common Incl. Extra. Items,,,102.0,83.0,36.0,68.0,Income Statement
Basic/Primary Weighted Average Shares,,,410.0,412.0,412.0,413.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,0.25,0.2,0.09,0.17,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,0.25,0.2,0.09,0.17,Income Statement
Diluted Weighted Average Shares,,,410.0,413.0,413.0,413.0,Income Statement
Diluted EPS Excl. Extra. Items,,,0.25,0.2,0.09,0.17,Income Statement
Diluted EPS Incl. Extra. Items,,,0.25,0.2,0.09,0.17,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,24.0,24.0,26.0,32.0,Income Statement
"Depreciat/Amort, Suppl",,,11.0,11.0,11.0,11.0,Income Statement
Total Special Items,,,1.0,19.0,21.0,13.0,Income Statement
Normalzd Income Before Tax,,,83.0,112.0,90.0,120.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,2.0,10.0,5.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-19.0,12.0,43.0,43.0,Income Statement
Normalized Income After Tax,,,103.0,100.0,48.0,76.0,Income Statement
Normalzd Inc Avail to Common,,,103.0,100.0,48.0,76.0,Income Statement
Basic Normalized EPS,,,0.25,0.24,0.12,0.18,Income Statement
Diluted Normalized EPS,,,0.25,0.24,0.12,0.18,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,309.0,83.0,120.0,188.0,Cash Flow
Depreciation/Depletion,,,43.0,11.0,22.0,33.0,Cash Flow
Amortization,,,103.0,29.0,60.0,88.0,Cash Flow
Deferred Taxes,,,-73.0,-4.0,-8.0,-12.0,Cash Flow
Unusual Items,,,-6.0,0.0,0.0,0.0,Cash Flow
Other Non-Cash Items,,,132.0,21.0,73.0,100.0,Cash Flow
Non-Cash Items,,,126.0,21.0,73.0,100.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,102.0,25.0,79.0,130.0,Cash Flow
"Cash Interest Pd, Suppl",,,94.0,28.0,45.0,80.0,Cash Flow
Accounts Receivable,,,-8.0,4.0,14.0,12.0,Cash Flow
Prepaid Expenses,,,29.0,-20.0,-33.0,-20.0,Cash Flow
Accounts Payable,,,6.0,-4.0,4.0,-5.0,Cash Flow
Accrued Expenses,,,18.0,-62.0,-10.0,-68.0,Cash Flow
Changes in Working Capital,,,45.0,-81.0,-25.0,-81.0,Cash Flow
Total Cash from Operations,,,552.0,58.0,241.0,316.0,Cash Flow
Purchase of Fixed Assets,,,-47.0,-13.0,-30.0,-38.0,Cash Flow
Purchase/Acq of Intangibles,,,-19.0,-2.0,-24.0,-31.0,Cash Flow
Software Development Costs,,,-33.0,-14.0,-4.0,-8.0,Cash Flow
Capital Expenditures,,,-100.0,-29.0,-57.0,-77.0,Cash Flow
Acquisition of Business,,,-394.0,-29.0,-30.0,-30.0,Cash Flow
Purchase of Investments,,,-18.0,,,,Cash Flow
Other Investing Cash Flow,,,-98.0,-122.0,20.0,90.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-510.0,-151.0,-10.0,60.0,Cash Flow
Total Cash from Investing,,,-609.0,-180.0,-67.0,-16.0,Cash Flow
Financing Cash Flow Items,,,458.0,-1.0,-2.0,-29.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,0.0,0.0,0.0,Cash Flow
"Short Term Debt, Net",,,179.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Issued,,,888.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,-965.0,-5.0,-10.0,-14.0,Cash Flow
"Long Term Debt, Net",,,-78.0,-5.0,-10.0,-14.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,101.0,-5.0,-10.0,-14.0,Cash Flow
Total Cash From Financing,,,560.0,-6.0,-12.0,-43.0,Cash Flow
Foreign Exchange Effects,,,-7.0,-3.0,-14.0,-19.0,Cash Flow
Net Change in Cash,,,495.0,-131.0,149.0,238.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,524.0,1019.0,1019.0,1019.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,1019.0,888.0,1168.0,1257.0,Cash Flow
"Depreciation, Supplemental",,,43.0,11.0,22.0,33.0,Cash Flow
Free Cash Flow,,,452.0,29.0,184.0,239.0,
FCF Growth,,,,-0.9358407079646017,5.344827586206897,0.298913043478261,
