,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
Unusual Expense (Income),,,,,8.0,373.0,370.0,170.0,Income Statement
Other Operating Expense,,,,,0.0,,338.0,1.0,Income Statement
"Other, Net",,,,,0.0,1.0,-2.0,0.0,Income Statement
"Other Operat Expse, Total",,,,,0.0,,338.0,1.0,Income Statement
Total Operating Expense,,,,,1560.0,1700.0,1892.0,991.0,Income Statement
Total Operating Income,,,,,-426.0,-736.0,-1213.0,-374.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,-9.0,-9.0,-17.0,-21.0,Income Statement
"Inter Income, Non-Operating",,,,,0.0,0.0,1.0,4.0,Income Statement
"Invest Income, Non-Operat",,,,,-2.0,-12.0,-13.0,-17.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,-1.0,-11.0,-12.0,-13.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,0.0,1.0,-2.0,0.0,Income Statement
Income Before Tax,,,,,-436.0,-755.0,-1243.0,-408.0,Income Statement
Income Tax - Total,,,,,3.0,2.0,12.0,1.0,Income Statement
Income After Tax,,,,,-439.0,-757.0,-1255.0,-409.0,Income Statement
Net Inc Before Extra Items,,,,,-439.0,-757.0,-1255.0,-409.0,Income Statement
Total Net Income,,,,,-439.0,-757.0,-1255.0,-409.0,Income Statement
Total Adjust to Net Income,,,,,,,0.0,,Income Statement
Income Available to Common Excl. Extra. Items,,,,,-439.0,-757.0,-1255.0,-409.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,-439.0,-757.0,-1255.0,-409.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,317.0,334.0,338.0,339.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,-1.39,-2.27,-3.72,-1.2,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,-1.39,-2.27,-3.72,-1.2,Income Statement
Diluted Weighted Average Shares,,,,,317.0,334.0,338.0,339.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,-1.39,-2.27,-3.72,-1.2,Income Statement
Diluted EPS Incl. Extra. Items,,,,,-1.39,-2.27,-3.72,-1.2,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,9.0,9.0,17.0,21.0,Income Statement
"Depreciat/Amort, Suppl",,,,,36.0,38.0,41.0,29.0,Income Statement
Total Special Items,,,,,37.0,410.0,401.0,176.0,Income Statement
Normalzd Income Before Tax,,,,,-400.0,-345.0,-842.0,-231.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,13.0,144.0,140.0,62.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,16.0,146.0,153.0,63.0,Income Statement
Normalized Income After Tax,,,,,-416.0,-491.0,-994.0,-294.0,Income Statement
Normalzd Inc Avail to Common,,,,,-416.0,-491.0,-994.0,-294.0,Income Statement
Basic Normalized EPS,,,,,-1.31,-1.47,-2.94,-0.87,Income Statement
Diluted Normalized EPS,,,,,-1.31,-1.47,-2.94,-0.87,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-815.0,-1572.0,-2828.0,-409.0,Cash Flow
Depreciation/Depletion,,,,,64.0,102.0,143.0,29.0,Cash Flow
Unusual Items,,,,,17.0,244.0,604.0,80.0,Cash Flow
Other Non-Cash Items,,,,,187.0,338.0,460.0,207.0,Cash Flow
Non-Cash Items,,,,,204.0,581.0,1064.0,288.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,9.0,14.0,15.0,3.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,1.0,1.0,1.0,17.0,Cash Flow
Accounts Receivable,,,,,-23.0,-4.0,-13.0,1.0,Cash Flow
Inventories,,,,,-602.0,-473.0,-174.0,106.0,Cash Flow
Prepaid Expenses,,,,,-51.0,-41.0,-33.0,-12.0,Cash Flow
Other Assets,,,,,-8.0,-7.0,-2.0,3.0,Cash Flow
Accrued Expenses,,,,,-25.0,-49.0,-56.0,-17.0,Cash Flow
Payable/Accrued,,,,,172.0,-260.0,-169.0,-179.0,Cash Flow
Changes in Working Capital,,,,,-460.0,-789.0,-399.0,-111.0,Cash Flow
Total Cash from Operations,,,,,-1008.0,-1678.0,-2020.0,-203.0,Cash Flow
Purchase of Fixed Assets,,,,,-178.0,-244.0,-337.0,-44.0,Cash Flow
Software Development Costs,,,,,-13.0,-24.0,,,Cash Flow
Capital Expenditures,,,,,-191.0,-268.0,-337.0,-44.0,Cash Flow
Acquisition of Business,,,,,-27.0,-27.0,-27.0,,Cash Flow
Sale/Maturity of Investment,,,,,518.0,518.0,518.0,0.0,Cash Flow
Purchase of Investments,,,,,0.0,0.0,0.0,,Cash Flow
Other Investing Cash Flow,,,,,,,0.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,491.0,491.0,491.0,0.0,Cash Flow
Total Cash from Investing,,,,,300.0,223.0,153.0,-44.0,Cash Flow
Financing Cash Flow Items,,,,,15.0,15.0,17.0,0.0,Cash Flow
"Common Stock, Net",,,,,1219.0,1219.0,1219.0,,Cash Flow
Options Exercised,,,,,54.0,77.0,84.0,4.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,1273.0,1296.0,1303.0,4.0,Cash Flow
Long Term Debt Issued,,,,,,,696.0,,Cash Flow
Long Term Debt Reduction,,,,,-1.0,-1.0,-2.0,-2.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,-1.0,-1.0,695.0,-2.0,Cash Flow
Total Cash From Financing,,,,,1287.0,1309.0,2015.0,2.0,Cash Flow
Foreign Exchange Effects,,,,,-20.0,-24.0,-27.0,3.0,Cash Flow
Net Change in Cash,,,,,559.0,-169.0,122.0,-241.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,1136.0,1136.0,1136.0,1258.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,1695.0,966.0,1258.0,1017.0,Cash Flow
"Depreciation, Supplemental",,,,,64.0,102.0,143.0,29.0,Cash Flow
Free Cash Flow,,,,,-1199.0,-1946.0,-2357.0,-247.0,
FCF Growth,,,,,,0.6230191826522102,0.21120246659815,-0.8952057700466695,
