,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Income After Tax,,,-16576.0,-23310.0,-38245.0,-33069.0,Income Statement
Net Inc Before Extra Items,,,-16576.0,-23310.0,-38245.0,-33069.0,Income Statement
Total Net Income,,,-16576.0,-23310.0,-38245.0,-33069.0,Income Statement
Total Adjust to Net Income,,,0.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,-16576.0,-23310.0,-38245.0,-33069.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-16576.0,-23310.0,-38245.0,-33069.0,Income Statement
Basic/Primary Weighted Average Shares,,,165662.0,164392.0,166498.0,168604.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.1,-0.14,-0.23,-0.2,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.1,-0.14,-0.23,-0.2,Income Statement
Diluted Weighted Average Shares,,,165662.0,164392.0,166498.0,168604.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.1,-0.14,-0.23,-0.2,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.1,-0.14,-0.23,-0.2,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,208.0,313.0,332.0,330.0,Income Statement
"Depreciat/Amort, Suppl",,,1366.0,1517.0,1510.0,1843.0,Income Statement
Normalzd Income Before Tax,,,-16618.0,-22782.0,-37583.0,-32782.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-42.0,528.0,662.0,287.0,Income Statement
Normalized Income After Tax,,,-16576.0,-23310.0,-38245.0,-33069.0,Income Statement
Normalzd Inc Avail to Common,,,-16576.0,-23310.0,-38245.0,-33069.0,Income Statement
Basic Normalized EPS,,,-0.1,-0.14,-0.23,-0.2,Income Statement
Diluted Normalized EPS,,,-0.1,-0.14,-0.23,-0.2,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-38756.0,-23310.0,-61555.0,-94624.0,Cash Flow
Depreciation/Depletion,,,5256.0,1517.0,3027.0,4870.0,Cash Flow
Non-Cash Items,,,24401.0,9677.0,42314.0,70120.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,756.0,605.0,829.0,1397.0,Cash Flow
"Cash Interest Pd, Suppl",,,934.0,227.0,465.0,690.0,Cash Flow
Accounts Receivable,,,-17282.0,-14453.0,-29868.0,-52547.0,Cash Flow
Prepaid Expenses,,,-12559.0,-6221.0,-2687.0,-3355.0,Cash Flow
Other Assets,,,-15289.0,63257.0,-38130.0,-33166.0,Cash Flow
Accounts Payable,,,-3035.0,4857.0,4317.0,6863.0,Cash Flow
Accrued Expenses,,,22776.0,-5331.0,48333.0,37247.0,Cash Flow
Changes in Working Capital,,,-9292.0,52366.0,42244.0,-8155.0,Cash Flow
Total Cash from Operations,,,-18391.0,40250.0,26030.0,-27789.0,Cash Flow
Capital Expenditures,,,-4534.0,-1625.0,-3180.0,-4641.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-375.0,Cash Flow
Total Cash from Investing,,,-4534.0,-1625.0,-3180.0,-5016.0,Cash Flow
Financing Cash Flow Items,,,1687.0,,-30.0,-55.0,Cash Flow
Sale/Issuance of Common,,,305191.0,,,0.0,Cash Flow
Repurch/Retirement Common,,,0.0,,,,Cash Flow
"Common Stock, Net",,,305191.0,,,0.0,Cash Flow
Sale/Issuance of Preferred,,,2980.0,0.0,0.0,0.0,Cash Flow
Repurch/Retirement Preferd,,,0.0,,,,Cash Flow
"Preferred Stock, Net",,,2980.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,8345.0,2601.0,4467.0,8245.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,316516.0,2601.0,4467.0,8245.0,Cash Flow
Long Term Debt Reduction,,,0.0,,,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-80000.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,238203.0,2601.0,4437.0,8190.0,Cash Flow
Foreign Exchange Effects,,,-40.0,117.0,-840.0,-2166.0,Cash Flow
Net Change in Cash,,,215238.0,41343.0,26447.0,-26781.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,188075.0,403313.0,403313.0,403313.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,403313.0,444656.0,429760.0,376532.0,Cash Flow
"Depreciation, Supplemental",,,5256.0,1517.0,3027.0,4870.0,Cash Flow
Free Cash Flow,,,-22925.0,38625.0,22850.0,-32430.0,
FCF Growth,,,,-2.6848418756815704,-0.4084142394822007,-2.4192560175054707,
