,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,47.0,46.0,37.0,-69.0,Cash Flow
Depreciation/Depletion,,,,,27.0,11.0,22.0,35.0,Cash Flow
Deferred Taxes,,,,,16.0,,,,Cash Flow
Unusual Items,,,,,6.0,-14.0,42.0,221.0,Cash Flow
Other Non-Cash Items,,,,,49.0,27.0,34.0,53.0,Cash Flow
Non-Cash Items,,,,,55.0,13.0,77.0,274.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,4.0,14.0,-3.0,-4.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,47.0,0.0,27.0,52.0,Cash Flow
Accounts Receivable,,,,,-8.0,,,,Cash Flow
Other Assets,,,,,-24.0,,,,Cash Flow
Changes in Working Capital,,,,,17.0,-30.0,-44.0,-80.0,Cash Flow
Total Cash from Operations,,,,,163.0,39.0,92.0,159.0,Cash Flow
Purchase of Fixed Assets,,,,,-12.0,-1.0,-2.0,-3.0,Cash Flow
Purchase/Acq of Intangibles,,,,,-26.0,-11.0,-24.0,-37.0,Cash Flow
Capital Expenditures,,,,,-39.0,-12.0,-26.0,-40.0,Cash Flow
Acquisition of Business,,,,,-112.0,,,,Cash Flow
Sale of Business,,,,,,245.0,247.0,248.0,Cash Flow
Other Investing Cash Flow,,,,,-734.0,-356.0,-860.0,-1124.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-846.0,-111.0,-612.0,-876.0,Cash Flow
Total Cash from Investing,,,,,-885.0,-122.0,-638.0,-916.0,Cash Flow
Financing Cash Flow Items,,,,,-5.0,-7.0,-8.0,-15.0,Cash Flow
Long Term Debt Issued,,,,,2771.0,699.0,1736.0,2655.0,Cash Flow
Long Term Debt Reduction,,,,,-2020.0,-630.0,-1241.0,-1804.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,751.0,69.0,495.0,851.0,Cash Flow
Total Cash From Financing,,,,,746.0,62.0,487.0,836.0,Cash Flow
Net Change in Cash,,,,,24.0,-22.0,-59.0,79.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,169.0,193.0,193.0,193.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,193.0,171.0,134.0,272.0,Cash Flow
"Depreciation, Supplemental",,,,,27.0,11.0,22.0,35.0,Cash Flow
Free Cash Flow,,,,,124.0,27.0,66.0,119.0,
FCF Growth,,,,,,-0.782258064516129,1.4444444444444446,0.803030303030303,
