,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Deferred Income Tax,,,13.0,8.0,7.0,,Balance Sheet
"Other Liabilities, Total",,,95.0,110.0,119.0,134.0,Balance Sheet
Total Liabilities,,,573.0,568.0,589.0,837.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,,Balance Sheet
Additional Paid-In Capital,,,1393.0,1395.0,1403.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),,,102.0,65.0,102.0,,Balance Sheet
Cum. Trans. Adjustment,,,0.0,0.0,0.0,,Balance Sheet
Other Equity,,,,,,1549.0,Balance Sheet
Min. Pension Lblty Adj.,,,5.0,5.0,4.0,,Balance Sheet
"Other Equity, Total",,,5.0,5.0,4.0,1549.0,Balance Sheet
Total Equity,,,1501.0,1466.0,1509.0,1549.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,2073.0,2033.0,2098.0,2386.0,Balance Sheet
Ttl Comm. Shares Outs.,,,60.0,63.0,67.0,131.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,208178.0,210230.0,275153.0,305872.0,Income Statement
"Cost of Revenue, Total",,,196844.0,179561.0,188478.0,199766.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,14537.0,17524.0,16687.0,18089.0,Income Statement
Depreciation/Amortization,,,24704.0,25605.0,26636.0,24868.0,Income Statement
Restructuring Charge,,,0.0,,,,Income Statement
Other Unusual Expnse (In),,,20769.0,26733.0,-5350.0,11430.0,Income Statement
Unusual Expense (Income),,,-165165.0,22171.0,-4247.0,11784.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,-185934.0,-4562.0,1103.0,354.0,Income Statement
Total Operating Expense,,,70920.0,244861.0,227554.0,254507.0,Income Statement
Total Operating Income,,,137258.0,-34631.0,47599.0,51365.0,Income Statement
"Inter Expse,Net Non-Operat",,,-8107.0,-7680.0,-7715.0,-7943.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,3455.0,450.0,1081.0,3235.0,Income Statement
Gain(Loss)on Sale of Assets,,,-2174.0,,,,Income Statement
Income Before Tax,,,130432.0,-41861.0,40965.0,46657.0,Income Statement
Income Tax - Total,,,6996.0,-5205.0,3908.0,13072.0,Income Statement
Income After Tax,,,123436.0,-36656.0,37057.0,33585.0,Income Statement
Minority Interest,,,0.0,,,,Income Statement
Net Inc Before Extra Items,,,123436.0,-36656.0,37057.0,33585.0,Income Statement
Total Extraordinary Items,,,0.0,,,,Income Statement
Total Net Income,,,123436.0,-36656.0,37057.0,33585.0,Income Statement
Income Available to Common Excl. Extra. Items,,,123436.0,-36656.0,37057.0,33585.0,Income Statement
Income Available to Common Incl. Extra. Items,,,123436.0,-36656.0,37057.0,33585.0,Income Statement
Basic/Primary Weighted Average Shares,,,67203.0,67643.0,69789.0,70318.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,1.84,-0.54,0.53,0.48,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,1.84,-0.54,0.53,0.48,Income Statement
Diluted Weighted Average Shares,,,84971.0,67643.0,82702.0,81926.0,Income Statement
Diluted EPS Excl. Extra. Items,,,1.45,-0.54,0.45,0.41,Income Statement
Diluted EPS Incl. Extra. Items,,,1.45,-0.54,0.45,0.41,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,8107.0,7680.0,7715.0,7943.0,Income Statement
"Depreciat/Amort, Suppl",,,24704.0,25605.0,26636.0,24868.0,Income Statement
Total Special Items,,,-162991.0,22171.0,-4247.0,11784.0,Income Statement
Normalzd Income Before Tax,,,-32559.0,-19690.0,36718.0,58441.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,-57047.0,7760.0,-405.0,3302.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-50051.0,2555.0,3503.0,16374.0,Income Statement
Normalized Income After Tax,,,17492.0,-22245.0,33215.0,42067.0,Income Statement
Normalzd Inc Avail to Common,,,17492.0,-22245.0,33215.0,42067.0,Income Statement
Basic Normalized EPS,,,0.26,-0.33,0.48,0.6,Income Statement
Diluted Normalized EPS,,,0.21,-0.33,0.4,0.51,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,352210.0,-36656.0,401.0,33986.0,Cash Flow
Depreciation/Depletion,,,110157.0,25605.0,52241.0,77109.0,Cash Flow
Amortization,,,51540.0,14099.0,28354.0,36525.0,Cash Flow
Deferred Taxes,,,-31763.0,-6143.0,-15730.0,,Cash Flow
Unusual Items,,,-529029.0,-6767.0,-6767.0,,Cash Flow
Other Non-Cash Items,,,7612.0,5605.0,10475.0,,Cash Flow
Non-Cash Items,,,-521417.0,-1162.0,3708.0,,Cash Flow
Changes in Working Capital,,,45441.0,-47556.0,-32675.0,-37814.0,Cash Flow
Total Cash from Operations,,,6168.0,-51813.0,36299.0,109806.0,Cash Flow
Capital Expenditures,,,-169040.0,-47045.0,-79525.0,-109235.0,Cash Flow
Sale of Fixed Assets,,,307518.0,14247.0,15756.0,15756.0,Cash Flow
Other Investing Cash Flow,,,54970.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,362488.0,14247.0,15756.0,15756.0,Cash Flow
Total Cash from Investing,,,193448.0,-32798.0,-63769.0,-93479.0,Cash Flow
Financing Cash Flow Items,,,-23665.0,-4926.0,-4926.0,-4926.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,730.0,118.0,440.0,784.0,Cash Flow
Long Term Debt Issued,,,417500.0,0.0,0.0,220000.0,Cash Flow
Long Term Debt Reduction,,,-762500.0,0.0,0.0,-1828.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-345000.0,0.0,0.0,218172.0,Cash Flow
Total Cash From Financing,,,-367935.0,-4808.0,-4486.0,214030.0,Cash Flow
Net Change in Cash,,,-168319.0,-89419.0,-31956.0,230357.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,479034.0,196722.0,196722.0,196722.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,310715.0,107303.0,164766.0,427079.0,Cash Flow
"Depreciation, Supplemental",,,110157.0,25605.0,52241.0,77109.0,Cash Flow
Free Cash Flow,,,-162872.0,-98858.0,-43226.0,571.0,
FCF Growth,,,,-0.3930325654501695,-0.5627465657812216,-1.013209642344885,
