,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Diluted EPS Incl. Extra. Items,,,,,,-0.93,-1.12,-1.35,-1.49,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,6.0,7.0,1586.0,2877.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,76.0,77.0,84.0,85.0,Income Statement
Normalzd Income Before Tax,,,,,,-26125.0,-31472.0,-37670.0,-41805.0,Income Statement
Normalized Income After Tax,,,,,,-26125.0,-31472.0,-37670.0,-41805.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-26125.0,-31472.0,-37670.0,-41805.0,Income Statement
Basic Normalized EPS,,,,,,-0.93,-1.12,-1.35,-1.49,Income Statement
Diluted Normalized EPS,,,,,,-0.93,-1.12,-1.35,-1.49,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-106931.0,-31472.0,-69142.0,-110949.0,Cash Flow
Depreciation/Depletion,,,,,,297.0,77.0,161.0,246.0,Cash Flow
Unusual Items,,,,,,46.0,,,-63.0,Cash Flow
Other Non-Cash Items,,,,,,19455.0,3825.0,8628.0,13731.0,Cash Flow
Non-Cash Items,,,,,,19501.0,3825.0,8628.0,13668.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,40.0,,,,Cash Flow
Inventories,,,,,,,-682.0,-1395.0,-1408.0,Cash Flow
Prepaid Expenses,,,,,,103.0,-3480.0,-7072.0,-4934.0,Cash Flow
Other Assets,,,,,,264.0,66.0,133.0,202.0,Cash Flow
Accrued Expenses,,,,,,-237.0,-71.0,-144.0,2678.0,Cash Flow
Payable/Accrued,,,,,,4850.0,-676.0,3315.0,3795.0,Cash Flow
Changes in Working Capital,,,,,,4980.0,-4843.0,-5163.0,333.0,Cash Flow
Total Cash from Operations,,,,,,-82153.0,-32413.0,-65516.0,-96702.0,Cash Flow
Total Cash from Investing,,,,,,-445.0,-120.0,-139.0,-139.0,Cash Flow
Financing Cash Flow Items,,,,,,,,-2646.0,-2646.0,Cash Flow
Sale/Issuance of Common,,,,,,100993.0,,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,,,,0.0,,,,Cash Flow
"Common Stock, Net",,,,,,100993.0,,0.0,0.0,Cash Flow
Options Exercised,,,,,,1454.0,0.0,185.0,233.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,102447.0,0.0,185.0,233.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,,68600.0,98600.0,Cash Flow
Total Cash From Financing,,,,,,102447.0,0.0,66139.0,96187.0,Cash Flow
Net Change in Cash,,,,,,19849.0,-32533.0,484.0,-654.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,213119.0,232968.0,232968.0,232968.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,232968.0,200435.0,233452.0,232314.0,Cash Flow
"Depreciation, Supplemental",,,,,,297.0,77.0,161.0,246.0,Cash Flow
Free Cash Flow,,,,,,,,,,
FCF Growth,,,,,,,,,,
