,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
Min. Pension Lblty Adj.,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Equity, Total",,,,0.0,1.0,1.0,1.0,Balance Sheet
Total Equity,,,,776.0,818.0,800.0,761.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,4037.0,4188.0,3906.0,3576.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,61.0,61.0,61.0,62.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,47.0,47.0,47.0,47.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,108.0,108.0,108.0,109.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,412299.0,366521.0,-75249.0,-156391.0,Income Statement
"Cost of Revenue, Total",,,,102401.0,89843.0,41735.0,13630.0,Income Statement
Selling/Gen/Admin Expense,,,,19299.0,27319.0,23332.0,22833.0,Income Statement
Labor & Related Expense,,,,55072.0,62898.0,63775.0,63284.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,74371.0,90217.0,87107.0,86117.0,Income Statement
Depreciation/Amortization,,,,11000.0,11100.0,10900.0,10900.0,Income Statement
"Other Operat Expse, Total",,,,104960.0,82146.0,-208160.0,-214798.0,Income Statement
Total Operating Expense,,,,292732.0,273306.0,-68418.0,-104151.0,Income Statement
Total Operating Income,,,,119567.0,93215.0,-6831.0,-52240.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-543.0,-476.0,-587.0,-817.0,Income Statement
"Inter Income, Non-Operating",,,,43.0,8.0,11.0,356.0,Income Statement
"Invest Income, Non-Operat",,,,5396.0,3488.0,-11674.0,-21152.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,5439.0,3496.0,-11663.0,-20796.0,Income Statement
OtherNon-OperatInc (Expnse),,,,17617.0,19607.0,-1104.0,-634.0,Income Statement
"Other, Net",,,,17617.0,19607.0,-1104.0,-634.0,Income Statement
Income Before Tax,,,,142080.0,115842.0,-20185.0,-74487.0,Income Statement
Income Tax - Total,,,,15787.0,12235.0,1286.0,-7422.0,Income Statement
Income After Tax,,,,126293.0,103607.0,-21471.0,-67065.0,Income Statement
Minority Interest,,,,-77947.0,-61792.0,10431.0,37844.0,Income Statement
Net Inc Before Extra Items,,,,48346.0,41815.0,-11040.0,-29221.0,Income Statement
Total Net Income,,,,48346.0,41815.0,-11040.0,-29221.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,48346.0,41815.0,-11040.0,-29221.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,48346.0,41815.0,-11040.0,-29221.0,Income Statement
Basic/Primary Weighted Average Shares,,,,57876.0,60593.0,61144.0,61408.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.84,0.69,-0.18,-0.48,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.84,0.69,-0.18,-0.48,Income Statement
Diluted Weighted Average Shares,,,,61483.0,64046.0,61144.0,61408.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.79,0.65,-0.18,-0.48,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.79,0.65,-0.18,-0.48,Income Statement
Div/Share-ComStockPrimIssue,,,,0.15,0.15,0.2,0.2,Income Statement
Gross Divid - Common Stock,,,,9255.0,8619.0,12629.0,12681.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,543.0,476.0,587.0,817.0,Income Statement
"Depreciat/Amort, Suppl",,,,663.0,611.0,621.0,824.0,Income Statement
Total Special Items,,,,0.0,2700.0,600.0,600.0,Income Statement
Normalzd Income Before Tax,,,,142080.0,118542.0,-19585.0,-73887.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,0.0,285.0,210.0,210.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,15787.0,12520.0,1496.0,-7212.0,Income Statement
Normalized Income After Tax,,,,126293.0,106022.0,-21081.0,-66675.0,Income Statement
Normalzd Inc Avail to Common,,,,48346.0,44230.0,-10650.0,-28831.0,Income Statement
Basic Normalized EPS,,,,0.84,0.73,-0.17,-0.47,Income Statement
Diluted Normalized EPS,,,,0.79,0.69,-0.17,-0.47,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,380674.0,484281.0,-21471.0,-88536.0,Cash Flow
Depreciation/Depletion,,,,15289.0,26977.0,11521.0,23245.0,Cash Flow
Deferred Taxes,,,,10216.0,6216.0,-2820.0,-13113.0,Cash Flow
Unusual Items,,,,213808.0,297749.0,-41079.0,-108093.0,Cash Flow
Other Non-Cash Items,,,,-454599.0,-592315.0,120852.0,307343.0,Cash Flow
Non-Cash Items,,,,-240791.0,-294566.0,79773.0,199250.0,Cash Flow
Accounts Receivable,,,,-3487.0,-13264.0,-19838.0,5650.0,Cash Flow
Other Assets,,,,6808.0,2091.0,-9692.0,-9285.0,Cash Flow
Accounts Payable,,,,-1819.0,-2259.0,-299.0,-570.0,Cash Flow
Accrued Expenses,,,,20439.0,-1418.0,32552.0,32015.0,Cash Flow
Payable/Accrued,,,,-5153.0,6636.0,-12723.0,-2250.0,Cash Flow
Changes in Working Capital,,,,16590.0,-8627.0,-9521.0,24868.0,Cash Flow
Total Cash from Operations,,,,181978.0,214281.0,57482.0,145714.0,Cash Flow
Capital Expenditures,,,,-1644.0,-2103.0,-348.0,-2095.0,Cash Flow
Acquisition of Business,,,,-181529.0,-181529.0,,0.0,Cash Flow
Sale/Maturity of Investment,,,,,0.0,,,Cash Flow
Purchase of Investments,,,,-27251.0,-39649.0,-10869.0,-21177.0,Cash Flow
Other Investing Cash Flow,,,,8949.0,13040.0,3616.0,5960.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-199831.0,-208138.0,-7253.0,-15217.0,Cash Flow
Total Cash from Investing,,,,-201475.0,-210241.0,-7601.0,-17312.0,Cash Flow
Financing Cash Flow Items,,,,-77315.0,-108519.0,-48498.0,-78342.0,Cash Flow
Total Cash Dividends Paid,,,,-14758.0,-23874.0,-12220.0,-24507.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,0.0,-3046.0,,,Cash Flow
Long Term Debt Issued,,,,185000.0,185000.0,,0.0,Cash Flow
Long Term Debt Reduction,,,,-120000.0,-120000.0,,0.0,Cash Flow
"Long Term Debt, Net",,,,65000.0,65000.0,,0.0,Cash Flow
Total Debt Reduction,,,,0.0,0.0,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,65000.0,65000.0,,0.0,Cash Flow
Total Cash From Financing,,,,-27073.0,-70439.0,-60718.0,-102849.0,Cash Flow
Foreign Exchange Effects,,,,-377.0,-15.0,720.0,1481.0,Cash Flow
Net Change in Cash,,,,-46947.0,-66414.0,-10117.0,27034.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,183863.0,183863.0,117449.0,117449.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,136916.0,117449.0,107332.0,144483.0,Cash Flow
"Depreciation, Supplemental",,,,15289.0,26977.0,11521.0,23245.0,Cash Flow
Free Cash Flow,,,,180334.0,212178.0,57134.0,143619.0,
FCF Growth,,,,,0.17658345070813053,-0.7307260884728859,1.513722126929674,
