,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Income Before Tax,,,,,,-3013.0,-497.0,-11475.0,-3300.0,Income Statement
Income Tax - Total,,,,,,593.0,2170.0,1711.0,3359.0,Income Statement
Income After Tax,,,,,,-3606.0,-2667.0,-13186.0,-6659.0,Income Statement
Net Inc Before Extra Items,,,,,,-3606.0,-2667.0,-13186.0,-6659.0,Income Statement
Total Net Income,,,,,,-3606.0,-2667.0,-13186.0,-6659.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,-3606.0,-2667.0,-13186.0,-6659.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,-3606.0,-2667.0,-13186.0,-6659.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,65808.0,66919.0,67136.0,68623.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,-0.05,-0.04,-0.2,-0.1,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,-0.05,-0.04,-0.2,-0.1,Income Statement
Diluted Weighted Average Shares,,,,,,65808.0,66919.0,67136.0,68623.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,-0.05,-0.04,-0.2,-0.1,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,-0.05,-0.04,-0.2,-0.1,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,1529.0,1589.0,1691.0,1627.0,Income Statement
Total Special Items,,,,,,0.0,922.0,6053.0,2658.0,Income Statement
Normalzd Income Before Tax,,,,,,-3013.0,425.0,-5422.0,-642.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,0.0,323.0,2119.0,930.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,593.0,2493.0,3830.0,4289.0,Income Statement
Normalized Income After Tax,,,,,,-3606.0,-2068.0,-9252.0,-4931.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-3606.0,-2068.0,-9252.0,-4931.0,Income Statement
Basic Normalized EPS,,,,,,-0.05,-0.03,-0.14,-0.07,Income Statement
Diluted Normalized EPS,,,,,,-0.05,-0.03,-0.14,-0.07,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-7700.0,-2667.0,-15853.0,-22512.0,Cash Flow
Depreciation/Depletion,,,,,,5049.0,1589.0,3280.0,4907.0,Cash Flow
Deferred Taxes,,,,,,2611.0,-87.0,-731.0,-1032.0,Cash Flow
Unusual Items,,,,,,979.0,0.0,0.0,0.0,Cash Flow
Other Non-Cash Items,,,,,,33081.0,9342.0,26631.0,44966.0,Cash Flow
Non-Cash Items,,,,,,34060.0,9342.0,26631.0,44966.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,2448.0,643.0,1880.0,4060.0,Cash Flow
Accounts Receivable,,,,,,-18676.0,-2573.0,-5454.0,-11228.0,Cash Flow
Prepaid Expenses,,,,,,-1176.0,-1268.0,-3302.0,-3067.0,Cash Flow
Other Assets,,,,,,-612.0,-1065.0,-711.0,-1593.0,Cash Flow
Accounts Payable,,,,,,957.0,159.0,1341.0,2425.0,Cash Flow
Accrued Expenses,,,,,,18.0,-1118.0,-860.0,-1638.0,Cash Flow
Changes in Working Capital,,,,,,-16047.0,1340.0,1995.0,-6690.0,Cash Flow
Total Cash from Operations,,,,,,17973.0,9517.0,15322.0,19639.0,Cash Flow
Capital Expenditures,,,,,,-4716.0,-1653.0,-3213.0,-4381.0,Cash Flow
Acquisition of Business,,,,,,-30650.0,,0.0,0.0,Cash Flow
Purchase of Investments,,,,,,,,-1000.0,-1000.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-30650.0,,-1000.0,-1000.0,Cash Flow
Total Cash from Investing,,,,,,-35366.0,-1653.0,-4213.0,-5381.0,Cash Flow
Financing Cash Flow Items,,,,,,-49794.0,-3929.0,-5220.0,-12178.0,Cash Flow
"Common Stock, Net",,,,,,78311.0,,,109537.0,Cash Flow
"Preferred Stock, Net",,,,,,0.0,,,,Cash Flow
Options Exercised,,,,,,-27528.0,292.0,830.0,1144.0,Cash Flow
Warrants Converted,,,,,,48145.0,,,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,98928.0,292.0,830.0,110681.0,Cash Flow
Long Term Debt Issued,,,,,,,5000.0,5000.0,5000.0,Cash Flow
Long Term Debt Reduction,,,,,,,,-5000.0,-5000.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,5000.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,,,49134.0,1363.0,-4390.0,98503.0,Cash Flow
Foreign Exchange Effects,,,,,,-122.0,-283.0,-1065.0,-1937.0,Cash Flow
Net Change in Cash,,,,,,31619.0,8944.0,5654.0,110824.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,112745.0,144364.0,144364.0,144364.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,144364.0,153308.0,150018.0,255188.0,Cash Flow
"Depreciation, Supplemental",,,,,,5049.0,1589.0,3280.0,4907.0,Cash Flow
Free Cash Flow,,,,,,13257.0,7864.0,12109.0,15258.0,
FCF Growth,,,,,,,-0.40680395262879987,0.5398016276703967,0.26005450491370063,
