,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Sale/Maturity of Investment,,,,,,10250.0,0.0,0.0,0.0,Cash Flow
Purchase of Investments,,,,,,0.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,10250.0,0.0,0.0,0.0,Cash Flow
Total Cash from Investing,,,,,,-2796.0,-2632.0,-5481.0,-10292.0,Cash Flow
Financing Cash Flow Items,,,,,,-261.0,-1228.0,-1451.0,-2826.0,Cash Flow
"Common Stock, Net",,,,,,238258.0,0.0,203.0,43563.0,Cash Flow
Options Exercised,,,,,,4688.0,94.0,277.0,468.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,242946.0,94.0,480.0,44031.0,Cash Flow
Total Cash From Financing,,,,,,242685.0,-1134.0,-971.0,41205.0,Cash Flow
Net Change in Cash,,,,,,188837.0,339.0,-17052.0,4985.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,88857.0,277694.0,277694.0,277694.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,277694.0,278033.0,260642.0,282679.0,Cash Flow
"Depreciation, Supplemental",,,,,,1538.0,352.0,757.0,1516.0,Cash Flow
Free Cash Flow,,,,,,-64098.0,1473.0,-16081.0,-36220.0,
FCF Growth,,,,,,,-1.022980436207058,-11.917175831636117,1.252347490827685,
