,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Operating Expense,,,,1445.0,1479.0,1240.0,1110.0,Income Statement
Total Operating Income,,,,1204.0,1233.0,195.0,231.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-182.0,-80.0,-81.0,-84.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-167.0,-91.0,-35.0,-40.0,Income Statement
"Other, Net",,,,-167.0,-91.0,-35.0,-40.0,Income Statement
Income Before Tax,,,,855.0,1062.0,79.0,106.0,Income Statement
Income Tax - Total,,,,-10.0,26.0,19.0,10.0,Income Statement
Income After Tax,,,,865.0,1037.0,60.0,96.0,Income Statement
Minority Interest,,,,-817.0,-983.0,-56.0,-89.0,Income Statement
Net Inc Before Extra Items,,,,48.0,54.0,3.0,7.0,Income Statement
Total Net Income,,,,48.0,54.0,3.0,7.0,Income Statement
Total Adjust to Net Income,,,,0.0,0.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,48.0,54.0,3.0,7.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,48.0,54.0,3.0,7.0,Income Statement
Basic/Primary Weighted Average Shares,,,,133.0,123.0,119.0,119.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.36,0.44,0.03,0.06,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.36,0.44,0.03,0.06,Income Statement
Dilution Adjustment,,,,4302.0,746.0,39.0,75.0,Income Statement
Diluted Weighted Average Shares,,,,7552.0,1975.0,1972.0,1971.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.58,0.4,0.02,0.04,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.58,0.4,0.02,0.04,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,124.0,,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,182.0,80.0,81.0,84.0,Income Statement
"Depreciat/Amort, Suppl",,,,19.0,21.0,25.0,24.0,Income Statement
Total Special Items,,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,,855.0,1062.0,79.0,106.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,-10.0,26.0,19.0,10.0,Income Statement
Normalized Income After Tax,,,,865.0,1037.0,60.0,96.0,Income Statement
Normalzd Inc Avail to Common,,,,48.0,54.0,3.0,7.0,Income Statement
Basic Normalized EPS,,,,0.36,0.44,0.03,0.06,Income Statement
Diluted Normalized EPS,,,,0.58,0.4,0.02,0.04,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,6072.0,1037.0,1096.0,1193.0,Cash Flow
Depreciation/Depletion,,,,75.0,21.0,46.0,70.0,Cash Flow
Deferred Taxes,,,,48.0,2.0,34.0,36.0,Cash Flow
Unusual Items,,,,-10381.0,-1484.0,-2291.0,-2857.0,Cash Flow
Other Non-Cash Items,,,,763.0,-423.0,-377.0,-515.0,Cash Flow
Non-Cash Items,,,,-9618.0,-1907.0,-2668.0,-3371.0,Cash Flow
"Cash Interest Pd, Suppl",,,,423.0,1.0,2.0,4.0,Cash Flow
Accounts Receivable,,,,12.0,-1.0,0.0,-1.0,Cash Flow
Other Assets,,,,87.0,-37.0,37.0,135.0,Cash Flow
Accounts Payable,,,,-30.0,13.0,-35.0,-72.0,Cash Flow
Changes in Working Capital,,,,11167.0,9620.0,8076.0,11678.0,Cash Flow
Total Cash from Operations,,,,7744.0,8772.0,6585.0,9605.0,Cash Flow
Capital Expenditures,,,,-118.0,-27.0,-63.0,-88.0,Cash Flow
Acquisition of Business,,,,-1234.0,,,,Cash Flow
Sale/Maturity of Investment,,,,933.0,254.0,474.0,474.0,Cash Flow
"Investment, Net",,,,-40.0,,,,Cash Flow
Purchase of Investments,,,,-185.0,-16.0,-16.0,-19.0,Cash Flow
Other Investing Cash Flow,,,,-21.0,7.0,14.0,15.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-547.0,245.0,471.0,470.0,Cash Flow
Total Cash from Investing,,,,-665.0,219.0,409.0,382.0,Cash Flow
Financing Cash Flow Items,,,,-3973.0,-2170.0,-2175.0,-2141.0,Cash Flow
Sale/Issuance of Common,,,,42.0,12.0,25.0,31.0,Cash Flow
Repurch/Retirement Common,,,,-232.0,-100.0,-145.0,-166.0,Cash Flow
"Common Stock, Net",,,,-190.0,-89.0,-121.0,-135.0,Cash Flow
Options Exercised,,,,-13.0,-1.0,-4.0,-32.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,-202.0,-90.0,-125.0,-166.0,Cash Flow
"Short Term Debt, Net",,,,-3424.0,-6481.0,-5847.0,-8925.0,Cash Flow
Total Debt Issued,,,,2001.0,0.0,1.0,1.0,Cash Flow
Total Debt Reduction,,,,-1323.0,-75.0,-75.0,-75.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-2746.0,-6555.0,-5921.0,-8998.0,Cash Flow
Total Cash From Financing,,,,-6921.0,-8816.0,-8221.0,-11306.0,Cash Flow
Foreign Exchange Effects,,,,0.0,1.0,0.0,-1.0,Cash Flow
Net Change in Cash,,,,157.0,176.0,-1228.0,-1320.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,2054.0,2212.0,2212.0,2212.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,2212.0,2388.0,984.0,892.0,Cash Flow
"Depreciation, Supplemental",,,,75.0,21.0,46.0,70.0,Cash Flow
Free Cash Flow,,,,7626.0,8745.0,6522.0,9517.0,
FCF Growth,,,,,0.14673485444531864,-0.2542024013722127,0.4592149647347439,
