,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Accrued Expenses,,,-2815.0,938.0,3326.0,5131.0,Cash Flow
Changes in Working Capital,,,-14741.0,-5724.0,-8335.0,-6036.0,Cash Flow
Total Cash from Operations,,,-318.0,-4097.0,-1207.0,6635.0,Cash Flow
Total Cash from Investing,,,-8014.0,-3171.0,-5263.0,-6185.0,Cash Flow
Financing Cash Flow Items,,,-13850.0,-805.0,-897.0,-917.0,Cash Flow
Sale/Issuance of Common,,,260545.0,,,,Cash Flow
Repurch/Retirement Common,,,0.0,,,,Cash Flow
"Common Stock, Net",,,172699.0,,,,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,172699.0,,,,Cash Flow
Short Term Debt Issued,,,0.0,,,,Cash Flow
Short Term Debt Reduction,,,0.0,,,,Cash Flow
"Short Term Debt, Net",,,0.0,,,,Cash Flow
Long Term Debt Issued,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,-100000.0,,,,Cash Flow
"Long Term Debt, Net",,,-100000.0,,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-100000.0,,,,Cash Flow
Total Cash From Financing,,,58849.0,-805.0,-897.0,-917.0,Cash Flow
Foreign Exchange Effects,,,-90.0,-86.0,-439.0,-355.0,Cash Flow
Net Change in Cash,,,50427.0,-8159.0,-7806.0,-822.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,13938.0,64365.0,64365.0,64365.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,64365.0,56206.0,56559.0,63543.0,Cash Flow
"Depreciation, Supplemental",,,3975.0,1340.0,2955.0,4654.0,Cash Flow
Free Cash Flow,,,,,,,
FCF Growth,,,,,,,
