,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,7000.0,7000.0,7000.0,8000.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,6000.0,6000.0,7000.0,6000.0,Income Statement
Total Special Items,,,,,,1000.0,0.0,12000.0,19000.0,Income Statement
Normalzd Income Before Tax,,,,,,8000.0,3000.0,55000.0,58000.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,0.0,0.0,2791.0,5359.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,0.0,2000.0,12791.0,16359.0,Income Statement
Normalized Income After Tax,,,,,,8000.0,1000.0,42209.0,41641.0,Income Statement
Normalzd Inc Avail to Common,,,,,,7000.0,2000.0,42209.0,41641.0,Income Statement
Basic Normalized EPS,,,,,,0.08,0.02,0.51,0.51,Income Statement
Diluted Normalized EPS,,,,,,0.08,0.02,0.51,0.51,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,128000.0,2000.0,35000.0,63000.0,Cash Flow
Depreciation/Depletion,,,,,,35000.0,8000.0,17000.0,25000.0,Cash Flow
Deferred Taxes,,,,,,-2000.0,,-6000.0,-14000.0,Cash Flow
Unusual Items,,,,,,32000.0,0.0,11000.0,30000.0,Cash Flow
Other Non-Cash Items,,,,,,30000.0,4000.0,11000.0,16000.0,Cash Flow
Non-Cash Items,,,,,,62000.0,4000.0,22000.0,46000.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,40000.0,0.0,9000.0,20000.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,46000.0,6000.0,13000.0,21000.0,Cash Flow
Accounts Receivable,,,,,,-2000.0,2000.0,1000.0,3000.0,Cash Flow
Prepaid Expenses,,,,,,,1000.0,-13000.0,-68000.0,Cash Flow
Accounts Payable,,,,,,10000.0,7000.0,30000.0,23000.0,Cash Flow
Accrued Expenses,,,,,,-15000.0,-13000.0,29000.0,29000.0,Cash Flow
Changes in Working Capital,,,,,,-38000.0,33000.0,26000.0,-40000.0,Cash Flow
Total Cash from Operations,,,,,,185000.0,47000.0,94000.0,80000.0,Cash Flow
Capital Expenditures,,,,,,-31000.0,-9000.0,-19000.0,-30000.0,Cash Flow
Acquisition of Business,,,,,,0.0,,,,Cash Flow
Sale/Maturity of Investment,,,,,,0.0,,,,Cash Flow
Purchase of Investments,,,,,,0.0,,,,Cash Flow
Other Investing Cash Flow,,,,,,0.0,1000.0,,5000.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,0.0,1000.0,,5000.0,Cash Flow
Total Cash from Investing,,,,,,-31000.0,-8000.0,-19000.0,-25000.0,Cash Flow
Financing Cash Flow Items,,,,,,-30000.0,-3000.0,-2000.0,-2000.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,-103000.0,-40000.0,-59000.0,-59000.0,Cash Flow
"Short Term Debt, Net",,,,,,638000.0,,,0.0,Cash Flow
"Long Term Debt, Net",,,,,,-994000.0,-4000.0,-8000.0,-13000.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,-356000.0,-4000.0,-8000.0,-13000.0,Cash Flow
Total Cash From Financing,,,,,,-489000.0,-47000.0,-69000.0,-74000.0,Cash Flow
Net Change in Cash,,,,,,-335000.0,-8000.0,6000.0,-19000.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,597000.0,262000.0,262000.0,262000.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,262000.0,255000.0,269000.0,244000.0,Cash Flow
"Depreciation, Supplemental",,,,,,35000.0,8000.0,17000.0,25000.0,Cash Flow
Free Cash Flow,,,,,,154000.0,38000.0,75000.0,50000.0,
FCF Growth,,,,,,,-0.7532467532467533,0.9736842105263157,-0.33333333333333337,
