,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Liabilities,,,,63.0,37.0,34.0,23.0,Balance Sheet
Redeemable Preferred Stock,,,,0.0,0.0,0.0,,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,654.0,666.0,678.0,689.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,56.0,14.0,-17.0,-25.0,Balance Sheet
"Other Equity, Total",,,,,,,-1.0,Balance Sheet
Total Equity,,,,710.0,680.0,660.0,663.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,773.0,717.0,694.0,687.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,83.0,83.0,83.0,83.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,192180.0,0.0,0.0,0.0,Income Statement
Selling/Gen/Admin Expense,,,,7171.0,6309.0,6120.0,5242.0,Income Statement
Labor & Related Expense,,,,6017.0,6233.0,6317.0,6134.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,13188.0,12542.0,12437.0,11376.0,Income Statement
Research & Development,,,,39772.0,16302.0,16222.0,15148.0,Income Statement
Unusual Expense (Income),,,,18039.0,13331.0,3636.0,-10243.0,Income Statement
Total Operating Expense,,,,70999.0,42175.0,32295.0,16281.0,Income Statement
Total Operating Income,,,,121181.0,-42175.0,-32295.0,-16281.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,51.0,98.0,1080.0,4382.0,Income Statement
Income Before Tax,,,,121232.0,-42077.0,-31215.0,-11899.0,Income Statement
Income Tax - Total,,,,4100.0,0.0,120.0,-3833.0,Income Statement
Income After Tax,,,,117132.0,-42077.0,-31335.0,-8066.0,Income Statement
Net Inc Before Extra Items,,,,117132.0,-42077.0,-31335.0,-8066.0,Income Statement
Total Net Income,,,,117132.0,-42077.0,-31335.0,-8066.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,117132.0,-42077.0,-31335.0,-8066.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,117132.0,-42077.0,-31335.0,-8066.0,Income Statement
Basic/Primary Weighted Average Shares,,,,83098.0,83176.0,83258.0,83259.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,1.41,-0.51,-0.38,-0.1,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,1.41,-0.51,-0.38,-0.1,Income Statement
Diluted Weighted Average Shares,,,,87611.0,83176.0,83258.0,83259.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,1.34,-0.51,-0.38,-0.1,Income Statement
Diluted EPS Incl. Extra. Items,,,,1.34,-0.51,-0.38,-0.1,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,7.0,7.0,43.0,106.0,Income Statement
Total Special Items,,,,18039.0,13331.0,3636.0,-10243.0,Income Statement
Normalzd Income Before Tax,,,,139271.0,-28746.0,-27579.0,-22142.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,610.0,0.0,1273.0,-3585.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,4710.0,0.0,1393.0,-7418.0,Income Statement
Normalized Income After Tax,,,,134561.0,-28746.0,-28972.0,-14724.0,Income Statement
Normalzd Inc Avail to Common,,,,134561.0,-28746.0,-28972.0,-14724.0,Income Statement
Basic Normalized EPS,,,,1.62,-0.35,-0.35,-0.18,Income Statement
Diluted Normalized EPS,,,,1.54,-0.35,-0.35,-0.18,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,121.0,-42.0,-73.0,-81.0,Cash Flow
Depreciation/Depletion,,,,0.0,0.0,0.0,0.0,Cash Flow
Non-Cash Items,,,,40.0,12.0,24.0,33.0,Cash Flow
Accounts Receivable,,,,,,0.0,-5.0,Cash Flow
Prepaid Expenses,,,,0.0,0.0,3.0,-4.0,Cash Flow
Other Assets,,,,0.0,0.0,0.0,0.0,Cash Flow
Accounts Payable,,,,10.0,-1.0,9.0,-3.0,Cash Flow
Accrued Expenses,,,,44.0,-28.0,-41.0,-38.0,Cash Flow
Changes in Working Capital,,,,-248.0,-29.0,-28.0,-51.0,Cash Flow
Total Cash from Operations,,,,-87.0,-59.0,-78.0,-99.0,Cash Flow
Capital Expenditures,,,,0.0,0.0,-2.0,-2.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-487.0,Cash Flow
Total Cash from Investing,,,,0.0,0.0,-2.0,-489.0,Cash Flow
Total Cash From Financing,,,,1.0,0.0,0.0,0.0,Cash Flow
Net Change in Cash,,,,-86.0,-59.0,-80.0,-588.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,850.0,765.0,765.0,765.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,765.0,706.0,685.0,177.0,Cash Flow
"Depreciation, Supplemental",,,,0.0,0.0,0.0,0.0,Cash Flow
Free Cash Flow,,,,-87.0,-59.0,-80.0,-101.0,
FCF Growth,,,,,-0.32183908045977017,0.35593220338983045,0.26249999999999996,
