,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
Date,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Income Statement
Total Revenue,,,56018.0,65636.0,78255.0,102505.0,Income Statement
"Cost of Revenue, Total",,,20357.0,24249.0,27139.0,36261.0,Income Statement
Selling/Gen/Admin Expense,,,51137.0,55691.0,76212.0,94340.0,Income Statement
Labor & Related Expense,,,17125.0,14143.0,19319.0,25107.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,68262.0,69834.0,95531.0,119447.0,Income Statement
Research & Development,,,34773.0,42644.0,45881.0,54989.0,Income Statement
Total Operating Expense,,,123392.0,136727.0,168551.0,210697.0,Income Statement
Total Operating Income,,,-67374.0,-71091.0,-90296.0,-108192.0,Income Statement
"Inter Expse,Net Non-Operat",,,-3.0,-2.0,-5.0,-607.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,99.0,59.0,1087.0,3222.0,Income Statement
OtherNon-OperatInc (Expnse),,,-1055.0,-259.0,-291.0,427.0,Income Statement
"Other, Net",,,-1055.0,-259.0,-291.0,427.0,Income Statement
Income Before Tax,,,-68333.0,-71293.0,-89505.0,-105150.0,Income Statement
Income Tax - Total,,,262.0,416.0,329.0,-8844.0,Income Statement
Income After Tax,,,-68595.0,-71709.0,-89834.0,-96306.0,Income Statement
Net Inc Before Extra Items,,,-68595.0,-71709.0,-89834.0,-96306.0,Income Statement
Total Net Income,,,-68595.0,-71709.0,-89834.0,-96306.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-68595.0,-71709.0,-89834.0,-96306.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-68595.0,-71709.0,-89834.0,-96306.0,Income Statement
Basic/Primary Weighted Average Shares,,,266615.0,270452.0,269595.0,277417.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.26,-0.27,-0.33,-0.35,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.26,-0.27,-0.33,-0.35,Income Statement
Diluted Weighted Average Shares,,,266615.0,270452.0,269595.0,277417.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.26,-0.27,-0.33,-0.35,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.26,-0.27,-0.33,-0.35,Income Statement
Div/Share-ComStockPrimIssue,,,0.0,,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,3.0,2.0,5.0,607.0,Income Statement
"Depreciat/Amort, Suppl",,,1425.0,1300.0,1302.0,1392.0,Income Statement
Normalzd Income Before Tax,,,-68333.0,-71293.0,-89505.0,-105150.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,262.0,416.0,329.0,-8844.0,Income Statement
Normalized Income After Tax,,,-68595.0,-71709.0,-89834.0,-96306.0,Income Statement
Normalzd Inc Avail to Common,,,-68595.0,-71709.0,-89834.0,-96306.0,Income Statement
Basic Normalized EPS,,,-0.26,-0.27,-0.33,-0.35,Income Statement
Diluted Normalized EPS,,,-0.26,-0.27,-0.33,-0.35,Income Statement
Date,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Cash Flow
Net Income,,,-199.0,-271.0,-90.0,-186.0,Cash Flow
Depreciation/Depletion,,,6.0,8.0,2.0,11.0,Cash Flow
Non-Cash Items,,,80.0,112.0,41.0,105.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,0.0,1.0,0.0,0.0,Cash Flow
"Cash Interest Pd, Suppl",,,0.0,0.0,0.0,0.0,Cash Flow
Accounts Receivable,,,-26.0,-59.0,15.0,0.0,Cash Flow
Prepaid Expenses,,,-7.0,-7.0,-5.0,-9.0,Cash Flow
Other Assets,,,-28.0,-54.0,-9.0,-39.0,Cash Flow
Accounts Payable,,,-6.0,-2.0,5.0,6.0,Cash Flow
Accrued Expenses,,,27.0,56.0,-23.0,-22.0,Cash Flow
Changes in Working Capital,,,24.0,56.0,-2.0,-41.0,Cash Flow
Total Cash from Operations,,,-90.0,-96.0,-49.0,-111.0,Cash Flow
Purchase of Fixed Assets,,,-3.0,-4.0,-3.0,-4.0,Cash Flow
Purchase/Acq of Intangibles,,,-1.0,-1.0,0.0,0.0,Cash Flow
Software Development Costs,,,-5.0,-6.0,-3.0,-6.0,Cash Flow
Capital Expenditures,,,-9.0,-10.0,-6.0,-10.0,Cash Flow
Acquisition of Business,,,-3.0,-3.0,0.0,-281.0,Cash Flow
Sale/Maturity of Investment,,,,,,292.0,Cash Flow
Purchase of Investments,,,,-6.0,-853.0,-1244.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-3.0,-9.0,-853.0,-1233.0,Cash Flow
Total Cash from Investing,,,-12.0,-20.0,-859.0,-1243.0,Cash Flow
Financing Cash Flow Items,,,-7.0,-7.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,1389.0,1400.0,,9.0,Cash Flow
"Preferred Stock, Net",,,0.0,0.0,,,Cash Flow
Options Exercised,,,9.0,15.0,5.0,8.0,Cash Flow
Warrants Converted,,,,0.0,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,1397.0,1415.0,5.0,17.0,Cash Flow
Long Term Debt Issued,,,0.0,0.0,,,Cash Flow
Long Term Debt Reduction,,,-20.0,-20.0,,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-20.0,-20.0,,0.0,Cash Flow
Total Cash From Financing,,,1370.0,1387.0,5.0,17.0,Cash Flow
Foreign Exchange Effects,,,1.0,1.0,0.0,0.0,Cash Flow
Net Change in Cash,,,1269.0,1273.0,-903.0,-1338.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,399.0,399.0,1672.0,1672.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,1668.0,1672.0,769.0,334.0,Cash Flow
"Depreciation, Supplemental",,,6.0,8.0,2.0,11.0,Cash Flow
Free Cash Flow,,,-99.0,-106.0,-55.0,-121.0,
FCF Growth,,,,0.07070707070707072,-0.4811320754716981,1.2000000000000002,
