,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Ttl Comm. Shares Outs.,,,152.0,156.0,157.0,157.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2022-01-02 00:00:00,2022-04-03 00:00:00,2022-07-03 00:00:00,2022-10-02 00:00:00,Income Statement
Total Revenue,,,0.0,0.0,5101.0,8.0,Income Statement
"Cost of Revenue, Total",,,120.0,515.0,5739.0,6629.0,Income Statement
Selling/Gen/Admin Expense,,,10189.0,9143.0,7457.0,8850.0,Income Statement
Labor & Related Expense,,,2016.0,2726.0,4109.0,4260.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,12205.0,11869.0,11566.0,13110.0,Income Statement
Research & Development,,,12437.0,12731.0,15827.0,13948.0,Income Statement
Total Operating Expense,,,24762.0,25115.0,33132.0,33687.0,Income Statement
Total Operating Income,,,-24762.0,-25115.0,-28031.0,-33679.0,Income Statement
"Inter Expse,Net Non-Operat",,,0.0,,,,Income Statement
OtherNon-OperatInc (Expnse),,,-59806.0,67822.0,26896.0,-48334.0,Income Statement
"Other, Net",,,-59806.0,67822.0,26896.0,-48334.0,Income Statement
Income Before Tax,,,-84568.0,42707.0,-1135.0,-82013.0,Income Statement
Income After Tax,,,-84568.0,42707.0,-1135.0,-82013.0,Income Statement
Net Inc Before Extra Items,,,-84568.0,42707.0,-1135.0,-82013.0,Income Statement
Total Net Income,,,-84568.0,42707.0,-1135.0,-82013.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-84568.0,42707.0,-1135.0,-82013.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-84568.0,42707.0,-1135.0,-82013.0,Income Statement
Basic/Primary Weighted Average Shares,,,140923.0,151648.0,152521.0,153332.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.6,0.28,-0.01,-0.53,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.6,0.28,-0.01,-0.53,Income Statement
Diluted Weighted Average Shares,,,140923.0,153338.0,152521.0,153332.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.6,0.28,-0.01,-0.53,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.6,0.28,-0.01,-0.53,Income Statement
Div/Share-ComStockPrimIssue,,,0.0,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,0.0,,,,Income Statement
"Depreciat/Amort, Suppl",,,326.0,314.0,1217.0,2857.0,Income Statement
Total Special Items,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,-84568.0,42707.0,-1135.0,-82013.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,0.0,,,,Income Statement
Normalized Income After Tax,,,-84568.0,42707.0,-1135.0,-82013.0,Income Statement
Normalzd Inc Avail to Common,,,-84568.0,42707.0,-1135.0,-82013.0,Income Statement
Basic Normalized EPS,,,-0.6,0.28,-0.01,-0.53,Income Statement
Diluted Normalized EPS,,,-0.6,0.28,-0.01,-0.53,Income Statement
Date,,,2022-01-02 00:00:00,2022-04-03 00:00:00,2022-07-03 00:00:00,2022-10-02 00:00:00,Cash Flow
Net Income,,,-125874.0,42707.0,41572.0,-40441.0,Cash Flow
Depreciation/Depletion,,,995.0,314.0,1531.0,4388.0,Cash Flow
Unusual Items,,,56201.0,-67800.0,-94200.0,-44040.0,Cash Flow
Other Non-Cash Items,,,11231.0,5372.0,13687.0,22524.0,Cash Flow
Non-Cash Items,,,67432.0,-62428.0,-80513.0,-21516.0,Cash Flow
Accounts Receivable,,,,,-102.0,-6.0,Cash Flow
Inventories,,,,,-669.0,-452.0,Cash Flow
Prepaid Expenses,,,-2497.0,-51.0,613.0,-2004.0,Cash Flow
Other Assets,,,-967.0,8.0,3214.0,3015.0,Cash Flow
Accounts Payable,,,1523.0,-959.0,249.0,-192.0,Cash Flow
Accrued Expenses,,,5193.0,555.0,-1191.0,-122.0,Cash Flow
Changes in Working Capital,,,6141.0,-282.0,-2889.0,-3334.0,Cash Flow
Total Cash from Operations,,,-51306.0,-19689.0,-40299.0,-60903.0,Cash Flow
Total Cash from Investing,,,-43584.0,-10451.0,-14473.0,-31366.0,Cash Flow
Financing Cash Flow Items,,,450825.0,52828.0,52828.0,52828.0,Cash Flow
Sale/Issuance of Common,,,,,1112.0,1112.0,Cash Flow
Repurch/Retirement Common,,,-27.0,-3.0,-8.0,-9.0,Cash Flow
"Common Stock, Net",,,-27.0,-3.0,1104.0,1103.0,Cash Flow
Options Exercised,,,190.0,200.0,277.0,2052.0,Cash Flow
Warrants Converted,,,102.0,0.0,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,265.0,197.0,1381.0,3155.0,Cash Flow
Long Term Debt Issued,,,15000.0,,,,Cash Flow
Long Term Debt Reduction,,,-15000.0,,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,0.0,,,,Cash Flow
Total Cash From Financing,,,451090.0,53025.0,54209.0,55983.0,Cash Flow
Net Change in Cash,,,356200.0,22885.0,-563.0,-36286.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,29218.0,385418.0,385418.0,385418.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,385418.0,408303.0,384855.0,349132.0,Cash Flow
"Depreciation, Supplemental",,,995.0,314.0,1531.0,4388.0,Cash Flow
Free Cash Flow,,,,,,,
FCF Growth,,,,,,,
