,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Operating Expense,,,,,18790.0,21418.0,19795.0,21678.0,Income Statement
Total Operating Income,,,,,-18034.0,-20777.0,-18909.0,-21678.0,Income Statement
"Other, Net",,,,,105.0,309.0,-275.0,443.0,Income Statement
Income Before Tax,,,,,-17929.0,-20468.0,-19184.0,-21235.0,Income Statement
Income Tax - Total,,,,,0.0,,,,Income Statement
Income After Tax,,,,,-17929.0,-20468.0,-19184.0,-21235.0,Income Statement
Net Inc Before Extra Items,,,,,-17929.0,-20468.0,-19184.0,-21235.0,Income Statement
Total Net Income,,,,,-17929.0,-20468.0,-19184.0,-21235.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,-17929.0,-20468.0,-19184.0,-21235.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,-17929.0,-20468.0,-19184.0,-21235.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,29572.0,29572.0,31140.0,33684.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,-0.61,-0.69,-0.62,-0.63,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,-0.61,-0.69,-0.62,-0.63,Income Statement
Diluted Weighted Average Shares,,,,,29572.0,29572.0,31140.0,33684.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,-0.61,-0.69,-0.62,-0.63,Income Statement
Diluted EPS Incl. Extra. Items,,,,,-0.61,-0.69,-0.62,-0.63,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,700.0,261.0,274.0,300.0,Income Statement
Normalzd Income Before Tax,,,,,-17929.0,-20468.0,-19184.0,-21235.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,0.0,,,,Income Statement
Normalized Income After Tax,,,,,-17929.0,-20468.0,-19184.0,-21235.0,Income Statement
Normalzd Inc Avail to Common,,,,,-17929.0,-20468.0,-19184.0,-21235.0,Income Statement
Basic Normalized EPS,,,,,-0.61,-0.69,-0.62,-0.63,Income Statement
Diluted Normalized EPS,,,,,-0.61,-0.69,-0.62,-0.63,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-69204.0,-20468.0,-39652.0,-60887.0,Cash Flow
Depreciation/Depletion,,,,,996.0,261.0,535.0,795.0,Cash Flow
Unusual Items,,,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,,,11480.0,3270.0,7084.0,10595.0,Cash Flow
Non-Cash Items,,,,,11480.0,3270.0,7084.0,10595.0,Cash Flow
Prepaid Expenses,,,,,-1764.0,652.0,562.0,712.0,Cash Flow
Accrued Expenses,,,,,,-543.0,-1075.0,-1583.0,Cash Flow
Payable/Accrued,,,,,933.0,1891.0,3300.0,3973.0,Cash Flow
Changes in Working Capital,,,,,-4298.0,1359.0,1260.0,1575.0,Cash Flow
Total Cash from Operations,,,,,-61026.0,-15578.0,-30773.0,-47922.0,Cash Flow
Capital Expenditures,,,,,-755.0,-149.0,-715.0,-796.0,Cash Flow
Sale of Fixed Assets,,,,,0.0,,,,Cash Flow
Sale/Maturity of Investment,,,,,84385.0,30041.0,86335.0,109294.0,Cash Flow
Purchase of Investments,,,,,-164977.0,-6055.0,-72241.0,-112718.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-80592.0,23986.0,14094.0,-3424.0,Cash Flow
Total Cash from Investing,,,,,-81347.0,23837.0,13379.0,-4220.0,Cash Flow
"Common Stock, Net",,,,,134770.0,0.0,49784.0,49784.0,Cash Flow
Options Exercised,,,,,6712.0,132.0,786.0,6037.0,Cash Flow
Total Cash From Financing,,,,,141482.0,132.0,50570.0,55821.0,Cash Flow
Net Change in Cash,,,,,-891.0,8391.0,33176.0,3679.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,24918.0,24027.0,24027.0,24027.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,24027.0,32418.0,57203.0,27706.0,Cash Flow
"Depreciation, Supplemental",,,,,996.0,261.0,535.0,795.0,Cash Flow
Free Cash Flow,,,,,-61781.0,-15727.0,-31488.0,-48718.0,
FCF Growth,,,,,,-0.7454395364270568,1.002161887200356,0.5471925813008129,
