,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Amortiz of Intangibles,,,,,1008.0,1648.0,2097.0,2306.0,Income Statement
Depreciation/Amortization,,,,,1305.0,1982.0,2443.0,2656.0,Income Statement
"Inter/Invest Inc, Operating",,,,,,2562.0,-20398.0,-151.0,Income Statement
Other Unusual Expnse (In),,,,,0.0,,,,Income Statement
Unusual Expense (Income),,,,,0.0,,,,Income Statement
"Other Operat Expse, Total",,,,,0.0,,,,Income Statement
Total Operating Expense,,,,,40210.0,51368.0,38809.0,58547.0,Income Statement
Total Operating Income,,,,,-15171.0,-24516.0,-3971.0,-21536.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,-1.0,-3.0,-4.0,-6.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,17.0,30.0,370.0,1293.0,Income Statement
Income Before Tax,,,,,-15155.0,-24489.0,-3605.0,-20249.0,Income Statement
Income Tax - Total,,,,,-8725.0,134.0,-1957.0,0.0,Income Statement
Income After Tax,,,,,-6430.0,-24623.0,-1648.0,-20249.0,Income Statement
Net Inc Before Extra Items,,,,,-6430.0,-24623.0,-1648.0,-20249.0,Income Statement
Total Net Income,,,,,-6430.0,-24623.0,-1648.0,-20249.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,-6430.0,-24623.0,-1648.0,-20249.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,-6430.0,-24623.0,-1648.0,-20249.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,25332.0,25424.0,26064.0,26316.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,-0.25,-0.97,-0.06,-0.77,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,-0.25,-0.97,-0.06,-0.77,Income Statement
Diluted Weighted Average Shares,,,,,25332.0,25424.0,26064.0,26316.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,-0.25,-0.97,-0.06,-0.77,Income Statement
Diluted EPS Incl. Extra. Items,,,,,-0.25,-0.97,-0.06,-0.77,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,1.0,3.0,4.0,6.0,Income Statement
"Depreciat/Amort, Suppl",,,,,443.0,503.0,531.0,617.0,Income Statement
Total Special Items,,,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,,,-15155.0,-24489.0,-3605.0,-20249.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,-8725.0,134.0,-1957.0,0.0,Income Statement
Normalized Income After Tax,,,,,-6430.0,-24623.0,-1648.0,-20249.0,Income Statement
Normalzd Inc Avail to Common,,,,,-6430.0,-24623.0,-1648.0,-20249.0,Income Statement
Basic Normalized EPS,,,,,-0.25,-0.97,-0.06,-0.77,Income Statement
Diluted Normalized EPS,,,,,-0.25,-0.97,-0.06,-0.77,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-31292.0,-24623.0,-26271.0,-46520.0,Cash Flow
Depreciation/Depletion,,,,,3407.0,2151.0,4779.0,7702.0,Cash Flow
Deferred Taxes,,,,,-8736.0,123.0,-1839.0,-1839.0,Cash Flow
Unusual Items,,,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,,,21740.0,10993.0,-595.0,8413.0,Cash Flow
Non-Cash Items,,,,,21740.0,10993.0,-595.0,8413.0,Cash Flow
Accounts Receivable,,,,,-4631.0,-2725.0,-5628.0,-5678.0,Cash Flow
Inventories,,,,,327.0,-329.0,-1066.0,-1502.0,Cash Flow
Prepaid Expenses,,,,,617.0,-357.0,-707.0,-1870.0,Cash Flow
Other Assets,,,,,751.0,264.0,941.0,1227.0,Cash Flow
Accounts Payable,,,,,-182.0,187.0,302.0,2155.0,Cash Flow
Accrued Expenses,,,,,7642.0,-7114.0,-347.0,2257.0,Cash Flow
Changes in Working Capital,,,,,-4102.0,-10074.0,-6505.0,-3411.0,Cash Flow
Total Cash from Operations,,,,,-18983.0,-21430.0,-30431.0,-35655.0,Cash Flow
Capital Expenditures,,,,,-3483.0,-402.0,-1807.0,-3845.0,Cash Flow
Acquisition of Business,,,,,-63184.0,,-26661.0,-26966.0,Cash Flow
Sale of Business,,,,,,,547.0,547.0,Cash Flow
Sale of Fixed Assets,,,,,10.0,,8.0,9.0,Cash Flow
Purchase of Investments,,,,,,,,-131808.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-63174.0,,-26106.0,-158218.0,Cash Flow
Total Cash from Investing,,,,,-66657.0,-402.0,-27913.0,-162063.0,Cash Flow
Financing Cash Flow Items,,,,,1195.0,841.0,1423.0,1678.0,Cash Flow
"Common Stock, Net",,,,,0.0,0.0,,,Cash Flow
Options Exercised,,,,,4234.0,399.0,509.0,675.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,4234.0,399.0,509.0,675.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,-8.0,-24.0,-55.0,-88.0,Cash Flow
Total Cash From Financing,,,,,5421.0,1216.0,1877.0,2265.0,Cash Flow
Net Change in Cash,,,,,-80219.0,-20616.0,-56467.0,-195453.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,409852.0,329633.0,329633.0,329633.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,329633.0,309017.0,273166.0,134180.0,Cash Flow
"Depreciation, Supplemental",,,,,3407.0,2151.0,4779.0,7702.0,Cash Flow
Free Cash Flow,,,,,-22466.0,-21832.0,-32238.0,-39500.0,
FCF Growth,,,,,,-0.028220421970978404,0.47663979479662877,0.22526211303430732,
