,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,22504.0,610.0,741.0,606.0,Income Statement
"Depreciat/Amort, Suppl",,,4389.0,4919.0,6381.0,5376.0,Income Statement
Total Special Items,,,-400.0,421.0,59.0,61.0,Income Statement
Normalzd Income Before Tax,,,-117721.0,-54714.0,10105.0,16044.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,-140.0,147.0,1.0,1.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,720.0,950.0,101.0,171.0,Income Statement
Normalized Income After Tax,,,-118441.0,-55664.0,10004.0,15873.0,Income Statement
Normalzd Inc Avail to Common,,,449554.0,-27808.0,5100.0,8384.0,Income Statement
Basic Normalized EPS,,,2.09,-0.13,0.02,0.04,Income Statement
Diluted Normalized EPS,,,2.09,-0.13,0.02,0.04,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-154591.0,-55938.0,-45992.0,-30179.0,Cash Flow
Depreciation/Depletion,,,17110.0,4919.0,11300.0,16676.0,Cash Flow
Amortization,,,44163.0,16263.0,30281.0,45771.0,Cash Flow
Deferred Taxes,,,-55.0,601.0,433.0,433.0,Cash Flow
Unusual Items,,,-2889.0,-802.0,-45474.0,-43921.0,Cash Flow
Other Non-Cash Items,,,59240.0,1073.0,15381.0,30047.0,Cash Flow
Non-Cash Items,,,56351.0,271.0,-30093.0,-13874.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,310.0,19.0,45.0,602.0,Cash Flow
"Cash Interest Pd, Suppl",,,3767.0,224.0,791.0,1792.0,Cash Flow
Accounts Receivable,,,35400.0,13491.0,36242.0,65433.0,Cash Flow
Prepaid Expenses,,,-6178.0,-10049.0,-16539.0,-26433.0,Cash Flow
Accounts Payable,,,48487.0,113201.0,241126.0,-32153.0,Cash Flow
Accrued Expenses,,,7926.0,1949.0,5547.0,5700.0,Cash Flow
Changes in Working Capital,,,100287.0,176372.0,385291.0,-11833.0,Cash Flow
Total Cash from Operations,,,63265.0,142488.0,351220.0,6994.0,Cash Flow
Purchase of Fixed Assets,,,-5853.0,-4013.0,-6717.0,-8367.0,Cash Flow
Software Development Costs,,,-5387.0,-2207.0,-4860.0,-7407.0,Cash Flow
Capital Expenditures,,,-11240.0,-6220.0,-11577.0,-15774.0,Cash Flow
Acquisition of Business,,,-103393.0,-13314.0,-80441.0,-87699.0,Cash Flow
Other Investing Cash Flow,,,0.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-103393.0,-13314.0,-80441.0,-87699.0,Cash Flow
Total Cash from Investing,,,-114633.0,-19534.0,-92018.0,-103473.0,Cash Flow
Financing Cash Flow Items,,,279736.0,-7872.0,-18605.0,-30261.0,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,,4.0,62.0,157.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,0.0,4.0,62.0,157.0,Cash Flow
Long Term Debt Issued,,,0.0,,,5000.0,Cash Flow
Long Term Debt Reduction,,,-125.0,-125.0,-250.0,-5250.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-125.0,-125.0,-250.0,-250.0,Cash Flow
Total Cash From Financing,,,279611.0,-7993.0,-18793.0,-30354.0,Cash Flow
Foreign Exchange Effects,,,-119.0,148.0,-160.0,-480.0,Cash Flow
Net Change in Cash,,,228124.0,115109.0,240249.0,-127313.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,291012.0,519136.0,519136.0,519136.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,519136.0,634245.0,759385.0,391823.0,Cash Flow
"Depreciation, Supplemental",,,17110.0,4919.0,11300.0,16676.0,Cash Flow
Free Cash Flow,,,52025.0,136268.0,339643.0,-8780.0,
FCF Growth,,,,1.6192791926958194,1.4924633809845305,-1.0258506726180137,
