,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
Additional Paid-In Capital,,,,3349.0,3362.0,3364.0,3370.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-211.0,-155.0,-166.0,-535.0,Balance Sheet
Treasury Stock - Common,,,,-2.0,-2.0,-2.0,-2.0,Balance Sheet
Cum. Trans. Adjustment,,,,-28.0,-31.0,-69.0,-91.0,Balance Sheet
Other Comprehensive Income,,,,,12.0,19.0,0.0,Balance Sheet
"Other Equity, Total",,,,-28.0,-19.0,-50.0,-92.0,Balance Sheet
Total Equity,,,,3107.0,3186.0,3146.0,2741.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,5289.0,5405.0,5466.0,4852.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,300.0,302.0,301.0,302.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-11-30 00:00:00,2022-02-28 00:00:00,2022-05-31 00:00:00,2022-08-31 00:00:00,Income Statement
Total Revenue,,,,137.0,144.0,160.0,161.0,Income Statement
"Cost of Revenue, Total",,,,73.0,72.0,79.0,83.0,Income Statement
Selling/Gen/Admin Expense,,,,38.0,37.0,42.0,42.0,Income Statement
Labor & Related Expense,,,,3.0,1.0,2.0,4.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,41.0,38.0,45.0,46.0,Income Statement
Research & Development,,,,25.0,23.0,23.0,26.0,Income Statement
Depreciation/Amortization,,,,19.0,20.0,22.0,21.0,Income Statement
Impair-Assets Held for Use,,,,,,,515.0,Income Statement
Other Unusual Expnse (In),,,,33.0,14.0,7.0,6.0,Income Statement
Unusual Expense (Income),,,,33.0,14.0,7.0,520.0,Income Statement
Total Operating Expense,,,,191.0,167.0,174.0,696.0,Income Statement
Total Operating Income,,,,-54.0,-23.0,-14.0,-536.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,-11.0,-12.0,-15.0,-18.0,Income Statement
"Other, Net",,,,-10.0,76.0,8.0,30.0,Income Statement
Income Before Tax,,,,-75.0,41.0,-21.0,-523.0,Income Statement
Income Tax - Total,,,,-11.0,-27.0,-8.0,-114.0,Income Statement
Income After Tax,,,,-64.0,68.0,-13.0,-410.0,Income Statement
Minority Interest,,,,5.0,-12.0,1.0,41.0,Income Statement
Net Inc Before Extra Items,,,,-59.0,56.0,-11.0,-369.0,Income Statement
Total Net Income,,,,-59.0,56.0,-11.0,-369.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-59.0,56.0,-11.0,-369.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-59.0,56.0,-11.0,-369.0,Income Statement
Basic/Primary Weighted Average Shares,,,,308.0,300.0,301.0,302.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.19,0.19,-0.04,-1.22,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.19,0.19,-0.04,-1.22,Income Statement
Diluted Weighted Average Shares,,,,308.0,300.0,301.0,302.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.19,0.19,-0.04,-1.22,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.19,0.19,-0.04,-1.22,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,0.0,0.0,0.0,0.0,Income Statement
"Depreciat/Amort, Suppl",,,,6.0,7.0,7.0,9.0,Income Statement
Total Special Items,,,,33.0,14.0,7.0,520.0,Income Statement
Normalzd Income Before Tax,,,,-42.0,55.0,-14.0,-3.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,12.0,5.0,2.0,182.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,1.0,-22.0,-6.0,68.0,Income Statement
Normalized Income After Tax,,,,-43.0,77.0,-8.0,-71.0,Income Statement
Normalzd Inc Avail to Common,,,,-38.0,65.0,-7.0,-30.0,Income Statement
Basic Normalized EPS,,,,-0.12,0.22,-0.02,-0.1,Income Statement
Diluted Normalized EPS,,,,-0.12,0.22,-0.02,-0.1,Income Statement
Date,,,,2021-11-30 00:00:00,2022-02-28 00:00:00,2022-05-31 00:00:00,2022-08-31 00:00:00,Cash Flow
Net Income,,,,-258.0,-190.0,-13.0,-422.0,Cash Flow
Depreciation/Depletion,,,,91.0,143.0,53.0,107.0,Cash Flow
Deferred Taxes,,,,,,,-134.0,Cash Flow
Unusual Items,,,,139.0,68.0,-10.0,485.0,Cash Flow
Other Non-Cash Items,,,,20.0,32.0,9.0,17.0,Cash Flow
Non-Cash Items,,,,159.0,100.0,-1.0,502.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,3.0,,2.0,3.0,Cash Flow
"Cash Interest Pd, Suppl",,,,18.0,,10.0,23.0,Cash Flow
Accounts Receivable,,,,42.0,-10.0,42.0,6.0,Cash Flow
Prepaid Expenses,,,,-8.0,-9.0,1.0,0.0,Cash Flow
Other Assets,,,,-4.0,-7.0,-1.0,-2.0,Cash Flow
Accounts Payable,,,,2.0,6.0,8.0,-2.0,Cash Flow
Payable/Accrued,,,,6.0,16.0,-8.0,-16.0,Cash Flow
Changes in Working Capital,,,,35.0,-2.0,-15.0,-52.0,Cash Flow
Total Cash from Operations,,,,28.0,51.0,25.0,2.0,Cash Flow
Capital Expenditures,,,,-25.0,-32.0,-19.0,-32.0,Cash Flow
Acquisition of Business,,,,-774.0,-774.0,-124.0,-124.0,Cash Flow
Purchase of Investments,,,,,-3.0,-3.0,-3.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-774.0,-777.0,-127.0,-127.0,Cash Flow
Total Cash from Investing,,,,-799.0,-809.0,-146.0,-159.0,Cash Flow
Financing Cash Flow Items,,,,283.0,283.0,-5.0,-5.0,Cash Flow
Sale/Issuance of Common,,,,0.0,0.0,,,Cash Flow
Repurch/Retirement Common,,,,-19.0,-19.0,,-1.0,Cash Flow
"Common Stock, Net",,,,-19.0,-19.0,,-1.0,Cash Flow
Warrants Converted,,,,0.0,0.0,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,-19.0,-19.0,,-1.0,Cash Flow
Long Term Debt Issued,,,,395.0,475.0,190.0,190.0,Cash Flow
Long Term Debt Reduction,,,,-25.0,-28.0,-83.0,-88.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,370.0,447.0,107.0,102.0,Cash Flow
Total Cash From Financing,,,,633.0,711.0,102.0,96.0,Cash Flow
Foreign Exchange Effects,,,,2.0,14.0,1.0,2.0,Cash Flow
Net Change in Cash,,,,-136.0,-33.0,-18.0,-59.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,208.0,208.0,175.0,175.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,72.0,175.0,156.0,115.0,Cash Flow
"Depreciation, Supplemental",,,,91.0,143.0,53.0,107.0,Cash Flow
Free Cash Flow,,,,3.0,19.0,6.0,-30.0,
FCF Growth,,,,,5.333333333333333,-0.6842105263157895,-6.0,
