,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Capital Expenditures,,,,,,-1538.0,-406.0,-808.0,-1209.0,Cash Flow
Acquisition of Business,,,,,,-164.0,,-13.0,-13.0,Cash Flow
Sale of Business,,,,,,2.0,0.0,27.0,27.0,Cash Flow
Other Investing Cash Flow,,,,,,4.0,0.0,-13.0,-14.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-158.0,0.0,0.0,0.0,Cash Flow
Total Cash from Investing,,,,,,-1696.0,-405.0,-807.0,-1209.0,Cash Flow
Financing Cash Flow Items,,,,,,43.0,-3.0,53.0,91.0,Cash Flow
Total Cash Dividends Paid,,,,,,-116.0,-32.0,-63.0,-95.0,Cash Flow
Sale/Issuance of Common,,,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,0.0,,,,Cash Flow
Long Term Debt Issued,,,,,,1196.0,280.0,380.0,480.0,Cash Flow
Long Term Debt Reduction,,,,,,-1251.0,-153.0,-362.0,-561.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,-55.0,127.0,18.0,-81.0,Cash Flow
Total Cash From Financing,,,,,,-128.0,92.0,7.0,-86.0,Cash Flow
Foreign Exchange Effects,,,,,,0.0,,,,Cash Flow
Net Change in Cash,,,,,,-174.0,-5.0,22.0,27.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,208.0,33.0,33.0,33.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,33.0,28.0,56.0,60.0,Cash Flow
"Depreciation, Supplemental",,,,,,1915.0,476.0,876.0,1282.0,Cash Flow
Free Cash Flow,,,,,,112.0,-98.0,15.0,112.0,
FCF Growth,,,,,,,-1.875,-1.153061224489796,6.466666666666667,
