,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Revenue,,,99500.0,129100.0,125200.0,142600.0,Income Statement
"Cost of Revenue, Total",,,7200.0,7700.0,8200.0,11700.0,Income Statement
Selling/Gen/Admin Expense,,,70900.0,105300.0,98000.0,112300.0,Income Statement
Labor & Related Expense,,,4200.0,3900.0,6100.0,6300.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,75100.0,109200.0,104100.0,118600.0,Income Statement
Research & Development,,,18600.0,17400.0,20100.0,20700.0,Income Statement
"Other Operat Expse, Total",,,8000.0,3900.0,1800.0,400.0,Income Statement
Total Operating Expense,,,108900.0,138200.0,134200.0,151400.0,Income Statement
Total Operating Income,,,-9400.0,-9100.0,-9000.0,-8800.0,Income Statement
"Inter Expse,Net Non-Operat",,,-200.0,-200.0,-200.0,-900.0,Income Statement
"Inter Income, Non-Operating",,,0.0,,100.0,500.0,Income Statement
"Invest Income, Non-Operat",,,1500.0,,0.0,0.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,1500.0,,100.0,500.0,Income Statement
Income Before Tax,,,-8100.0,-9300.0,-9100.0,-9200.0,Income Statement
Income Tax - Total,,,-200.0,1200.0,200.0,-9900.0,Income Statement
Income After Tax,,,-7900.0,-10500.0,-9300.0,700.0,Income Statement
Net Inc Before Extra Items,,,-7900.0,-10500.0,-9300.0,700.0,Income Statement
Total Net Income,,,-7900.0,-10500.0,-9300.0,700.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-7900.0,-10500.0,-9300.0,700.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-7900.0,-10500.0,-9300.0,700.0,Income Statement
Basic/Primary Weighted Average Shares,,,64747.0,66900.0,67400.0,73400.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.12,-0.16,-0.14,0.01,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.12,-0.16,-0.14,0.01,Income Statement
Diluted Weighted Average Shares,,,64747.0,66900.0,67400.0,75000.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.12,-0.16,-0.14,0.01,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.12,-0.16,-0.14,0.01,Income Statement
Div/Share-ComStockPrimIssue,,,0.0,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,,,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,200.0,200.0,200.0,900.0,Income Statement
"Depreciat/Amort, Suppl",,,7200.0,7200.0,7600.0,10800.0,Income Statement
Total Special Items,,,,,2200.0,1200.0,Income Statement
Normalzd Income Before Tax,,,-8100.0,-9300.0,-6900.0,-8000.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,770.0,420.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-200.0,1200.0,970.0,-9480.0,Income Statement
Normalized Income After Tax,,,-7900.0,-10500.0,-7870.0,1480.0,Income Statement
Normalzd Inc Avail to Common,,,-7900.0,-10500.0,-7870.0,1480.0,Income Statement
Basic Normalized EPS,,,-0.12,-0.16,-0.12,0.02,Income Statement
Diluted Normalized EPS,,,-0.12,-0.16,-0.12,0.02,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-42500.0,-10500.0,-19800.0,-19100.0,Cash Flow
Depreciation/Depletion,,,27100.0,7200.0,14800.0,25600.0,Cash Flow
Deferred Taxes,,,4400.0,700.0,-1300.0,-12500.0,Cash Flow
Unusual Items,,,-1800.0,,,0.0,Cash Flow
Other Non-Cash Items,,,43600.0,9900.0,23700.0,34300.0,Cash Flow
Non-Cash Items,,,41800.0,9900.0,23700.0,34300.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,200.0,-2000.0,-3100.0,Cash Flow
"Cash Interest Pd, Suppl",,,,100.0,100.0,800.0,Cash Flow
Accounts Receivable,,,-20200.0,-15200.0,-19300.0,-18700.0,Cash Flow
Prepaid Expenses,,,-9600.0,-1600.0,-3100.0,-2000.0,Cash Flow
Accounts Payable,,,-2200.0,1300.0,2000.0,-4000.0,Cash Flow
Accrued Expenses,,,9300.0,9400.0,1500.0,14200.0,Cash Flow
Changes in Working Capital,,,-23600.0,-5700.0,-31800.0,-23400.0,Cash Flow
Total Cash from Operations,,,7200.0,1600.0,-14400.0,4900.0,Cash Flow
Purchase of Fixed Assets,,,-2300.0,-1900.0,-2900.0,-4300.0,Cash Flow
Software Development Costs,,,-20700.0,-6600.0,-13000.0,-20500.0,Cash Flow
Capital Expenditures,,,-23000.0,-8500.0,-15900.0,-24800.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,0.0,,,-69500.0,Cash Flow
Total Cash from Investing,,,-23000.0,-8500.0,-15900.0,-94300.0,Cash Flow
Financing Cash Flow Items,,,-5900.0,0.0,-19000.0,-19100.0,Cash Flow
Sale/Issuance of Common,,,140000.0,,3200.0,3200.0,Cash Flow
Repurch/Retirement Common,,,-15000.0,0.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,125000.0,0.0,3200.0,3200.0,Cash Flow
Options Exercised,,,9600.0,700.0,4300.0,6200.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,134600.0,700.0,7500.0,9400.0,Cash Flow
Long Term Debt Issued,,,,,,70000.0,Cash Flow
Long Term Debt Reduction,,,-28500.0,,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-28500.0,,,70000.0,Cash Flow
Total Cash From Financing,,,100200.0,700.0,-11500.0,60300.0,Cash Flow
Foreign Exchange Effects,,,0.0,,-200.0,-300.0,Cash Flow
Net Change in Cash,,,84400.0,-6200.0,-42000.0,-29400.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,83400.0,167800.0,167800.0,167800.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,167800.0,161600.0,125800.0,138400.0,Cash Flow
"Depreciation, Supplemental",,,27100.0,7200.0,14800.0,25600.0,Cash Flow
Free Cash Flow,,,-15800.0,-6900.0,-30300.0,-19900.0,
FCF Growth,,,,-0.5632911392405063,3.391304347826087,-0.3432343234323433,
