,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Unusual Expense (Income),,,60.0,6.0,128.0,5.0,Income Statement
Total Operating Expense,,,392.0,395.0,544.0,421.0,Income Statement
Total Operating Income,,,0.0,74.0,-36.0,96.0,Income Statement
"Inter Expse,Net Non-Operat",,,-24.0,-25.0,-26.0,-27.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,-14.0,-1.0,-14.0,-16.0,Income Statement
Income Before Tax,,,-38.0,47.0,-76.0,53.0,Income Statement
Income Tax - Total,,,1.0,13.0,-19.0,14.0,Income Statement
Income After Tax,,,-39.0,34.0,-57.0,38.0,Income Statement
Minority Interest,,,0.0,0.0,0.0,0.0,Income Statement
Net Inc Before Extra Items,,,-39.0,34.0,-57.0,38.0,Income Statement
Total Net Income,,,-39.0,34.0,-57.0,38.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-39.0,34.0,-57.0,38.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-39.0,34.0,-57.0,38.0,Income Statement
Basic/Primary Weighted Average Shares,,,163.0,163.0,163.0,163.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.24,0.21,-0.35,0.24,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.24,0.21,-0.35,0.24,Income Statement
Diluted Weighted Average Shares,,,163.0,167.0,163.0,167.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.24,0.21,-0.35,0.23,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.24,0.21,-0.35,0.23,Income Statement
Div/Share-ComStockPrimIssue,,,0.0,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,24.0,25.0,26.0,27.0,Income Statement
"Depreciat/Amort, Suppl",,,29.0,28.0,32.0,29.0,Income Statement
Total Special Items,,,60.0,6.0,128.0,5.0,Income Statement
Normalzd Income Before Tax,,,22.0,54.0,52.0,58.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,21.0,2.0,45.0,1.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,22.0,15.0,26.0,16.0,Income Statement
Normalized Income After Tax,,,0.0,39.0,26.0,42.0,Income Statement
Normalzd Inc Avail to Common,,,0.0,39.0,26.0,42.0,Income Statement
Basic Normalized EPS,,,0.0,0.24,0.16,0.26,Income Statement
Diluted Normalized EPS,,,0.0,0.23,0.16,0.25,Income Statement
Date,,,2021-12-25 00:00:00,2022-03-26 00:00:00,2022-06-25 00:00:00,2022-09-24 00:00:00,Cash Flow
Net Income,,,10.0,34.0,-23.0,16.0,Cash Flow
Depreciation/Depletion,,,113.0,33.0,71.0,108.0,Cash Flow
Deferred Taxes,,,10.0,0.0,-32.0,-38.0,Cash Flow
Unusual Items,,,33.0,1.0,125.0,128.0,Cash Flow
Other Non-Cash Items,,,106.0,22.0,54.0,104.0,Cash Flow
Non-Cash Items,,,139.0,23.0,179.0,232.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,13.0,0.0,5.0,9.0,Cash Flow
"Cash Interest Pd, Suppl",,,76.0,24.0,51.0,79.0,Cash Flow
Accounts Receivable,,,-31.0,-10.0,-42.0,-6.0,Cash Flow
Inventories,,,-6.0,-2.0,-7.0,-18.0,Cash Flow
Prepaid Expenses,,,-30.0,0.0,-19.0,1.0,Cash Flow
Other Assets,,,-2.0,0.0,0.0,1.0,Cash Flow
Accounts Payable,,,7.0,1.0,20.0,-12.0,Cash Flow
Accrued Expenses,,,59.0,-70.0,-72.0,-113.0,Cash Flow
Changes in Working Capital,,,12.0,-82.0,-120.0,-150.0,Cash Flow
Total Cash from Operations,,,284.0,9.0,75.0,168.0,Cash Flow
Capital Expenditures,,,-161.0,-69.0,-149.0,-276.0,Cash Flow
Acquisition of Business,,,-801.0,-225.0,-394.0,-652.0,Cash Flow
Sale of Business,,,,0.0,0.0,,Cash Flow
Sale of Fixed Assets,,,1.0,1.0,1.0,5.0,Cash Flow
Other Investing Cash Flow,,,146.0,39.0,58.0,152.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-654.0,-184.0,-336.0,-496.0,Cash Flow
Total Cash from Investing,,,-815.0,-253.0,-485.0,-772.0,Cash Flow
Financing Cash Flow Items,,,-41.0,0.0,0.0,0.0,Cash Flow
Sale/Issuance of Common,,,761.0,0.0,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,-43.0,0.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,718.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,1.0,,0.0,1.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,718.0,0.0,0.0,1.0,Cash Flow
"Short Term Debt, Net",,,-18.0,0.0,105.0,300.0,Cash Flow
Long Term Debt Issued,,,950.0,,,,Cash Flow
Long Term Debt Reduction,,,-724.0,-6.0,-11.0,-18.0,Cash Flow
"Long Term Debt, Net",,,226.0,-6.0,-11.0,-18.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,208.0,-6.0,94.0,282.0,Cash Flow
Total Cash From Financing,,,886.0,-6.0,94.0,283.0,Cash Flow
Foreign Exchange Effects,,,1.0,-1.0,-4.0,-8.0,Cash Flow
Net Change in Cash,,,355.0,-251.0,-320.0,-329.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,208.0,563.0,563.0,563.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,563.0,312.0,243.0,234.0,Cash Flow
"Depreciation, Supplemental",,,113.0,33.0,71.0,108.0,Cash Flow
Free Cash Flow,,,123.0,-60.0,-74.0,-108.0,
FCF Growth,,,,-1.4878048780487805,0.2333333333333334,0.45945945945945943,
