,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Income Before Tax,,,78065.0,97372.0,87339.0,26636.0,Income Statement
Income Tax - Total,,,14344.0,23340.0,21079.0,3549.0,Income Statement
Income After Tax,,,63721.0,74032.0,66260.0,23087.0,Income Statement
Net Inc Before Extra Items,,,63721.0,74032.0,66260.0,23087.0,Income Statement
Total Net Income,,,63721.0,74032.0,66260.0,23087.0,Income Statement
Total Adjust to Net Income,,,0.0,0.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,63721.0,74032.0,66260.0,23087.0,Income Statement
Income Available to Common Incl. Extra. Items,,,63721.0,74032.0,66260.0,23087.0,Income Statement
Basic/Primary Weighted Average Shares,,,232291.0,232272.0,218401.0,212905.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,0.27,0.32,0.3,0.11,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,0.27,0.32,0.3,0.11,Income Statement
Diluted Weighted Average Shares,,,245275.0,243143.0,228643.0,222007.0,Income Statement
Diluted EPS Excl. Extra. Items,,,0.26,0.3,0.29,0.1,Income Statement
Diluted EPS Incl. Extra. Items,,,0.26,0.3,0.29,0.1,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,8557.0,9562.0,11605.0,13938.0,Income Statement
"Depreciat/Amort, Suppl",,,4730.0,4840.0,4758.0,4333.0,Income Statement
Total Special Items,,,12578.0,2271.0,4940.0,2288.0,Income Statement
Normalzd Income Before Tax,,,90643.0,99643.0,92279.0,28924.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,2311.0,544.0,1192.0,305.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,16655.0,23884.0,22271.0,3854.0,Income Statement
Normalized Income After Tax,,,73988.0,75759.0,70008.0,25070.0,Income Statement
Normalzd Inc Avail to Common,,,73988.0,75759.0,70008.0,25070.0,Income Statement
Basic Normalized EPS,,,0.32,0.33,0.32,0.12,Income Statement
Diluted Normalized EPS,,,0.3,0.31,0.31,0.11,Income Statement
Date,,,2021-12-31 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Cash Flow
Net Income,,,203725.0,74032.0,140292.0,163379.0,Cash Flow
Depreciation/Depletion,,,18826.0,4840.0,9598.0,13931.0,Cash Flow
Amortization,,,38990.0,9097.0,18188.0,28437.0,Cash Flow
Deferred Taxes,,,-15314.0,-4722.0,-9423.0,-4221.0,Cash Flow
Unusual Items,,,19956.0,53.0,5359.0,5550.0,Cash Flow
Other Non-Cash Items,,,19654.0,5517.0,6342.0,8968.0,Cash Flow
Non-Cash Items,,,39610.0,5570.0,11701.0,14518.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,62467.0,9713.0,25675.0,93503.0,Cash Flow
"Cash Interest Pd, Suppl",,,46763.0,8477.0,29152.0,32725.0,Cash Flow
Accounts Receivable,,,-70115.0,-144045.0,-40727.0,96874.0,Cash Flow
Inventories,,,-89660.0,-28131.0,-67946.0,-70469.0,Cash Flow
Other Assets,,,-17161.0,10234.0,5918.0,-16902.0,Cash Flow
Accounts Payable,,,18365.0,8015.0,5982.0,-24472.0,Cash Flow
Accrued Expenses,,,62121.0,8170.0,-9907.0,-57411.0,Cash Flow
Changes in Working Capital,,,-96450.0,-145757.0,-106680.0,-72380.0,Cash Flow
Total Cash from Operations,,,189387.0,-56940.0,63676.0,143664.0,Cash Flow
Purchase of Fixed Assets,,,-26222.0,-7329.0,-15855.0,-23533.0,Cash Flow
Purchase/Acq of Intangibles,,,-914.0,0.0,0.0,0.0,Cash Flow
Capital Expenditures,,,-27136.0,-7329.0,-15855.0,-23533.0,Cash Flow
Acquisition of Business,,,-21509.0,-177.0,-61337.0,-61337.0,Cash Flow
Sale of Fixed Assets,,,25.0,,4.0,4.0,Cash Flow
Purchase of Investments,,,-157.0,,,,Cash Flow
Other Investing Cash Flow,,,0.0,0.0,0.0,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-21641.0,-177.0,-61333.0,-61333.0,Cash Flow
Total Cash from Investing,,,-48777.0,-7506.0,-77188.0,-84866.0,Cash Flow
Financing Cash Flow Items,,,-39155.0,421.0,721.0,-398.0,Cash Flow
Sale/Issuance of Common,,,377621.0,0.0,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,-9524.0,-80927.0,-293159.0,-343319.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,368097.0,-80927.0,-293159.0,-343319.0,Cash Flow
Short Term Debt Issued,,,,,6979.0,8119.0,Cash Flow
Short Term Debt Reduction,,,,,-642.0,-2849.0,Cash Flow
"Short Term Debt, Net",,,,,6337.0,5270.0,Cash Flow
Long Term Debt Issued,,,51659.0,,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,-369644.0,-2500.0,-5000.0,-57500.0,Cash Flow
"Long Term Debt, Net",,,-317985.0,-2500.0,145000.0,92500.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-317985.0,-2500.0,151337.0,97770.0,Cash Flow
Total Cash From Financing,,,10957.0,-83006.0,-141101.0,-245947.0,Cash Flow
Foreign Exchange Effects,,,-1065.0,-187.0,-2218.0,-5740.0,Cash Flow
Net Change in Cash,,,150502.0,-147639.0,-156831.0,-192889.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,115294.0,265796.0,265796.0,265796.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,265796.0,118157.0,108965.0,72907.0,Cash Flow
"Depreciation, Supplemental",,,18826.0,4840.0,9598.0,13931.0,Cash Flow
Free Cash Flow,,,162251.0,-64269.0,47821.0,120131.0,
FCF Growth,,,,-1.3961084985608716,-1.744075681899516,1.5120971957926432,
