,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Equity,,,,1327.0,1344.0,1298.0,816.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,6329.0,6311.0,6208.0,5688.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,211.0,212.0,210.0,211.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,3.0,3.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,777.0,776.0,772.0,788.0,Income Statement
"Cost of Revenue, Total",,,,543.0,550.0,548.0,581.0,Income Statement
Selling/Gen/Admin Expense,,,,193.0,191.0,200.0,203.0,Income Statement
Labor & Related Expense,,,,15.0,14.0,20.0,17.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,209.0,205.0,220.0,220.0,Income Statement
Impair-Assets Held for Use,,,,52.0,,,464.0,Income Statement
Other Unusual Expnse (In),,,,0.0,0.0,0.0,0.0,Income Statement
Unusual Expense (Income),,,,52.0,0.0,0.0,464.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,0.0,0.0,0.0,0.0,Income Statement
Total Operating Expense,,,,804.0,755.0,768.0,1264.0,Income Statement
Total Operating Income,,,,-27.0,21.0,4.0,-477.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-51.0,-50.0,-51.0,-52.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,1.0,-4.0,-6.0,-6.0,Income Statement
OtherNon-OperatInc (Expnse),,,,0.0,0.0,0.0,,Income Statement
"Other, Net",,,,0.0,0.0,0.0,,Income Statement
Income Before Tax,,,,-77.0,-33.0,-53.0,-535.0,Income Statement
Income Tax - Total,,,,6.0,6.0,-12.0,-23.0,Income Statement
Income After Tax,,,,-83.0,-39.0,-41.0,-512.0,Income Statement
Net Inc Before Extra Items,,,,-83.0,-39.0,-41.0,-512.0,Income Statement
Total Net Income,,,,-83.0,-39.0,-41.0,-512.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-83.0,-39.0,-41.0,-512.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-83.0,-39.0,-41.0,-512.0,Income Statement
Basic/Primary Weighted Average Shares,,,,210.0,211.0,210.0,211.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.39,-0.18,-0.19,-2.43,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.39,-0.18,-0.19,-2.43,Income Statement
Diluted Weighted Average Shares,,,,210.0,211.0,210.0,211.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.39,-0.18,-0.19,-2.43,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.39,-0.18,-0.19,-2.43,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,,,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,51.0,50.0,51.0,52.0,Income Statement
"Depreciat/Amort, Suppl",,,,104.0,59.0,56.0,55.0,Income Statement
Total Special Items,,,,85.0,29.0,27.0,492.0,Income Statement
Normalzd Income Before Tax,,,,8.0,-4.0,-26.0,-43.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,30.0,10.0,9.0,172.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,36.0,16.0,-3.0,149.0,Income Statement
Normalized Income After Tax,,,,-28.0,-20.0,-23.0,-192.0,Income Statement
Normalzd Inc Avail to Common,,,,-28.0,-20.0,-23.0,-192.0,Income Statement
Basic Normalized EPS,,,,-0.13,-0.09,-0.11,-0.91,Income Statement
Diluted Normalized EPS,,,,-0.13,-0.09,-0.11,-0.91,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-218.0,-39.0,-79.0,-591.0,Cash Flow
Depreciation/Depletion,,,,425.0,102.0,200.0,296.0,Cash Flow
Deferred Taxes,,,,-42.0,1.0,-20.0,-47.0,Cash Flow
Unusual Items,,,,90.0,5.0,10.0,478.0,Cash Flow
Other Non-Cash Items,,,,148.0,33.0,76.0,119.0,Cash Flow
Non-Cash Items,,,,238.0,38.0,86.0,597.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,6.0,5.0,10.0,9.0,Cash Flow
"Cash Interest Pd, Suppl",,,,179.0,41.0,85.0,127.0,Cash Flow
Accounts Receivable,,,,-70.0,-20.0,-34.0,-51.0,Cash Flow
Prepaid Expenses,,,,10.0,7.0,13.0,2.0,Cash Flow
Accrued Expenses,,,,-61.0,-18.0,-32.0,-50.0,Cash Flow
Payable/Accrued,,,,88.0,-19.0,1.0,47.0,Cash Flow
Changes in Working Capital,,,,-32.0,-37.0,-38.0,-37.0,Cash Flow
Total Cash from Operations,,,,371.0,65.0,149.0,219.0,Cash Flow
Capital Expenditures,,,,-108.0,-19.0,-46.0,-65.0,Cash Flow
Acquisition of Business,,,,0.0,-8.0,-8.0,-8.0,Cash Flow
Sale of Fixed Assets,,,,31.0,,0.0,0.0,Cash Flow
Sale/Maturity of Investment,,,,0.0,,,,Cash Flow
Purchase of Investments,,,,,,,-15.0,Cash Flow
Other Investing Cash Flow,,,,8.0,1.0,4.0,5.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,39.0,-7.0,-4.0,-18.0,Cash Flow
Total Cash from Investing,,,,-69.0,-26.0,-51.0,-84.0,Cash Flow
Financing Cash Flow Items,,,,-47.0,-4.0,-9.0,-16.0,Cash Flow
Sale/Issuance of Common,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,0.0,-4.0,-31.0,-31.0,Cash Flow
"Common Stock, Net",,,,0.0,-4.0,-31.0,-31.0,Cash Flow
Options Exercised,,,,61.0,1.0,3.0,3.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,61.0,-4.0,-28.0,-28.0,Cash Flow
Long Term Debt Issued,,,,2839.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,,-2929.0,-22.0,-44.0,-67.0,Cash Flow
"Long Term Debt, Net",,,,-90.0,-22.0,-44.0,-67.0,Cash Flow
Total Debt Issued,,,,0.0,,,,Cash Flow
Total Debt Reduction,,,,-56.0,-11.0,-23.0,-37.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-146.0,-33.0,-67.0,-104.0,Cash Flow
Total Cash From Financing,,,,-132.0,-41.0,-104.0,-149.0,Cash Flow
Foreign Exchange Effects,,,,-2.0,-2.0,-5.0,-10.0,Cash Flow
Net Change in Cash,,,,167.0,-4.0,-12.0,-23.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,108.0,275.0,275.0,275.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,275.0,272.0,264.0,252.0,Cash Flow
"Depreciation, Supplemental",,,,425.0,102.0,200.0,296.0,Cash Flow
Free Cash Flow,,,,263.0,46.0,103.0,154.0,
FCF Growth,,,,,-0.8250950570342206,1.2391304347826089,0.49514563106796117,
