,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Diluted EPS Excl. Extra. Items,,,-0.18,-0.18,-0.29,-0.3,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.18,-0.18,-0.29,-0.3,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,1006.0,720.0,913.0,800.0,Income Statement
Total Special Items,,,0.0,0.0,0.0,0.0,Income Statement
Normalzd Income Before Tax,,,-13709.0,-13890.0,-22750.0,-23420.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,0.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-104.0,132.0,129.0,120.0,Income Statement
Normalized Income After Tax,,,-13605.0,-14022.0,-22879.0,-23540.0,Income Statement
Normalzd Inc Avail to Common,,,-13605.0,-14022.0,-22879.0,-23540.0,Income Statement
Basic Normalized EPS,,,-0.18,-0.18,-0.29,-0.3,Income Statement
Diluted Normalized EPS,,,-0.18,-0.18,-0.29,-0.3,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-98329.0,-14022.0,-36901.0,-60441.0,Cash Flow
Depreciation/Depletion,,,3469.0,1020.0,2033.0,3033.0,Cash Flow
Deferred Taxes,,,-376.0,,,,Cash Flow
Unusual Items,,,54000.0,-423.0,-433.0,-396.0,Cash Flow
Other Non-Cash Items,,,48517.0,8735.0,22920.0,37403.0,Cash Flow
Non-Cash Items,,,102517.0,8312.0,22487.0,37007.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,378.0,80.0,246.0,337.0,Cash Flow
Prepaid Expenses,,,2071.0,-2621.0,-239.0,1491.0,Cash Flow
Other Assets,,,,-8289.0,,,Cash Flow
Accounts Payable,,,17056.0,14755.0,9345.0,18843.0,Cash Flow
Accrued Expenses,,,2164.0,14997.0,576.0,4498.0,Cash Flow
Changes in Working Capital,,,21291.0,18842.0,9682.0,24832.0,Cash Flow
Total Cash from Operations,,,28572.0,14152.0,-2699.0,4431.0,Cash Flow
Purchase of Fixed Assets,,,-1900.0,-264.0,-777.0,-1311.0,Cash Flow
Purchase/Acq of Intangibles,,,-6576.0,,,,Cash Flow
Capital Expenditures,,,-8476.0,-264.0,-777.0,-1311.0,Cash Flow
Sale/Maturity of Investment,,,26000.0,0.0,0.0,0.0,Cash Flow
Purchase of Investments,,,0.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,26000.0,0.0,0.0,0.0,Cash Flow
Total Cash from Investing,,,17524.0,-264.0,-777.0,-1311.0,Cash Flow
Financing Cash Flow Items,,,-2651.0,0.0,0.0,,Cash Flow
"Common Stock, Net",,,293692.0,,0.0,,Cash Flow
"Preferred Stock, Net",,,,0.0,0.0,,Cash Flow
Options Exercised,,,5321.0,1280.0,2706.0,3223.0,Cash Flow
Warrants Converted,,,100.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,299113.0,1280.0,2706.0,3223.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,0.0,,,,Cash Flow
Total Cash From Financing,,,296462.0,1280.0,2706.0,3223.0,Cash Flow
Foreign Exchange Effects,,,78.0,-92.0,385.0,935.0,Cash Flow
Net Change in Cash,,,342636.0,15076.0,-385.0,7278.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,238902.0,581538.0,581538.0,581538.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,581538.0,596614.0,581153.0,588816.0,Cash Flow
"Depreciation, Supplemental",,,3469.0,1020.0,2033.0,3033.0,Cash Flow
Free Cash Flow,,,20096.0,13888.0,-3476.0,3120.0,
FCF Growth,,,,-0.30891719745222934,-1.2502880184331797,-1.8975834292289988,
