,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Net Inc Before Extra Items,,,,-51786.0,-35583.0,-52304.0,-41385.0,Income Statement
Total Net Income,,,,-51786.0,-35583.0,-52304.0,-41385.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-51786.0,-35583.0,-52304.0,-41385.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-51786.0,-35583.0,-52304.0,-41385.0,Income Statement
Basic/Primary Weighted Average Shares,,,,51550.0,51601.0,51680.0,51795.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-1.0,-0.69,-1.01,-0.8,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-1.0,-0.69,-1.01,-0.8,Income Statement
Diluted Weighted Average Shares,,,,51550.0,51601.0,51680.0,51795.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-1.0,-0.69,-1.01,-0.8,Income Statement
Diluted EPS Incl. Extra. Items,,,,-1.0,-0.69,-1.01,-0.8,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,0.0,,,,Income Statement
"Depreciat/Amort, Suppl",,,,400.0,425.0,500.0,400.0,Income Statement
Normalzd Income Before Tax,,,,-51786.0,-35583.0,-52304.0,-41385.0,Income Statement
Normalized Income After Tax,,,,-51786.0,-35583.0,-52304.0,-41385.0,Income Statement
Normalzd Inc Avail to Common,,,,-51786.0,-35583.0,-52304.0,-41385.0,Income Statement
Basic Normalized EPS,,,,-1.0,-0.69,-1.01,-0.8,Income Statement
Diluted Normalized EPS,,,,-1.0,-0.69,-1.01,-0.8,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-149291.0,-35583.0,-87887.0,-129272.0,Cash Flow
Depreciation/Depletion,,,,1088.0,425.0,885.0,1282.0,Cash Flow
Unusual Items,,,,8.0,30.0,21.0,30.0,Cash Flow
Other Non-Cash Items,,,,19376.0,6134.0,10713.0,14042.0,Cash Flow
Non-Cash Items,,,,19384.0,6164.0,10734.0,14072.0,Cash Flow
"Cash Interest Pd, Suppl",,,,0.0,,,,Cash Flow
Prepaid Expenses,,,,-1506.0,-15477.0,-656.0,-4654.0,Cash Flow
Other Assets,,,,-2940.0,,0.0,0.0,Cash Flow
Accounts Payable,,,,13702.0,-6268.0,-4724.0,-5881.0,Cash Flow
Changes in Working Capital,,,,9256.0,-21745.0,-5380.0,-10535.0,Cash Flow
Total Cash from Operations,,,,-119563.0,-50739.0,-81648.0,-124453.0,Cash Flow
Capital Expenditures,,,,-3618.0,-1401.0,-1662.0,-2548.0,Cash Flow
Sale/Maturity of Investment,,,,102447.0,54592.0,107499.0,165225.0,Cash Flow
Purchase of Investments,,,,-236721.0,-55327.0,-89530.0,-94712.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-134274.0,-735.0,17969.0,70513.0,Cash Flow
Total Cash from Investing,,,,-137892.0,-2136.0,16307.0,67965.0,Cash Flow
Financing Cash Flow Items,,,,0.0,,,,Cash Flow
"Common Stock, Net",,,,157237.0,0.0,0.0,0.0,Cash Flow
"Preferred Stock, Net",,,,0.0,,,,Cash Flow
Options Exercised,,,,584.0,18.0,117.0,187.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,157821.0,18.0,117.0,187.0,Cash Flow
Long Term Debt Issued,,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,0.0,,,,Cash Flow
Total Cash From Financing,,,,157821.0,18.0,117.0,187.0,Cash Flow
Net Change in Cash,,,,-99634.0,-52857.0,-65224.0,-56301.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,303153.0,203519.0,203519.0,203519.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,203519.0,150662.0,138295.0,147218.0,Cash Flow
"Depreciation, Supplemental",,,,1088.0,425.0,885.0,1282.0,Cash Flow
Free Cash Flow,,,,-123181.0,-52140.0,-83310.0,-127001.0,
FCF Growth,,,,,-0.5767204357814923,0.5978135788262371,0.5244388428760052,
