,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Ret. Earn.(Accum. Deficit),,,-628.0,-696.0,-769.0,-898.0,Balance Sheet
Other Equity,,,0.0,0.0,0.0,0.0,Balance Sheet
Other Comprehensive Income,,,-1.0,-3.0,-5.0,-8.0,Balance Sheet
"Other Equity, Total",,,-1.0,-3.0,-5.0,-8.0,Balance Sheet
Total Equity,,,860.0,806.0,749.0,635.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,1643.0,1675.0,1629.0,1630.0,Balance Sheet
Ttl Comm. Shares Outs.,,,23.0,23.0,23.0,23.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Gross Premiums Written,,,120600.0,117100.0,161800.0,173300.0,Income Statement
Other Insurance Revenue,,,23000.0,15100.0,16400.0,17500.0,Income Statement
Reinsurance - Income,,,-111600.0,-108100.0,-150600.0,-162600.0,Income Statement
Total Premiums Earned,,,32000.0,24100.0,27600.0,28200.0,Income Statement
Net Investment Income,,,100.0,400.0,1100.0,2500.0,Income Statement
Total Revenue,,,32100.0,24500.0,28700.0,30700.0,Income Statement
"Losses, Benies & Adjusts",,,19000.0,21800.0,28200.0,23200.0,Income Statement
Underwriting & Commissions,,,2500.0,2000.0,2100.0,1900.0,Income Statement
Reinsurance - Expense,,,4600.0,3500.0,12000.0,8000.0,Income Statement
"Losses,Benies& Adjmts,Total",,,26100.0,27300.0,42300.0,33100.0,Income Statement
Amort. Of Policy Acquisition Costs,,,9000.0,4600.0,0.0,1900.0,Income Statement
Selling/Gen/Admin Expense,,,18000.0,44700.0,40400.0,48300.0,Income Statement
Labor & Related Expense,,,14500.0,13400.0,15900.0,17000.0,Income Statement
Advertising Expense,,,26600.0,,,,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,59100.0,58100.0,56300.0,65300.0,Income Statement
Depreciation/Amortization,,,1500.0,1800.0,2100.0,2400.0,Income Statement
Restructuring Charge,,,,,,1800.0,Income Statement
Impair-Assets Held for Use,,,,,,53500.0,Income Statement
Other Unusual Expnse (In),,,0.0,,,,Income Statement
Unusual Expense (Income),,,0.0,,,55300.0,Income Statement
"Other Operat Expse, Total",,,-47000.0,,,,Income Statement
Total Operating Expense,,,48700.0,91800.0,100700.0,158000.0,Income Statement
Total Operating Income,,,-16600.0,-67300.0,-72000.0,-127300.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,-42400.0,1000.0,300.0,100.0,Income Statement
Income Before Tax,,,-59000.0,-66300.0,-71700.0,-127200.0,Income Statement
Income Tax - Total,,,300.0,200.0,300.0,300.0,Income Statement
Income After Tax,,,-59300.0,-66500.0,-72000.0,-127500.0,Income Statement
Minority Interest,,,-1400.0,-1100.0,-1500.0,-1700.0,Income Statement
Net Inc Before Extra Items,,,-60700.0,-67600.0,-73500.0,-129200.0,Income Statement
Total Net Income,,,-60700.0,-67600.0,-73500.0,-129200.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-60700.0,-67600.0,-73500.0,-129200.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-60700.0,-67600.0,-73500.0,-129200.0,Income Statement
Basic/Primary Weighted Average Shares,,,22464.0,22465.0,22644.0,22840.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-2.7,-3.01,-3.25,-5.66,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-2.7,-3.01,-3.25,-5.66,Income Statement
Diluted Weighted Average Shares,,,22464.0,22465.0,22644.0,22840.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-2.7,-3.01,-3.25,-5.66,Income Statement
Diluted EPS Incl. Extra. Items,,,-2.7,-3.01,-3.25,-5.66,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,0.0,0.0,,0.0,Income Statement
"Depreciat/Amort, Suppl",,,200.0,2000.0,1400.0,1400.0,Income Statement
Total Special Items,,,0.0,0.0,1300.0,55800.0,Income Statement
Normalzd Income Before Tax,,,-59000.0,-66300.0,-70400.0,-71400.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,0.0,455.0,19530.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,300.0,200.0,755.0,19830.0,Income Statement
Normalized Income After Tax,,,-59300.0,-66500.0,-71155.0,-91230.0,Income Statement
Normalzd Inc Avail to Common,,,-60700.0,-67600.0,-72655.0,-92930.0,Income Statement
Basic Normalized EPS,,,-2.7,-3.01,-3.21,-4.07,Income Statement
Diluted Normalized EPS,,,-2.7,-3.01,-3.21,-4.07,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-367900.0,-66500.0,-138500.0,-266000.0,Cash Flow
Depreciation/Depletion,,,11000.0,3900.0,7400.0,11200.0,Cash Flow
Unusual Items,,,129200.0,2000.0,-200.0,53300.0,Cash Flow
Other Non-Cash Items,,,59500.0,13600.0,29500.0,46000.0,Cash Flow
Non-Cash Items,,,188700.0,15600.0,29300.0,99300.0,Cash Flow
Accounts Receivable,,,-39800.0,-12100.0,-18500.0,-48000.0,Cash Flow
Prepaid Expenses,,,-102200.0,-4400.0,-31800.0,-70000.0,Cash Flow
Other Assets,,,-32800.0,-3300.0,9100.0,15300.0,Cash Flow
Accrued Expenses,,,35400.0,-2300.0,7300.0,15500.0,Cash Flow
Changes in Working Capital,,,43700.0,-11600.0,13400.0,24100.0,Cash Flow
Total Cash from Operations,,,-124500.0,-58600.0,-88400.0,-131400.0,Cash Flow
Purchase of Fixed Assets,,,-800.0,-2400.0,-3000.0,-4800.0,Cash Flow
Purchase/Acq of Intangibles,,,-16600.0,-3800.0,-7700.0,-11400.0,Cash Flow
Capital Expenditures,,,-17400.0,-6200.0,-10700.0,-16200.0,Cash Flow
Acquisition of Business,,,-600.0,,,,Cash Flow
Sale/Maturity of Investment,,,16500.0,15400.0,17500.0,372900.0,Cash Flow
Purchase of Investments,,,-26200.0,-385400.0,-408000.0,-645400.0,Cash Flow
Other Investing Cash Flow,,,-2300.0,-2000.0,-2000.0,-2000.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-12600.0,-372000.0,-392500.0,-274500.0,Cash Flow
Total Cash from Investing,,,-30000.0,-378200.0,-403200.0,-290700.0,Cash Flow
Financing Cash Flow Items,,,446300.0,-1500.0,-5900.0,-7100.0,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,34500.0,1200.0,3300.0,3400.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,34500.0,1200.0,3300.0,3400.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,0.0,,,,Cash Flow
Total Cash From Financing,,,480800.0,-300.0,-2600.0,-3700.0,Cash Flow
Net Change in Cash,,,326300.0,-437100.0,-494200.0,-425800.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,492400.0,818700.0,818700.0,818700.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,818700.0,381600.0,324500.0,392900.0,Cash Flow
"Depreciation, Supplemental",,,11000.0,3900.0,7400.0,11200.0,Cash Flow
Free Cash Flow,,,-141900.0,-64800.0,-99100.0,-147600.0,
FCF Growth,,,,-0.5433403805496828,0.529320987654321,0.48940464177598386,
