,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,102067.0,110681.0,101915.0,103223.0,Income Statement
"Cost of Revenue, Total",,,,,,6191.0,5984.0,6059.0,5877.0,Income Statement
Selling/Gen/Admin Expense,,,,,,90671.0,98031.0,90356.0,91721.0,Income Statement
Labor & Related Expense,,,,,,4771.0,5060.0,4855.0,4479.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,95442.0,103091.0,95211.0,96200.0,Income Statement
Research & Development,,,,,,8847.0,8196.0,8245.0,7832.0,Income Statement
Litigation,,,,,,0.0,,,,Income Statement
Other Unusual Expnse (In),,,,,,60.0,-892.0,-3779.0,-96.0,Income Statement
Unusual Expense (Income),,,,,,60.0,-892.0,-3779.0,-96.0,Income Statement
Total Operating Expense,,,,,,110540.0,116379.0,105736.0,109813.0,Income Statement
Total Operating Income,,,,,,-8473.0,-5698.0,-3821.0,-6590.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,4.0,8.0,37.0,113.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,-11.0,-25.0,28.0,26.0,Income Statement
"Other, Net",,,,,,-11.0,-25.0,28.0,26.0,Income Statement
Income Before Tax,,,,,,-8480.0,-5715.0,-3756.0,-6451.0,Income Statement
Income Tax - Total,,,,,,0.0,,,0.0,Income Statement
Income After Tax,,,,,,-8480.0,-5715.0,-3756.0,-6451.0,Income Statement
Net Inc Before Extra Items,,,,,,-8480.0,-5715.0,-3756.0,-6451.0,Income Statement
Total Net Income,,,,,,-8480.0,-5715.0,-3756.0,-6451.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,-8480.0,-5715.0,-3756.0,-6451.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,-8480.0,-5715.0,-3756.0,-6451.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,29739.0,30529.0,31519.0,32008.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,-0.29,-0.19,-0.12,-0.2,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,-0.29,-0.19,-0.12,-0.2,Income Statement
Diluted Weighted Average Shares,,,,,,29739.0,30529.0,31519.0,32008.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,-0.29,-0.19,-0.12,-0.2,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,-0.29,-0.19,-0.12,-0.2,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,1464.0,1511.0,1405.0,1410.0,Income Statement
Total Special Items,,,,,,60.0,-892.0,-3779.0,-96.0,Income Statement
Normalzd Income Before Tax,,,,,,-8420.0,-6607.0,-7535.0,-6547.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,0.0,0.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,0.0,0.0,0.0,0.0,Income Statement
Normalized Income After Tax,,,,,,-8420.0,-6607.0,-7535.0,-6547.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-8420.0,-6607.0,-7535.0,-6547.0,Income Statement
Basic Normalized EPS,,,,,,-0.28,-0.22,-0.24,-0.2,Income Statement
Diluted Normalized EPS,,,,,,-0.28,-0.22,-0.24,-0.2,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-19434.0,-5715.0,-9471.0,-15922.0,Cash Flow
Depreciation/Depletion,,,,,,5072.0,1511.0,2916.0,4326.0,Cash Flow
Deferred Taxes,,,,,,-2510.0,,,0.0,Cash Flow
Unusual Items,,,,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,,,,30199.0,6720.0,10519.0,17674.0,Cash Flow
Non-Cash Items,,,,,,30199.0,6720.0,10519.0,17674.0,Cash Flow
Accounts Receivable,,,,,,10511.0,-10973.0,-999.0,-4877.0,Cash Flow
Prepaid Expenses,,,,,,-3642.0,-136.0,-250.0,-1296.0,Cash Flow
Other Assets,,,,,,-8184.0,-4916.0,-9965.0,-12812.0,Cash Flow
Accounts Payable,,,,,,-3968.0,13296.0,3413.0,7620.0,Cash Flow
Accrued Expenses,,,,,,-148.0,-3520.0,-3414.0,-5400.0,Cash Flow
Changes in Working Capital,,,,,,-6138.0,-6361.0,-11337.0,-16971.0,Cash Flow
Total Cash from Operations,,,,,,7189.0,-3845.0,-7373.0,-10893.0,Cash Flow
Capital Expenditures,,,,,,-2862.0,-681.0,-1989.0,-3219.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-15955.0,,,0.0,Cash Flow
Total Cash from Investing,,,,,,-18817.0,-681.0,-1989.0,-3219.0,Cash Flow
Financing Cash Flow Items,,,,,,,,-51.0,-79.0,Cash Flow
"Common Stock, Net",,,,,,,15000.0,15000.0,15000.0,Cash Flow
Options Exercised,,,,,,3615.0,558.0,608.0,730.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,3615.0,15558.0,15608.0,15730.0,Cash Flow
Total Cash From Financing,,,,,,3615.0,15558.0,15557.0,15651.0,Cash Flow
Foreign Exchange Effects,,,,,,-6.0,-5.0,-27.0,-49.0,Cash Flow
Net Change in Cash,,,,,,-8019.0,11027.0,6168.0,1490.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,43120.0,35101.0,35101.0,35101.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,35101.0,46128.0,41269.0,36591.0,Cash Flow
"Depreciation, Supplemental",,,,,,5072.0,1511.0,2916.0,4326.0,Cash Flow
Free Cash Flow,,,,,,4327.0,-4526.0,-9362.0,-14112.0,
FCF Growth,,,,,,,-2.045990293505893,1.0684931506849313,0.5073702200384533,
