,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Normalzd Inc Avail to Common,,,-52.0,2.0,-17.0,-30.0,Income Statement
Basic Normalized EPS,,,-0.13,0.0,-0.04,-0.07,Income Statement
Diluted Normalized EPS,,,-0.13,0.0,-0.04,-0.07,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-407.0,1.0,-20.0,-50.0,Cash Flow
Depreciation/Depletion,,,15.0,3.0,6.0,10.0,Cash Flow
Deferred Taxes,,,-3.0,,,,Cash Flow
Unusual Items,,,8.0,-2.0,-8.0,-3.0,Cash Flow
Equity in Net Earnings/Loss,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,294.0,5.0,14.0,23.0,Cash Flow
Non-Cash Items,,,302.0,2.0,6.0,19.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,2.0,3.0,1.0,4.0,Cash Flow
"Cash Interest Pd, Suppl",,,5.0,1.0,2.0,3.0,Cash Flow
Changes in Working Capital,,,-55.0,-30.0,-77.0,-60.0,Cash Flow
Total Cash from Operations,,,-148.0,-23.0,-83.0,-81.0,Cash Flow
Purchase of Fixed Assets,,,-7.0,-4.0,-9.0,-12.0,Cash Flow
Purchase/Acq of Intangibles,,,-7.0,-1.0,-12.0,-12.0,Cash Flow
Capital Expenditures,,,-13.0,-5.0,-21.0,-24.0,Cash Flow
Acquisition of Business,,,-1.0,,,,Cash Flow
Sale of Business,,,,1.0,1.0,1.0,Cash Flow
Sale/Maturity of Investment,,,7.0,0.0,4.0,15.0,Cash Flow
Purchase of Investments,,,,,-285.0,-423.0,Cash Flow
Other Investing Cash Flow,,,-83.0,-5.0,-5.0,-5.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-77.0,-4.0,-285.0,-412.0,Cash Flow
Total Cash from Investing,,,-91.0,-9.0,-305.0,-436.0,Cash Flow
Financing Cash Flow Items,,,-15.0,0.0,0.0,0.0,Cash Flow
Sale/Issuance of Common,,,1171.0,,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,0.0,,,,Cash Flow
"Common Stock, Net",,,1171.0,,0.0,0.0,Cash Flow
Options Exercised,,,18.0,15.0,20.0,31.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,1189.0,15.0,20.0,31.0,Cash Flow
Long Term Debt Issued,,,100.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,-120.0,-1.0,-3.0,-4.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-20.0,-1.0,-3.0,-4.0,Cash Flow
Total Cash From Financing,,,1154.0,14.0,18.0,27.0,Cash Flow
Net Change in Cash,,,916.0,-19.0,-371.0,-490.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,139.0,1055.0,1055.0,1055.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,1055.0,1036.0,684.0,564.0,Cash Flow
"Depreciation, Supplemental",,,15.0,3.0,6.0,10.0,Cash Flow
Free Cash Flow,,,-161.0,-28.0,-104.0,-105.0,
FCF Growth,,,,-0.8260869565217391,2.7142857142857144,0.009615384615384581,
