,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
IncTxsExcl ImpctofSpec Itms,,,,12.0,34.0,-8.0,15.0,Income Statement
Normalized Income After Tax,,,,-46201.0,-9711.0,827.0,-18730.0,Income Statement
Normalzd Inc Avail to Common,,,,-46201.0,-9711.0,827.0,-18730.0,Income Statement
Basic Normalized EPS,,,,-0.48,-0.1,0.01,-0.18,Income Statement
Diluted Normalized EPS,,,,-0.48,-0.1,0.01,-0.18,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-144666.0,-9711.0,-8884.0,-27614.0,Cash Flow
Depreciation/Depletion,,,,1782.0,882.0,1766.0,2657.0,Cash Flow
Unusual Items,,,,96.0,0.0,0.0,0.0,Cash Flow
Other Non-Cash Items,,,,109232.0,820.0,-10166.0,-2379.0,Cash Flow
Non-Cash Items,,,,109328.0,820.0,-10166.0,-2379.0,Cash Flow
"Cash Interest Pd, Suppl",,,,4939.0,,,,Cash Flow
Accounts Receivable,,,,,1704.0,769.0,298.0,Cash Flow
Prepaid Expenses,,,,-5297.0,,,,Cash Flow
Other Assets,,,,-879.0,-377.0,81.0,476.0,Cash Flow
Accounts Payable,,,,-7020.0,646.0,-11.0,1068.0,Cash Flow
Accrued Expenses,,,,-1180.0,-202.0,-597.0,-92.0,Cash Flow
Changes in Working Capital,,,,-14376.0,1912.0,510.0,2151.0,Cash Flow
Total Cash from Operations,,,,-47932.0,-6097.0,-16774.0,-25185.0,Cash Flow
Capital Expenditures,,,,-1282.0,-208.0,-785.0,-1999.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-9298.0,Cash Flow
Total Cash from Investing,,,,-1282.0,-208.0,-785.0,-11297.0,Cash Flow
Financing Cash Flow Items,,,,207872.0,,,,Cash Flow
Sale/Issuance of Common,,,,2.0,,,,Cash Flow
Repurch/Retirement Common,,,,,-1.0,-1.0,-4.0,Cash Flow
"Common Stock, Net",,,,2.0,-1.0,-1.0,-4.0,Cash Flow
Options Exercised,,,,,26.0,48.0,48.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,2.0,25.0,47.0,44.0,Cash Flow
Long Term Debt Issued,,,,24638.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,,-96871.0,,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-72233.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,135641.0,25.0,47.0,44.0,Cash Flow
Foreign Exchange Effects,,,,-20.0,-15.0,-42.0,-50.0,Cash Flow
Net Change in Cash,,,,86407.0,-6295.0,-17554.0,-36488.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,13669.0,100076.0,100076.0,100076.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,100076.0,93781.0,82522.0,63588.0,Cash Flow
"Depreciation, Supplemental",,,,1782.0,882.0,1766.0,2657.0,Cash Flow
Free Cash Flow,,,,-49214.0,-6305.0,-17559.0,-27184.0,
FCF Growth,,,,,-0.8718860486853335,1.7849325931800157,0.5481519448715759,
