,2021,2022,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Report
Diluted Normalized EPS,,,0.2,0.16,0.14,0.06,Income Statement
Date,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Cash Flow
Net Income,,,21313.0,39240.0,54805.0,60227.0,Cash Flow
Depreciation/Depletion,,,4829.0,11109.0,17345.0,23427.0,Cash Flow
Deferred Taxes,,,,,,3817.0,Cash Flow
Unusual Items,,,-488.0,-970.0,-1935.0,-2223.0,Cash Flow
Other Non-Cash Items,,,1861.0,3679.0,5446.0,11494.0,Cash Flow
Non-Cash Items,,,1373.0,2709.0,3511.0,9271.0,Cash Flow
Accounts Receivable,,,-26365.0,-9755.0,-5851.0,-3773.0,Cash Flow
Inventories,,,-51487.0,-29794.0,-24340.0,-18818.0,Cash Flow
Prepaid Expenses,,,470.0,-361.0,1767.0,-3293.0,Cash Flow
Other Assets,,,-58.0,-217.0,-46.0,1258.0,Cash Flow
Accounts Payable,,,48755.0,6377.0,1535.0,-262.0,Cash Flow
Accrued Expenses,,,23087.0,2492.0,-1270.0,3728.0,Cash Flow
Changes in Working Capital,,,-4768.0,-34230.0,-27806.0,-27910.0,Cash Flow
Total Cash from Operations,,,22747.0,18828.0,47855.0,68832.0,Cash Flow
Capital Expenditures,,,-5945.0,-23408.0,-24878.0,-44644.0,Cash Flow
Sale of Fixed Assets,,,49.0,72.0,80.0,910.0,Cash Flow
Other Investing Cash Flow,,,,,0.0,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,49.0,72.0,80.0,910.0,Cash Flow
Total Cash from Investing,,,-5896.0,-23336.0,-24798.0,-43734.0,Cash Flow
Financing Cash Flow Items,,,0.0,-270.0,-1109.0,-1115.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,287.0,Cash Flow
Long Term Debt Issued,,,15000.0,63000.0,68000.0,84000.0,Cash Flow
Long Term Debt Reduction,,,-30848.0,-57696.0,-85538.0,-109347.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-15848.0,5304.0,-17538.0,-25347.0,Cash Flow
Total Cash From Financing,,,-15848.0,5034.0,-18647.0,-26175.0,Cash Flow
Net Change in Cash,,,1003.0,526.0,4410.0,-1077.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,4244.0,4244.0,4244.0,4244.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,5247.0,4770.0,8654.0,3167.0,Cash Flow
"Depreciation, Supplemental",,,4829.0,11109.0,17345.0,23427.0,Cash Flow
Free Cash Flow,,,16802.0,-4580.0,22977.0,24188.0,
FCF Growth,,,,-1.2725865968337102,-6.016812227074236,0.052704878791835386,
