,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Min. Pension Lblty Adj.,,,,,,-150.0,-148.0,-146.0,-144.0,Balance Sheet
"Other Equity, Total",,,,,,-328.0,-310.0,-355.0,-401.0,Balance Sheet
Total Equity,,,,,,2228.0,2141.0,2094.0,2051.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,7166.0,11060.0,9082.0,8006.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,152.0,153.0,153.0,154.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,282100.0,293300.0,301200.0,315600.0,Income Statement
"Cost of Revenue, Total",,,,,,178200.0,190200.0,185200.0,196600.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,101300.0,122000.0,122500.0,122700.0,Income Statement
"Inter Expense,Net Operatng",,,,,,10400.0,5800.0,6700.0,7400.0,Income Statement
"Other, Net",,,,,,2700.0,-300.0,5800.0,5900.0,Income Statement
"Other Operat Expse, Total",,,,,,2700.0,-300.0,5800.0,5900.0,Income Statement
Total Operating Expense,,,,,,292600.0,317700.0,320200.0,332600.0,Income Statement
Total Operating Income,,,,,,-10500.0,-24400.0,-19000.0,-17000.0,Income Statement
Income Before Tax,,,,,,-10500.0,-24400.0,-19000.0,-17000.0,Income Statement
Income Tax - Total,,,,,,-1000.0,3000.0,800.0,4000.0,Income Statement
Income After Tax,,,,,,-9500.0,-27400.0,-19800.0,-21000.0,Income Statement
Net Inc Before Extra Items,,,,,,-9500.0,-27400.0,-19800.0,-21000.0,Income Statement
Total Net Income,,,,,,-9500.0,-27400.0,-19800.0,-21000.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,-9500.0,-27400.0,-19800.0,-21000.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,-9500.0,-27400.0,-19800.0,-21000.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,154358.0,152124.0,152752.0,153185.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,-0.06,-0.18,-0.13,-0.14,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,-0.06,-0.18,-0.13,-0.14,Income Statement
Diluted Weighted Average Shares,,,,,,154358.0,152124.0,152752.0,153185.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,-0.06,-0.18,-0.13,-0.14,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,-0.06,-0.18,-0.13,-0.14,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,,,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,10400.0,5800.0,6700.0,7400.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,13600.0,13100.0,14000.0,14400.0,Income Statement
Total Special Items,,,,,,-11300.0,20400.0,10000.0,7300.0,Income Statement
Normalzd Income Before Tax,,,,,,-21800.0,-4000.0,-9000.0,-9700.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,-3955.0,7140.0,3500.0,2555.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,-4955.0,10140.0,4300.0,6555.0,Income Statement
Normalized Income After Tax,,,,,,-16845.0,-14140.0,-13300.0,-16255.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-16845.0,-14140.0,-13300.0,-16255.0,Income Statement
Basic Normalized EPS,,,,,,-0.11,-0.09,-0.09,-0.11,Income Statement
Diluted Normalized EPS,,,,,,-0.11,-0.09,-0.09,-0.11,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-75.0,-27.0,-47.0,-68.0,Cash Flow
Depreciation/Depletion,,,,,,78.0,21.0,43.0,64.0,Cash Flow
Deferred Taxes,,,,,,-39.0,5.0,6.0,5.0,Cash Flow
Unusual Items,,,,,,-19.0,1.0,2.0,3.0,Cash Flow
Other Non-Cash Items,,,,,,145.0,39.0,79.0,122.0,Cash Flow
Non-Cash Items,,,,,,126.0,39.0,81.0,126.0,Cash Flow
Accounts Receivable,,,,,,-35.0,1.0,-9.0,-16.0,Cash Flow
Prepaid Expenses,,,,,,-12.0,-14.0,-14.0,-14.0,Cash Flow
Accrued Expenses,,,,,,0.0,0.0,0.0,0.0,Cash Flow
Payable/Accrued,,,,,,9.0,-5.0,-3.0,5.0,Cash Flow
Changes in Working Capital,,,,,,-41.0,-32.0,-44.0,-36.0,Cash Flow
Total Cash from Operations,,,,,,49.0,6.0,39.0,91.0,Cash Flow
Capital Expenditures,,,,,,-64.0,-20.0,-42.0,-65.0,Cash Flow
Acquisition of Business,,,,,,-410.0,0.0,0.0,0.0,Cash Flow
Sale of Fixed Assets,,,,,,38.0,,,,Cash Flow
Sale/Maturity of Investment,,,,,,488.0,112.0,240.0,304.0,Cash Flow
Purchase of Investments,,,,,,-764.0,-277.0,-451.0,-534.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-647.0,-165.0,-210.0,-230.0,Cash Flow
Total Cash from Investing,,,,,,-711.0,-185.0,-252.0,-295.0,Cash Flow
Financing Cash Flow Items,,,,,,-196.0,3880.0,1983.0,1010.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,95.0,6.0,13.0,23.0,Cash Flow
Long Term Debt Issued,,,,,,857.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,,,,-304.0,-2.0,-4.0,-6.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,508.0,-2.0,-4.0,-6.0,Cash Flow
Total Cash From Financing,,,,,,408.0,3884.0,1993.0,1027.0,Cash Flow
Foreign Exchange Effects,,,,,,-21.0,2.0,-5.0,-8.0,Cash Flow
Net Change in Cash,,,,,,-276.0,3706.0,1774.0,814.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,2229.0,1953.0,1953.0,1953.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,1953.0,5659.0,3727.0,2767.0,Cash Flow
"Depreciation, Supplemental",,,,,,78.0,21.0,43.0,64.0,Cash Flow
Free Cash Flow,,,,,,-15.0,-14.0,-3.0,26.0,
FCF Growth,,,,,,,-0.06666666666666665,-0.7857142857142857,-9.666666666666666,
