,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Ret. Earn.(Accum. Deficit),,,,,,-270973.0,-301607.0,-336534.0,-371596.0,Balance Sheet
"Other Equity, Total",,,,,,,,,-163.0,Balance Sheet
Total Equity,,,,,,214184.0,187863.0,319385.0,289942.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,232092.0,206869.0,366052.0,331560.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,43806.0,45819.0,65708.0,69858.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,0.0,0.0,0.0,0.0,Income Statement
Selling/Gen/Admin Expense,,,,,,3016.0,3697.0,3949.0,4312.0,Income Statement
Labor & Related Expense,,,,,,2110.0,2251.0,2427.0,2573.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,5126.0,5948.0,6376.0,6885.0,Income Statement
Research & Development,,,,,,20514.0,25470.0,29479.0,29936.0,Income Statement
Total Operating Expense,,,,,,25640.0,31418.0,35855.0,36821.0,Income Statement
Total Operating Income,,,,,,-25640.0,-31418.0,-35855.0,-36821.0,Income Statement
Gain(Loss)on Sale of Assets,,,,,,0.0,,,,Income Statement
"Other, Net",,,,,,621.0,677.0,656.0,259.0,Income Statement
Income Before Tax,,,,,,-24912.0,-30634.0,-34927.0,-35062.0,Income Statement
Income After Tax,,,,,,-24912.0,-30634.0,-34927.0,-35062.0,Income Statement
Net Inc Before Extra Items,,,,,,-24912.0,-30634.0,-34927.0,-35062.0,Income Statement
Total Net Income,,,,,,-24912.0,-30634.0,-34927.0,-35062.0,Income Statement
Total Adjust to Net Income,,,,,,0.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,-24912.0,-30634.0,-34927.0,-35062.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,-24912.0,-30634.0,-34927.0,-35062.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,41699.0,45106.0,49389.0,69576.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,-0.6,-0.68,-0.71,-0.5,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,-0.6,-0.68,-0.71,-0.5,Income Statement
Diluted Weighted Average Shares,,,,,,41699.0,45106.0,49389.0,69576.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,-0.6,-0.68,-0.71,-0.5,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,-0.6,-0.68,-0.71,-0.5,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,68.0,69.0,97.0,256.0,Income Statement
Total Special Items,,,,,,0.0,,,400.0,Income Statement
Normalzd Income Before Tax,,,,,,-24912.0,-30634.0,-34927.0,-34662.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,0.0,,,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,0.0,,,0.0,Income Statement
Normalized Income After Tax,,,,,,-24912.0,-30634.0,-34927.0,-34662.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-24912.0,-30634.0,-34927.0,-34662.0,Income Statement
Basic Normalized EPS,,,,,,-0.6,-0.68,-0.71,-0.5,Income Statement
Diluted Normalized EPS,,,,,,-0.6,-0.68,-0.71,-0.5,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-72273.0,-30634.0,-65561.0,-100623.0,Cash Flow
Depreciation/Depletion,,,,,,147.0,69.0,166.0,422.0,Cash Flow
Unusual Items,,,,,,-343.0,0.0,0.0,-396.0,Cash Flow
Other Non-Cash Items,,,,,,11686.0,4175.0,8709.0,17394.0,Cash Flow
Non-Cash Items,,,,,,11343.0,4175.0,8709.0,16998.0,Cash Flow
Accounts Receivable,,,,,,0.0,,,,Cash Flow
Prepaid Expenses,,,,,,-227.0,-737.0,-909.0,-3119.0,Cash Flow
Other Assets,,,,,,-1883.0,-1388.0,-104.0,-1041.0,Cash Flow
Accounts Payable,,,,,,2751.0,532.0,9.0,610.0,Cash Flow
Accrued Expenses,,,,,,1379.0,-351.0,2900.0,-2477.0,Cash Flow
Changes in Working Capital,,,,,,2020.0,-1944.0,1896.0,-6027.0,Cash Flow
Total Cash from Operations,,,,,,-58763.0,-28334.0,-54790.0,-89230.0,Cash Flow
Capital Expenditures,,,,,,-1719.0,-441.0,-1585.0,-4896.0,Cash Flow
Sale of Business,,,,,,0.0,,,,Cash Flow
Sale of Fixed Assets,,,,,,0.0,,,,Cash Flow
Purchase of Investments,,,,,,,,,-148233.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,0.0,,,-148233.0,Cash Flow
Total Cash from Investing,,,,,,-1719.0,-441.0,-1585.0,-153129.0,Cash Flow
Financing Cash Flow Items,,,,,,-85.0,0.0,0.0,,Cash Flow
"Common Stock, Net",,,,,,38037.0,129.0,162244.0,162296.0,Cash Flow
"Preferred Stock, Net",,,,,,0.0,,,,Cash Flow
Options Exercised,,,,,,24.0,9.0,9.0,923.0,Cash Flow
Warrants Converted,,,,,,,,,24.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,38061.0,138.0,162253.0,163243.0,Cash Flow
Total Cash From Financing,,,,,,37976.0,138.0,162253.0,163243.0,Cash Flow
Net Change in Cash,,,,,,-22506.0,-28637.0,105878.0,-79116.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,243445.0,220939.0,220939.0,220939.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,220939.0,192302.0,326817.0,141823.0,Cash Flow
"Depreciation, Supplemental",,,,,,147.0,69.0,166.0,422.0,Cash Flow
Free Cash Flow,,,,,,-60482.0,-28775.0,-56375.0,-94126.0,
FCF Growth,,,,,,,-0.5242386164478687,0.9591659426585577,0.6696407982261641,
