,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Revenue,,,,,,6302.0,5696.0,6670.0,7221.0,Income Statement
"Cost of Revenue, Total",,,,,,6063.0,4835.0,5199.0,5412.0,Income Statement
Selling/Gen/Admin Expense,,,,,,15827.0,18503.0,19474.0,18763.0,Income Statement
Labor & Related Expense,,,,,,2480.0,1774.0,2309.0,2453.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,18307.0,20277.0,21783.0,21216.0,Income Statement
Research & Development,,,,,,9215.0,10527.0,11767.0,12742.0,Income Statement
Unusual Expense (Income),,,,,,1500.0,0.0,0.0,0.0,Income Statement
Total Operating Expense,,,,,,35085.0,35639.0,38749.0,39370.0,Income Statement
Total Operating Income,,,,,,-28783.0,-29943.0,-32079.0,-32149.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,-206.0,-77.0,-74.0,-73.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,236.0,110.0,192.0,436.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,37.0,-33.0,-156.0,5.0,Income Statement
"Other, Net",,,,,,37.0,-33.0,-156.0,5.0,Income Statement
Income Before Tax,,,,,,-28716.0,-29943.0,-32117.0,-31781.0,Income Statement
Income Tax - Total,,,,,,-5767.0,9.0,41.0,28.0,Income Statement
Income After Tax,,,,,,-22949.0,-29952.0,-32158.0,-31809.0,Income Statement
Net Inc Before Extra Items,,,,,,-22949.0,-29952.0,-32158.0,-31809.0,Income Statement
Total Net Income,,,,,,-22949.0,-29952.0,-32158.0,-31809.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,-22949.0,-29952.0,-32158.0,-31809.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,-22949.0,-29952.0,-32158.0,-31809.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,283952.0,284613.0,285554.0,289701.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,-0.08,-0.11,-0.11,-0.11,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,-0.08,-0.11,-0.11,-0.11,Income Statement
Diluted Weighted Average Shares,,,,,,283952.0,284613.0,285554.0,289701.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,-0.08,-0.11,-0.11,-0.11,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,-0.08,-0.11,-0.11,-0.11,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,206.0,77.0,74.0,73.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,1861.0,2210.0,2265.0,2380.0,Income Statement
Total Special Items,,,,,,1500.0,0.0,0.0,0.0,Income Statement
Normalzd Income Before Tax,,,,,,-27216.0,-29943.0,-32117.0,-31781.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,525.0,0.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,-5242.0,9.0,41.0,28.0,Income Statement
Normalized Income After Tax,,,,,,-21974.0,-29952.0,-32158.0,-31809.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-21974.0,-29952.0,-32158.0,-31809.0,Income Statement
Basic Normalized EPS,,,,,,-0.08,-0.11,-0.11,-0.11,Income Statement
Diluted Normalized EPS,,,,,,-0.08,-0.11,-0.11,-0.11,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-72435.0,-29952.0,-62112.0,-93919.0,Cash Flow
Depreciation/Depletion,,,,,,3370.0,2239.0,4592.0,7023.0,Cash Flow
Deferred Taxes,,,,,,-5777.0,,,,Cash Flow
Unusual Items,,,,,,-1464.0,79.0,158.0,237.0,Cash Flow
Other Non-Cash Items,,,,,,12031.0,5700.0,11970.0,18253.0,Cash Flow
Non-Cash Items,,,,,,10567.0,5779.0,12128.0,18490.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,1910.0,70.0,139.0,222.0,Cash Flow
Accounts Receivable,,,,,,-493.0,-640.0,24.0,-1167.0,Cash Flow
Inventories,,,,,,-15928.0,-5938.0,-12095.0,-18121.0,Cash Flow
Prepaid Expenses,,,,,,-1971.0,-371.0,186.0,-3439.0,Cash Flow
Accounts Payable,,,,,,6781.0,-3168.0,-2072.0,-1233.0,Cash Flow
Accrued Expenses,,,,,,3959.0,-443.0,-1477.0,2067.0,Cash Flow
Changes in Working Capital,,,,,,-7652.0,-10560.0,-15434.0,-21893.0,Cash Flow
Total Cash from Operations,,,,,,-71927.0,-32494.0,-60826.0,-90299.0,Cash Flow
Capital Expenditures,,,,,,-822.0,-982.0,-1451.0,-1741.0,Cash Flow
Acquisition of Business,,,,,,-49086.0,,,,Cash Flow
Sale of Business,,,,,,,694.0,694.0,694.0,Cash Flow
Sale of Fixed Assets,,,,,,,27.0,27.0,26.0,Cash Flow
Sale/Maturity of Investment,,,,,,86483.0,47179.0,93475.0,135386.0,Cash Flow
Purchase of Investments,,,,,,-313392.0,-14954.0,-29541.0,-63208.0,Cash Flow
Other Investing Cash Flow,,,,,,-1245.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-277240.0,32946.0,64655.0,72898.0,Cash Flow
Total Cash from Investing,,,,,,-278062.0,31964.0,63204.0,71157.0,Cash Flow
Financing Cash Flow Items,,,,,,-1704.0,0.0,75.0,-503.0,Cash Flow
"Common Stock, Net",,,,,,342800.0,0.0,0.0,23128.0,Cash Flow
Options Exercised,,,,,,10020.0,15.0,152.0,262.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,352820.0,15.0,152.0,23390.0,Cash Flow
Short Term Debt Issued,,,,,,0.0,,,,Cash Flow
Short Term Debt Reduction,,,,,,0.0,,,,Cash Flow
"Short Term Debt, Net",,,,,,0.0,,,,Cash Flow
Long Term Debt Issued,,,,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,,,,-15005.0,-8.0,-17.0,-26.0,Cash Flow
"Long Term Debt, Net",,,,,,-15005.0,-8.0,-17.0,-26.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,-15005.0,-8.0,-17.0,-26.0,Cash Flow
Total Cash From Financing,,,,,,336111.0,7.0,210.0,22861.0,Cash Flow
Foreign Exchange Effects,,,,,,,,,-124.0,Cash Flow
Net Change in Cash,,,,,,-13878.0,-523.0,2588.0,3595.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,38449.0,24571.0,24571.0,24571.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,24571.0,24048.0,27159.0,28166.0,Cash Flow
"Depreciation, Supplemental",,,,,,3370.0,2239.0,4592.0,7023.0,Cash Flow
Free Cash Flow,,,,,,-72749.0,-33476.0,-62277.0,-92040.0,
FCF Growth,,,,,,,-0.5398424720614716,0.8603477117935237,0.47791319427718104,
